,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Album_11_diskografija,Album_12_diskografija,Album_13_diskografija
10,/kSKwa9Q_1_10,Novi Fosili,Novi Fosili,Djeca ljubavi,22553,"Prvi put ti kazem da
da se bojim svitanja
i da nemam odgovor
na sva tvoja pitanja

Uvijek sam te cuvala
i od ljudi i od zla
a sad meni trebas ti
trebas kao nikada
 
Ref.
Spavaj tu, tu kraj mene
na mom jastuku
nemir puni moje vene
kada nisi tu

Mirno teku, teku rijeke
rijeke ljubavi
zasto ne bi svi bili kao mi
djeca ljubavi","https://tekstovi.net/2,302,10205.html",,Djeca ljubavi,The children of love,Djeca ljubavi 1991,"Prvi put ti kažem da, da se bojim svitanja
i da nemam odgovor na sva tvoja pitanja.... Uvijek sam te čuvala i od ljudi i od zla,
a sad meni trebaš ti, trebaš kao nikada.... Spavaj tu, tu kraj mene, na mom jastuku
nemir puni moje vene kada nisi tu
mirno teku, teku rijeke, rijeke ljubavi
zašto ne bi svi bili ko mi - djeca ljubavi?","For the first time I'm telling you that I'm afraid of the dawn
And that I don't have an answer to all the questions you may have.... I've always protected you, from people and from evil
And now I need you, need you like never before.... Sleep here, here by my side, up on my pillow
Unrest fills my veins when you are not here
Calmly flow, flow the rivers, the rivers of love
Why wouldn't all be like we - the children of love?",https://lyricstranslate.com/en/djeca-ljubavi-children-love.html-0,['Rajko Dujmić'],['Nenad Ninčević'],"['Rajko Dujmić', 'Fedor Boić']",['Novi Fosili'],1990 - Djeca ljubavi,1993 - Non stop ples - Sanja Doležal,https://diskografija.com/pjesma/djeca-ljubavi-686.htm,Djeca ljubavi,1998 - Ljubav koja nema kraj,2006 - The platinum collection,,,,,,,,,
11,/kSKwa9Q_1_11,Novi Fosili,Novi Fosili,Dobre djevojke,83291,"Budi dobra ti, nemoj gradom lutati
mini ne nosi, lete strasni savjeti
ma, budi dobra ti, nocu se ne izlazi
i ne, ne sljedite, to su lose djevojke

Budi dobra ti, nemoj se zaljubiti
nemoj ljubiti, pamet ces izgubiti
ma, budi dobra ti, to mi uvijek kazu svi
i nemoj lagati, lose ces zavrsiti
 
Ref. 2x
Dobre djevojke
one idu u raj bas sve
lose djevojke
idu kud god zazele

Budi dobra ti, rano kuci dolazi
i ne neslusajte, to su lose djevojke
a te lose sve, moje prijateljice
nisu lose ne, sve su dobre djevojke

Ref. 2x

Ref. 2x

Ref. 2x","https://tekstovi.net/2,302,15585.html",,Dobre djevojke,Good girls,Dijete sreće,"Budi dobra ti, nemoj gradom lutati
mini ne nosi, lete strašni savjeti
ma, budi dobra ti, noću se ne izlazi
i ne ne slijedi te, to su loše djevojke. Budi dobra ti, nemoj se zaljubiti
nemoj ljubiti pamet ćeš izgubiti
ma, budi dobra ti, to mi uvijek kažu svi
i nemoj lagati, loše ćeš završiti. Ref. 2x
dobre djevojke
one idu u raj baš sve
loše djevojke
idu kud god zažele. Budi dobra ti, rano kući dolazi
i ne ne slušaj te, to su loše djevojke
a te loše sve, moje prijateljice
nisu loše ne, sve su dobre djevojke. Ref. 2x. Ref. 2x. Ref. 2x","You be good, don't wander the city
Don't wear mini skirts, bad advices fly (spread)
However, be good, don't go out at night
and no, don't follow, those are bad girls. Be good you, don't fall in love
Don't kiss, you'll lose your head
However, be good, that's what they always tell me
And don't lie, you will finish poorly. Chorus:
Good girls
They go to heaven for everything
Bad girls
They go where ever they wish. Be good you, come home early
And don't not listen, those are bad girls
But all those bad ones, my friends
They're not bad, they're all good girls. Chorus",https://lyricstranslate.com/en/dobre-djevojke-good-girls.html,['Rajko Dujmić'],['Stevo Cvikić'],['Rajko Dujmić'],['Novi Fosili'],1987 - Dijete sreće,1993 - Najbolje godine,https://diskografija.com/pjesma/dobre-djevojke-799.htm,Dobre djevojke,1993 - Non stop ples - Sanja Doležal,1998 - Ljubav koja nema kraj,2002 - Zvuk osamdesetih Zabavna i Pop 1988 - 1989,2003 - Live Zagreb - uživo - 4 asa,2005 - Za tebe - Magnetic,2006 - The platinum collection,,,,,
12,/kSKwa9Q_1_12,Novi Fosili,Novi Fosili,Dunjo mirisna,22671,"Na Badnju noc ko uvijek cu ti doc
da ne budes mi sama da okitimo bor
i reci ces jos cuvam stvari sve
i mornarsko odjelo i prve cipele
u tvome narucju dijete bit cu ja
dunjo mirisna
 
Ref.
Godine idu lete ko minute
i slike lako zute dunjo mirisna
godine idu i djeca vec su ljudi
jer vrijeme svima sudi dunjo mirisna

Na Badnju noc ko uvijek cu ti doc
da ne budes mi sama da okitimo bor
u tvome narucju dijete bit cu ja
dunjo mirisna

Ref. 2x","https://tekstovi.net/2,302,18575.html",,Dunjo mirisna,Fragrant Quince,Obriši suze generacijo,"Na Badnju noć ko uvijek ću ti doć
1
da ne budeš mi sama da okitimo bor
i reći češ još čuvam stvari sve
i mornarsko odjelo i prve cipele
u tvome naručju dijete bit ću ja
dunjo mirisna. Godine idu lete ko minute
i slike lako žute dunjo mirisna
godine idu i djeca već su ljudi
jer vrijeme svima sudi dunjo mirisna. Na Badnju noć ko uvijek ću ti doć
da ne budes mi sama da okitimo bor
u tvome naručju dijete bit ću ja
dunjo mirisna. Godine idu lete ko minute
i slike lako žute dunjo mirisna
godine idu i djeca već su ljudi
jer vrijeme svima sudi dunjo mirisna [2x]","I will com to you on Christmas Eve like always
So you wouldn't be by yourself and so we'd decorate the Christmas tree
And you'll say - I still keep all the stuff,
the sailor suit and the first shoes
I'll be a child when in your arms
Fragrant quince (you). Years fly by like minutes
And pictures easily become yellow, fragrant quince
Years go by and children are men already
Because time judges on everyone, fragrant quince. I will com to you on Christmas Eve like always
So you wouldn't be by yourself and so we'd decorate the Christmas tree
I'll be a child when in your arms
Fragrant quince (you). Years fly by like minutes
And pictures easily become yellow, fragrant quince
Years go by and children are men already
Because time judges on everyone, fragrant quince [2x]",https://lyricstranslate.com/en/dunjo-mirisna-fragrant-quince.html,['Rajko Dujmić'],['Stevo Cvikić'],['Rajko Dujmić'],['Novi Fosili'],"1989 - Obriši suze, generacijo",1993 - Najbolje godine,https://diskografija.com/pjesma/dunjo-mirisna-818.htm,Dunjo mirisna,1998 - Živi se - uživo - Vladimir Kočiš Zec & Magnusi,2002 - Zvuk osamdesetih Zabavna i Pop 1988 - 1989,2004 - Zlatna kolekcija Inventura - uživo - Vladimir Kočiš Zec & Magnusi,2006 - The platinum collection,,,,,,,
13,/kSKwa9Q_1_13,Novi Fosili,Novi Fosili,E da si barem nocas ovdje,36949,"Obuci cu nocas haljinu sto volis
dignuti kosu, upalit cu svijece
i lijepa si, cujem kako govoris
a niko me nocas vidjeti nece

Smijesno, al' tvoj cu staviti miris
u dvije cu case nasuti pice
i ako u ponoc na sekund zazmiris
moje te misli moraju stici
 
Ref.
E da si barem nocas ovdje
da mi se mozes vratiti
e da si barem nocas ovdje
mogla bih s tobom umrijeti

Bilo bi dobro da si ovdje
da mi se mozes vratiti
jer jos si tu pod mojom kozom
venama mojim plovis ti

Bojim se svakog koraka sto cujem
u mozgu se nesto samo presijece
i smijesno je cuti zalud kako psujem
jer nista te nocas vratiti nece

Ref.","https://tekstovi.net/2,302,10207.html",,E da si barem noćas ovdje,"Oh, If Only You Were Here Tonight",Dijete sreće (1987),"Obući ću noćas haljinu što voliš
Dignuti kosu, upalit ću svijeće.
I lijepa si čujem kako govoriš,
A nitko me noćas vidjeti neće.
Smiješno al' tvoj ću staviti miris
u dvije ću čaše nasuti piće.
I ako u ponoć na sekund zažmiriš
moje te misli moraju stići.. E da si barem noćas ovdje
da mi se možeš vratiti.
Bilo bi dobro da si ovdje
mogla bih s tobom umrijeti.
E da si barem noćas ovdje
da mi se možeš vratiti.
Jer još si tu pod mojom kožom
venama mojim ploviš ti.. Bojim se svakog koraka što čujem
u mozgu se nešto samo presječe.
I smiješno je čuti zalud kako psujem,
jer ništa te noćas vratiti neće.. E da si barem noćas ovdje ...","I'll wear the dress you love
Put my hair up, light the candles
And I hear you saying - you look beautiful
And no one will see me tonight
Funny, but I'll put on your perfume
I'll pour drinks in two glasses
And if you close your eyes for a second at midnight
My thoughts must catch you.
Oh, if you were only here tonight
If you could come back to me
It would be good if you were here
I could die with you
Oh, if you were only here tonight
If you could come back to me
Because you're still under my skin
Flowing through my veins. I fear every step I hear
Something just snaps inside my brain
And it's funny to hear me cursing in vain
Becuse nothing will bring you back tonight
Oh, if you were only here tonight...",https://lyricstranslate.com/en/e-da-si-barem-no%C4%87as-ovdje-oh-i-you-were-only-here-tonight.html,['Rajko Dujmić'],['Stevo Cvikić'],['Rajko Dujmić'],['Novi Fosili'],,,https://diskografija.com/pjesma/e-da-si-barem-nocas-ovdje-791.htm,"E, da si barem noćas ovdje",,,,,,,,,,,
14,/kSKwa9Q_1_14,Novi Fosili,Novi Fosili,Gotovo je s nama,5377,"Htio sam ti na rastanku rijeci
da se vise ti ne nadas sreci
i da shvatis, kad ostanes sama
gotovo je, gotovo je
gotovo je, gotovo je s nama

Htio sam ti rijeci one noci
da te mrzim, da ti necu doci
i znala bi da ti lazem, mila
al' bi manje, al' bi manje
al' bi manje ti nesretna bila
 
Ref.
Nikakvo ti vise nece pomoc pismo
mi smo bili jedno, ali vise nismo
svakom svoje, svakom svoje
ljubav samo, mala moja
premalo je za nas dvoje","https://tekstovi.net/2,302,32448.html",,Gotovo je s nama,It's over with us,Nedovršene priče (1980),"Htio sam ti na rastanku reći
Da se više ti ne nadaš sreći
I da shvatiš kad ostaneš sama
Gotovo je, gotovo je,
Gotovo je, gotovo je s nama. Htio sam ti reći one noći
Da te mrzim, da ti neću doći
I znala bi da ti lažem, mila
Al' bi manje, al' bi manje
Al' bi manje ti nesretna bila. Nikakvo ti više neće pomoć pismo
Mi smo bili jedno, ali više nismo
Svakom svoje, svakom svoje,
Jer ljubav samo, mala moja
Premalo je za nas dvoje","On our farewell I wanted to tell you
That you shouldn't hope for happiness any more
And that, when you stay alone, you should realize
It's over, it's over,
It's over, it's over with us. That night I wanted to tell you
That I hate you, that I won't come to you
And you would know that I was lying, darling
But you would, but you would,
But you would be less sad. There is no letter that can help you any more
We used to be one, now we aren't any more
Each to his own, each to his own
Because, my baby, just love,
It's not enough for us",https://lyricstranslate.com/en/gotovo-je-s-nama-its-over-us.html,['Vladimir Kočiš Zec'],['Mile Rupčić'],['Vladimir Kočiš Zec'],['Novi Fosili'],,,https://diskografija.com/pjesma/gotovo-je-s-nama-728.htm,Gotovo je s nama,,,,,,,,,,,
15,/kSKwa9Q_1_15,Novi Fosili,Novi Fosili,Hocu li znati,16186,"Hocu li znati, hocu li
tvoju ljubav zauvijek sacuvati
kad se noci bezbrojne zaredaju
oh, hocu li

Hocu li znati, hocu li
biti osmijeh u tvojoj radosti
topla ruka u tvojim patnjama
oh, hocu li, oh, hocu li
 
Ref. 4x
Ljubavi moja 
hocu li biti zena ja 
kakvu bi zeljela tebi

Hocu li znati, hocu li
ici putem bez cilja sigurnog 
i ne prestat' u tebe vjerovati
oh, hocu li

Hocu li znati, hocu li
kad se kosa zabijeli od godina
sretna tiho uz tebe stariti
oh, hocu li, oh, hocu li

Ref. 4x","https://tekstovi.net/2,302,15889.html",,Hoću li znati,Will I know,Budi uvijek blizu,"Hoću li znati, hoću li
tvoju ljubav zauvijek sačuvati
kad se noći bezbrojne zaredaju
o, hoću li. Hoću li znati, hoću li
biti osmijeh u tvojoj radosti
topla ruka u tvojim patnjama
o hoću li, o hoću li. Ljubavi moja
hoću li biti žena ja
kakvu bih željela tebi. Hoću li znati, hoću li
kad se kosa zabijeli od godina
sretna tiho uz tebe stariti
o, hoću li, o hoću li. Ljubavi moja
hoću li biti žena ja
kakvu bih željela tebi","Will I know, will I
you love save forever
when endless nights happen consecutively
Oh, will I. Will I know, will I
be the smile in your happiness
Warm hand in your sorrows
Oh will I, oh will I. My love
will I be a wife
the kind of I wish you had. Will I know, will I
when hair turns grey from the years
get older happily and silently
Oh, will I Oh, will I. My love
will I be a wife
the kind of I wish you had",https://lyricstranslate.com/en/ho%C4%87u-li-znati-will-i-know.html,['Rajko Dujmić'],['Dea Volarić'],['Rajko Dujmić'],['Novi Fosili'],1981 - Budi uvijek blizu,1983 - Volim te od 9 do 2 i drugi veliki hitovi,https://diskografija.com/pjesma/hocu-li-znati-736.htm,Hoću li znati,1993 - Nedovršena priča - Đurđica Barlović,2009 - Zlatna kolekcija,,,,,,,,,
16,/kSKwa9Q_1_16,Novi Fosili,Novi Fosili,Ispod mjeseca boje tresanja,14741,"Kad prodje sve i lude godine
kad dodje noc pod prozore
pogledaj nebo milion zelja sja

Kad dodjes sam do kraja ulice
kad stane sve i tuzno je
pogledaj nebo milion zelja sja
 
Ref.
Ispod mjeseca boje tresanja
ko te ljubi sad kao nekad ja 
ispod mjeseca boje tresanja
ko te ljubi sad kao nekad ja 

Kad prodje sve i lude godine
kad dodje noc pod prozore
pogledaj nebo milion zelja sja

Kad dodjes sam do kraja ulice
kad stane sve i tuzno je
pogledaj nebo milion zelja sja

Ref. 2x","https://tekstovi.net/2,302,15590.html",,,,,,,,['Rajko Dujmić'],['Nenad Ninčević'],"['Rajko Dujmić', 'Fedor Boić']",['Novi Fosili'],1990 - Djeca ljubavi,1993 - Non stop ples - Sanja Doležal,https://diskografija.com/pjesma/ispod-mjeseca-boje-tresanja-688.htm,Ispod mjeseca boje trešanja,1998 - Ljubav koja nema kraj,,,,,,,,,,
17,/kSKwa9Q_1_17,Novi Fosili,Novi Fosili,Ja sam za ples,42138,"I wanna dance, o ho
ja sam za ples, o je

U nekom bistrou kod nas na moru 
ja pila sam sok, a tamo za barom
u dzuboksu starom su svirali rock
odjednom se stvori, ja cujem govori
this is okay, this is okay
pogled mi sretne i kaze mi hej
 
Ref.
Cujem nesto kao do you wanna dance
mislim da me pita da li sam za ples
I wanna dance, o ho
ja sam za ples, o je

U nekom bistrou kod nas na moru 
ja pila sam soka dolje na plazi
su momci na gazi svirali rock
i opet se stvori, ja cujem govori 
this is okay, this is okay
pogled mi sretne i kaze mi hej

Ref. 2x

I wanna dance, o ho
ja sam za ples, o je
I wanna dance","https://tekstovi.net/2,302,15589.html",,Ja sam za ples,I wanna dance,Eurovizija (1987),"I wanna dance, o ho
ja sam za ples, o je. U nekom bistrou kod nas na moru
ja pila sam sok, a tamo za barom
u džuboksu starom su svirali rock
odjednom se stvori, ja čujem govori
this is okay, this is okay
pogled mi sretne i kaže mi hej. Ref.
Čujem nešto kao do you wanna dance
mislim da me pita da li sam za ples
I wanna dance, o ho
ja sam za ples, o je. U nekom bistrou kod nas na moru
ja pila sam sok, dolje na plaži
su momci na gaži svirali rock
i opet se stvori, ja čujem govori
this is okay, this is okay
pogled mi sretne i kaže mi hej. Ref. 2x. I wanna dance, o ho
ja sam za ples, o je
I wanna dance","I wanna dance, o ho
I wanna dance, oh yeah. In some bistro at our seaside,
I was drinking juice, and in the bar
in old jukebox they were playing rock
He appeared in a moment and I heard him talking:
""This is okay, this is okay!""
He saw my look and told me: ""Hey!"". Chorus:
I can hear something like: ""Do you wanna dance?""
I think he's asking me if I wanna dance
I wanna dance, o ho
I wanna dance, oh yeah. In some bistro at our seaside,
I was drinking juice, and in the bar
in old jukebox they were playing rock
He appeared in a moment and I heard him talking:
""This is okay, this is okay!""
He saw my look and told me: ""Hey!"". Chorus 2x. I wanna dance, o ho
I wanna dance, oh yeah
I wanna dance",https://lyricstranslate.com/en/ja-sam-za-ples-i-wanna-dance.html,['Rajko Dujmić'],['Stevo Cvikić'],"['Rajko Dujmić', 'Nikica Kalogjera']",['Novi Fosili'],1987 - Poziv na ples,1993 - Najbolje godine,https://diskografija.com/pjesma/ja-sam-za-ples-787.htm,Ja sam za ples,1998 - Ljubav koja nema kraj,2002 - Zvuk osamdesetih Zabavna i Pop 1986 - 1987,2006 - The platinum collection,,,,,,,,
18,/kSKwa9Q_1_18,Novi Fosili,Novi Fosili,Jedna dusa,15229,"Ljubi nju i ne vracaj se meni,
ljubi nju i budi covjek zeni,
nije ona kriva sto te voli,
a nisam ni ja 
kriva sto me boli

Ref.
Mi smo jedna dusa bili,
mi smo isto vino pili,
sad mi oprosti sto ja ne mogu
zaboravit' one dane, nevene i jorgovane
hej, i ono ljeto, zadnje, al' sveto","https://tekstovi.net/2,302,6187.html",,Jedna duša,One Soul,Jesen (1999),"Ljubi nju i ne vraćaj se meni,
ljubi nju i budi čovjek ženi,
nije ona kriva što te voli,
a nisam ni ja
kriva što me boli. Mi smo jedna duša bili,
mi smo isto vino pili,
sad mi oprosti što ja ne mogu
zaboravit' one dane, nevene i jorgovane
hej, i ono ljeto, zadnje, al' sveto. Ljubi nju i ne vraćaj se meni,
ljubi nju i budi čovjek ženi,
nije ona kriva što te voli,
a nisam ni ja
kriva sto me boli. Mi smo jedna duša bili,
mi smo isto vino pili,
sad mi oprosti što ja ne mogu
zaboravit' one dane, nevene i jorgovane
hej, i ono ljeto, zadnje, al' sveto","Love her and don't come back to me,
Love her and be a man to the woman,
She's not to be blamed for loving you,
And neither am I
To be blamed for it hurts me. We were one soul,
We drank the same vine,
Now forgive me for I can't
Forget those days, marigolds and lilacs
Hey, and that summer, tha last one, but a holly one. Love her and don't come back to me,
Love her and be a man to the woman,
She's not to be blamed for loving you,
And neither am I
To be blamed for it hurts me. We were one soul,
We drank the same vine,
Now forgive me for I can't
Forget those days, marigolds and lilacs
Hey, and that summer, tha last one, but a holly one",https://lyricstranslate.com/en/jedna-du%C5%A1a-one-soul.html-0,,,,['Novi Fosili'],1999 - Jesen,1999 - Melodije Jadrana 1999,https://diskografija.com/pjesma/jedna-dusa-707.htm,Jedna duša,,,,,,,,,,,
19,/kSKwa9Q_1_19,Novi Fosili,Novi Fosili,Jedna suza,13271,"Jedna suza, jedna suza...

Hej vlakovi zorom krecu
hej vidjet te vise necu
hej oprosti mi
nisam znala voljeti
hej naci ces svoju srecu
 
Hej zasto sad da se placem
hej suze nam malo znace
hej oprosti mi, dovidjenja reci mi
hej poljubi me i stisni jace

Ref.
Jedna suza, jedna suza
na licu mi ostala
jedna suza, jedna suza
zlatna je postala
jedna suza, jedna suza
sve je oprostila
jedna suza

Ref.","https://tekstovi.net/2,302,16480.html","Rajko Dujmic, Stevo Cvikic",Jedna suza,One tear,Poziv na ples,"Hej, vlakovi zorom kreću,
1
Hej, vidjet te više neću,
Hej, oprosti mi,
Nisam znala voljeti,
Hej, naći ćeš svoju sreću.. Hej, zašto sad da se plače,
Hej, suze nam malo znače,
Hej, oprosti mi,
Doviđenja reci mi,
Hej, poljubi me i stisni jače.. Jedna suza, jedna suza
Na licu mi ostala,
Jedna suza, jedna suza
Zlatna je postala,
Jedna suza, jedna suza
Sve je oprostila,
Jedna suza, jedna suza.. Hej, vlakovi zorom kreću,
Hej, vidjet te nikad neću,
Hej, oprosti mi,
Nisam znala voljeti,
Hej, naći ćeš svoju sreću.. Jedna suza, jedna suza
Na licu mi ostala,
Jedna suza, jedna suza
Zlatna je postala,
Jedna suza, jedna suza
Sve je oprostila,
Jedna suza, jedna suza.
Jedna suza, jedna suza.","Hey, trains departure in the dawn,
Hey, I won't see you anymore
Hey, forgive me,
I didn't know how to love,
Hey, you'll find your happiness.. Hey, why cry now,
Hey, tears mean little to us,
Hey, forgive me,
Tell me goodbye,
Hey, kiss me and squeeze me stronger.. One tear, one tear
Stayed on my face,
One tear, one tear
Has become golden,
One tear, one tear,
Has forgiven everything,
One tear, one tear.. Hey, trains departure in the dawn,
Hey, I'll never see you,
Hey, forgive me,
I didn't know how to love,
Hey, you'll find your happiness.. One tear, one tear
Stayed on my face,
One tear, one tear
Has become golden,
One tear, one tear,
Has forgiven everything,
One tear, one tear.
One tear, one tear.",https://lyricstranslate.com/en/jedna-suza-one-tear.html,['Rajko Dujmić'],['Stevo Cvikić'],['Rajko Dujmić'],['Novi Fosili'],1987 - Poziv na ples,1993 - Najbolje godine,https://diskografija.com/pjesma/jedna-suza-789.htm,Jedna suza,,,,,,,,,,,
20,/kSKwa9Q_1_20,Novi Fosili,Novi Fosili,Jesen je,41909,"Ref.
Jesen je kada ruze venu
a tuga je kad covjek ostavlja zenu
svoju voljenu
zima je kad na polju snjezi
a hladno je kad srce od srca bjezi
 
Idi i pretvori me u kamen
neka cvijece raste pored mene
idi i ukradi srecu, nasu srecu
idi, ja te pratit' necu, idi, ja te pratit' necu

Ref.

Idi i pretvori me u kamen
neka cvijece raste pored mene
idi i ukradi srecu, nasu srecu
idi, ja te pratit' necu

Jesen je kada ruze venu
a tuga je kad covjek ostavlja zenu
svoju voljenu
zima je kad na polju snjezi
a hladno je kad srce od srca bjezi kojega voli

Ref.

Idi i pretvori me u kamen
(2x)","https://tekstovi.net/2,302,6188.html",,Jesen je,It's Autumn,Jesen,"Jesen je kada ruže venu
A tuga je kad čovjek ostavlja ženu,
Svoju voljenu
Zima je kad na polju snježi
A hladno je kad srce od srca bježi. Idi i pretvori me u kamen
Neka cvijeće raste pored mene
Idi i ukradi sreću, našu sreću
Idi, ja te pratit neću, idi, ja te pratit neću. Idi i pretvori me u kamen
Neka cvijeće raste pored mene
Idi i ukradi sreću, našu sreću
Idi, ja te pratit neću. Jesen je kada ruže venu
A tuga je kad čovjek ostavlja ženu,
Svoju voljenu
Zima je kad na polju snježi
A hladno je kad srce od srca bježi. Idi i pretvori me u kamen","Autumn is when roses fade
And grief is when a man leaves a woman
His loved one
Winter is when it snows on the field
And it's cold when a heart escapes from another heart. Go and turn me into stone
Let the flowers grow next to me
Go and steal fortune, our fortune
Go, I won't follow you, go, I won't follow you. Go and turn me into stone
Let the flowers grow next to me
Go and steal fortune, our fortune
Go, I won't follow you. Autumn is when roses fade
And grief is when a man leaves a woman
His loved one
Winter is when it snows on the field
And it's cold when a heart escapes from another heart that it (he) loves. Go and turn me into stone",https://lyricstranslate.com/en/Jesen-je-Its-Autumn.html,"['Rajko Dujmić', 'Nenad Ninčević']","['Rajko Dujmić', 'Nenad Ninčević']",['Goran Mačužić'],['Novi Fosili'],1999 - Jesen,1999 - Etnofest Neum 1999,https://diskografija.com/pjesma/jesen-je-701.htm,Jesen je,2006 - The platinum collection,,,,,,,,,,
21,/kSKwa9Q_1_21,Novi Fosili,Novi Fosili,Jos te volim,55454,"Hej da mi je znati gdje si sad 
dala bih sve na svijetu, zlato moje 
sve nebeske suze padaju 
u svakoj kapi vidim oci tvoje 

Ne, nikad neces saznati 
sto osjecam dok slusam nase ploce 
a tu u meni ima prkosa 
za sto pedeset godina samoce 
ti nisi moj, ne, vise nisi moj
 
Ref.
A jos te volim, volim 
ne mogu bez tebe i ti to znas 
samo mi se ne vracas 
a jos te volim, volim, volim 
kao prvog dana i ti to znas
samo mi se ne vracas","https://tekstovi.net/2,302,9817.html",,Još te volim,I Still Love You,Tvoje i moje godine,"Hej da mi je znat' gdje si sad
dala bih sve na svijetu, zlato moje
sve nebeske suze padaju
u svakoj kapi vidim oči tvoje. Ne, nikad nećeš saznati
što osjećam dok slušam naše ploče
a tu u meni ima prkosa
za sto pedeset godina samoće
ti nisi moj, ne, više nisi moj. [Refren]
A još te volim, volim
ne mogu bez tebe i ti to znaš
samo mi se ne vraćaš
a još te volim, volim, volim
kao prvog dana i ti to znaš
samo mi se ne vraćaš","Hey, I would give everything in the world
To know where you are now, my dear
All heavenly tears are falling
In every drop I see your eyes. No, you will never know
How I feel when I listen to our records
But here there is defiance in me
Solitude for a hundred and fifty years
You aren't mine, you aren't mine anymore. Refren (Chorus)
But I still love you, love you
I can't go on without you and you know that
You just don't come back to me
But I still love you, love you
Like the first day and you know that
You just don't come back to me",https://lyricstranslate.com/en/jos-te-volim-i-still-love-you.html-0,['Rajko Dujmić'],['Zrinko Tutić'],['Rajko Dujmić'],['Novi Fosili'],1985 - Tvoje i moje godine,1987 - Poziv na ples,https://diskografija.com/pjesma/jos-te-volim-768.htm,Još te volim,1993 - Najbolje godine,1993 - Non stop ples - Sanja Doležal,1998 - Ljubav koja nema kraj,2005 - Za dobra stara vremena 2005,2006 - The platinum collection,,,,,,
22,/kSKwa9Q_1_22,Novi Fosili,Novi Fosili,Kad budemo ja i ti,48382,"Ako ti dozvolim
da me sad poljubis
nesto mi obecaj
da me ne izgubis

Ako budem bolesna i vruca 39
hoces li mi donjeti topli caj u krevet
hoces li me cuvati i biti pored mene
a ne negdje ljubiti
neke druge zene,priznaj mi
 
Ref. 2x
Hoces li me maziti
hoces li me paziti
hoces li me voljeti
kad budemo ja i ti 63

Hoces li se sjetiti uvijek kupit cvijeca
bez obzira na to
koliko torta ima svijeca
ako jednom budem ja debela i stara
hoces li me zvati
ti sreco moja mala, priznaj mi

Ref.

Ref. 2x","https://tekstovi.net/2,302,15588.html","Rajko Dujmic, Stevo Cvikic",Kad budemo ja i ti 63,When You And Me Will Be,Djeca ljubavi,"Ako ti dozvolim
1
Da me sad poljubiš,
Nešto mi obećaj
Da me ne izgubiš. Ako budem bolesna i vruća 39,
Hoćeš li mi donijeti topli čaj u krevet?
Hoćeš li me čuvati i biti pored mene,
A ne negdje ljubiti neke druge žene,
Priznaj mi.... [Refren]
Hoćeš li me maziti?
Hoćeš li me paziti?
Hoćeš li me voljeti
Kad budemo ja i ti 63?. Hoćeš li se sjetiti uvijek kupit cvijeća
Bez obzira na to
Koliko torta ima svijeća
Ako jednom budem ja debela i stara
Hoćeš li me zvati ti ""srećo moja mala"",
Priznaj mi.... [Refren]","If I let you
Kiss me now,
Promise me something
So you wouldn't lose me.. If I will be sick and down with 39 C
Will you bring me hot tea to bed,
Will you look after me and be next to me?
And not somewhere kissing
Some other women, admitt to me.. (Chorus)
Will you caress me?
Will you look after me?
Will you love me
When you and me will be - sixty three?. Will you always remember to buy flowers?
No matter how many
Candles are on the cake?
If I will once be fat and old,
Will you call me
You, ma little happiness, admitt to me.. (Chorus). ............",https://lyricstranslate.com/en/kad-budemo-ja-i-ti-63-when-you-and-me-will-be.html,['Rajko Dujmić'],['Stevo Cvikić'],"['Rajko Dujmić', 'Fedor Boić']",['Novi Fosili'],1990 - Djeca ljubavi,1993 - Non stop ples - Sanja Doležal,https://diskografija.com/pjesma/kad-budemo-ja-i-ti-63-692.htm,Kad budemo ja i ti 63,1998 - Ljubav koja nema kraj,2006 - The platinum collection,,,,,,,,,
23,/kSKwa9Q_1_23,Novi Fosili,Novi Fosili,Kad godine prodju,14725,"Kad godine prodju i ne bude vise
ljubavi ni mrznje da veze nas i dijeli
ponovni ce susret da nas razveseli

I doc' cemo tada ko znanci stari
prosetati gradom, pogledom cu, znam vec
neku sijedu vlas ti potraziti kradom
 
Ref.
I cijelo popodne sred kavane snene
prebirat cu s tobom stare uspomene
sjecat cu se tebe, sjecat ces se mene

Al' vec sada znadem, to ispast ce jadno
jer na prosle boli i radosti prosle
srce bit ce hladno, srce bit ce hladno","https://tekstovi.net/2,302,16873.html",,,,,,,,,,,,,,,,,,,,,,,,,,
