,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija
40,l6V8OOIw_1_40,Magazin,Magazin,"Igraju, igraju",9708,"Profesorice 
ne pitajte, ne, djevojcice
sto pisu u citanke

Sto su umorne, sto su pospane 
djevojcice
sto svu su noc plesale, igrale
 
Dobile na dar cipelica par
pa bjezale
bjezale na igranke

Sap, saputale, pa skakutale
djevojcice
jutrom se tek vracale

Gdje su nocas bile

Ref. 2x
Igraju, igraju cure male
sve do zore nisu stale

Igraju, igraju slatke plave
cure vole da se zabave

Juri auto, radi radio 
a sjedala dva oblaka mekana
profesorice ne brinite, ne
jer znaju sve
da pripaze na sebe

Gdje su nocas bile

Ref. 3x


","https://tekstovi.net/2,95,20693.html",,,,,,,,,,['Magazin'],https://diskografija.com/pjesma/igraju-igraju-3398.htm,Igraju igraju,,1986 - Put putujem,1990 - Svi najveći hitovi 1983-1990,,,,,,,
41,l6V8OOIw_1_41,Magazin,Magazin,Ima dana,7396,"Ljubav je bolest, ali nije rijetka
ova je veza, cudna od pocetka
mozda je, ovo kraj
al' za svaki slucaj ne pitaj

Prsten si dao, onda otisao
treba mi savjet
 da l' jos vrijedi zavjet
 
Al' nas most, nazalost
srusio se jer
 spajao je sve nespojivo
a bilo je neodoljivo, al' je valjalo

Ref.
Ima, ima dana
kad se pitam sto je s nama
kad se budim sama
sama i nenaspavana

Ima, ima noci
kada srce mi poskoci
kada mi se cini
da si negdje u blizini

Ali znam, ali znam
prsten mali, brilijant pravi
ostaje mi da se lakse zali

Ref.","https://tekstovi.net/2,95,51833.html",,Ima dana,There are days,,"Ljubav je bolest, ali nije rijetka
Ova je veza, čudna od početka
Možda je, ovo kraj
Al za svaki slučaj ne pitaj.... Prsten si dao, onda otišao
Treba mi savjet, dal' još vrijedi zavjet?
Al naš most, nažalost
Srušio se jer, spajao je sve nespojivo
A bilo je neodoljivo, al je valjalo.... Ima, ima dana
Kad se pitam što je s nama
Kad se budim sama
Sama i nenaspavana.... Ima, ima noći
Kada srce mi poskoči
Kada mi se čini
Da si negdje u blizini
Ali znam, ali znam
Prsten mali, brilijant pravi
Ostaje mi da se lakše žali.","This love is illness, but not so rare
this relationship, it's weird from the start
maybe this is the end
but just in case don't ask.... You gave me an engagement ring, and then you left
I need an advice, is this vow still on?
but our bridge, unfortunatelly
crashed , 'cause it was joining together very different people
And it was irresistible , but it was right. There are days
when I wonder what's up with us
when I wake up alone
alone and sleepy. There are nights
when my heart leaps
when it feels like
you're somewhere close
but I know, but I know
little ring, real diamond
stays with me to relieve my pain",https://lyricstranslate.com/en/ima-dana-there-are-days.html-0,,,['Magazin'],https://diskografija.com/pjesma/ima-dana-26676.htm,Ima dana,,,,,,,,,,
42,l6V8OOIw_1_42,Magazin,Magazin,Ime mi spominje,25320,"Ne pitajte kako je
dok sam s vama dobro je
ne gledajte u mene
ne pitajte o njemu
ne dirajte ranu tu
necu reci istinu
a ja, ne, ne dam na sebe
 
Bio mi je sreca sva
ko blizancu blizanka
susi rodna godina
a sad nisam srece te
zvijezde me obilaze
nekom drugom silaze
a ja ne, ne dam na sebe

Ref.
Ime, ime, ime mi, ime spominje
a kad ljubim ga na nju mirise
a ja, a ja, o, a ja zivim s tim
ja jos volim ga, volim srcem svim","https://tekstovi.net/2,95,15270.html",,,,,,,https://lyricstranslate.com/en/grupa-magazin-lyrics.html,,,,,,,,,,,,,,,
43,l6V8OOIw_1_43,Magazin,Magazin,Istanbul,18709,"Istanbul, polumjesec ljulja nas
Azija, doziva me dalek glas
noc je puna sna
leptira, dukata, Istanbul

Istanbul, neke cudne avlije
mjesec je sad na vrhu dzamije
a ja bih ko na svoj
na prozor dosla tvoj, gdje li je
 
Ref.
Nema mi, nema mi drazeg do tebe
momka do tebe
nema mi, nema mi mira bez tebe
cujes li, cujes li
hej, hej, takni me, zlato, probudi me

Istanbul, gore suncem planule
srce mi klapa kao nanule
od zlata dimije 
mi nisu milije od tebe

Istanbul, ispod moga cilima
cijeli dan nosi me na krilima
o, skriva li te dan, 
il' sve je samo san, samo sam

Ref.","https://tekstovi.net/2,95,15830.html",,,,,,,,,,,,,,,,,,,,,,
44,l6V8OOIw_1_44,Magazin,Magazin,Isti ko ti,26279,"Bog je sakom i kapom dijelio
malo vise je tebi dao
ja zaljubila se, a ti na noz
srce mi docekao

Ne osudjujem te
ne ispitujem te
ali sto si mi nadu dao
na vjesala mi dusu stavio
a nisi je ni pogledao
 
Ref.
Ako drugi mi bude
isti ko ti
onda bolje da umrem sama
jedan fatalan bio je dovoljan
da me slomi iznutra i izvana

Ako drugi mi bude
isti ko ti
ja cu pobjeci bilo kamo
ali sigurna sam, ali sigurna sam
da bjezat cu polako

U meni jaka zena stanuje
preispituje se stalno
ako smo razliciti svjetovi
je l' nam ovo onda trebalo stvarno

Ref. 

Ref.","https://tekstovi.net/2,95,39855.html",,Isti ko' ti,Same As You,,"Bog je šakom i kapom dijelio
Malo više je tebi dao
Ja zaljubila se, a ti na nož
Srce mi dočekao.. Ne osuđujem te
Ne ispitujem te
Ali što si mi nadu dao
Na vješala mi dušu stavio
A nisi je ni pogledao.. Ako drugi mi bude
Isti ko' ti
Onda bolje da umrem sama
Jedan fatalan bio je dovoljan
Da me slomi iznutra, izvana.. Ako drugi mi bude
Isti ko' ti
Ja ću pobjeći bilo kamo
Ali sigurna sam, ali sigurna sam
Da bježat ću polako.. U meni jaka žena stanuje
Preispituje se stalno
Ako smo različiti svjetovi
Jel nam ovo onda trebalo stvarno","God gave out graciously
he gave you a little more
I fell in love with you, and you put a knife
to my heart.. I don't judge you
I'm not questioning you
but why did you give me hope
put my soul on the gallows
and you didn't even look at her.. Should the next one be
the same as you
then I rather die alone
one fatal one was enough for me
to break me from inside out.. Should the next one be
the same as you
I will run no matter where
But I'm certain, I'm certain
that I'll be running slowly.. Inside me a strong women resides,
second guessing all the time
if we are to be different worlds
did we really need all this then",https://lyricstranslate.com/en/isti-ko-ti-same-you.html,,,,,,,,,,,,,,,
45,l6V8OOIw_1_45,Magazin,Magazin,Ivana,22913,"Prvi poljubac dala si
tek leptiri su vidjeli to
na tren prestali letjeti
maleni i zbunjeni
i kamo sad
zar kao i svi
o, nemoj sebe zaliti
jos uvijek se znamo smijati
bas kao nekada
 
Ref.
Ivana, Ivana
places li tiho, tiho 
places li za njim
Ivana, Ivana
neba suze tiho, tiho 
nocas padaju na grad

Od sutnje jace sutjeli
u zuta jutra, jeseni
srce nisi sakrila
zaljubljena, zanesena
gdje je sad on
o, zar se moze
da sama moras krenuti
i jutro sto svice zeljeti 
bas kao nekada

Ref.
","https://tekstovi.net/2,95,15823.html",,,,,,,,,,['Magazin'],https://diskografija.com/pjesma/ivana-3385.htm,Ivana,,"1984 - O, la, la",1990 - Svi najveći hitovi 1983-1990,,,,,,,
46,l6V8OOIw_1_46,Magazin,Magazin,Jagode sa slagom,22741,"Suti nocas dragi zar je vazna rijec
jagode sa slagom spremila sam vec
i cvijece i svijece drhte cijelu noc
obecaj, obecaj nikud neces poc

Pusti staru plocu stavi bilo sto
nazdravimo sebi, sjednimo za sto
i suti, i suti nek pucketa pec
i suti, i suti zar je vazna rijec
 
Ref.
Uzmi me za ruku sanjacemo skupa
pogledaj na prozor noc nas sva okupa
kucnimo se brzo silno svojom snagom
uzmi nocas moje jagode sa slagom
jagode, jagode sa slagom

Suti nocas dragi nek potraje san
svoju toplu glavu spusti na moj dlan
i cvijece i svijece drhte kao mi
sve blista, sve blista kad si samnom ti

Ref.","https://tekstovi.net/2,95,20059.html",,,,,,,,,,['Magazin'],https://diskografija.com/pjesma/jagode-sa-slagom-3389.htm,Jagode sa šlagom,,,,,,,,,,
47,l6V8OOIw_1_47,Magazin,Magazin,Je l' zbog nje,53873,"Hara noc, hara noc svuda okolo
mozda ljubav pohara sve preostalo
to sto ti, to sto ti nosis u krvi
nije vise virus od moje ljubavi

Ali dam, ali dam
sve na svijetu da bar znam
sve ti dam da bar znam

Ref.
Ako oci tvoje mene vide drugacije
je l' zbog nje, je l' zbog nje
ako srce tvoje moje nocas odbacuje
uzmi je, uzmi je
sve ti dam da bar znam","https://tekstovi.net/2,95,8070.html",,JEL' ZBOG NJE,,,"Hara noć hara noć svuda okolo
Možda ljubav pohara sve preostalo
To što ti to što ti nosiš u krvi
Nije više virus od moje ljubavi. Ali dam ali dam
Sve na svijetu da bar znam
Sve ti dam da bar znam. Ako oči tvoje mene vide drugačije
Jel' zbog nje jel' zbog nje
Ako srce tvoje moje noćas odbacuje
Uzmi je uzmi je. Ako oči tvoje mene vide drugačije
Jel' zbog nje jel' zbog nje
Ako srce tvoje moje noćas odbacuje
Uzmi je uzmi je. Sve ti dam da bar znam
Sve ti dam da bar znam. Ako oči tvoje mene vide drugačije
Jel' zbog nje jel' zbog nje
Ako srce tvoje moje noćas odbacuje
Uzmi je uzmi je. Hara noć…",,https://lyricstranslate.com/en/grupa-magazin-jel-zbog-nje-lyrics.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/jel-zbog-nje-595.htm,Jel zbog nje,,2000 - Minus i plus,"2001 - The best of br. 2
Aranžman: Fedor Boić","2006 - The platinum collection
Aranžman: Fedor Boić",,,,,,
48,l6V8OOIw_1_48,Magazin,Magazin,Jos se ne bi udala,23997,"Jer sve je preskupo
u gradu dosadno
stanjem se ne slazem
samu sebe predlazem

Da ti budem ja
nocas dzepna Venera
iza ledja im, mi zamisljamo
da svasta radimo
 
Ref.
Sve dok ljubim ga, ga
a ti ljubis je, je
a ja ljubim ga, ga
a ti ljubis je, je

Prilika po prilika 
kava, tulum, subota
jos se ne bi udala

Malo s tobom, malo s njim
volim kada nocarim
jer sam ja, mali zenski bekrija
mali zenski bekrija

Jos se ne bi udala
bila bih ti najbolja
 pricekaj dok ljubim ga, ga
a ti ljubis je, je
a ja ljubim ga, ga

Pricam sa njom, ti s njim
ne odugovlacim
zenski razgovor
mali muski prigovor

Ali meni je dosta 
price dosadne
iza ledja im mi zamisljamo
 da svasta radimo

Ref. 2x","https://tekstovi.net/2,95,30170.html",,Još se ne bi udala,Still don't wanna get married,Još se ne bi udala - singl (2011),"Je Je, Ga Ga, Ga Ga, Ga Ga. Jer sve je preskupo
U gradu dosadno
Stanjem se ne slažem
Samu sebe predlažem
Da ti budem ja
Noćas džepna Venera
Iza Leđa im, mi zamišljamo
Da svašta radimo. REF.
Sve dok ljubim Ga, Ga
A ti ljubiš Je, Je
A ja ljubim Ga, Ga
A ti ljubiš Je, Je
Prilika po prilika, kava, tulum, subota
Još se ne bi udala. Malo s tobom, malo s njom, volim kada noćarim
Jer sam ja, mali ženski bekrija
Mali ženski bekrija
Još se ne bi udala
Bila bih ti najbolja, pričekaj dok ljubim Ga, Ga. A ti ljubiš Je, Je,
A ja ljubim Ga, Ga. Pričam sa njom, ti s njim
Neoduglovačim
Ženski razgovor, mali muški prigovor
Ali meni je dosta priče dosadne
Iza leđe im mi zamišljamo, da svašta radimo. REF.. Prilika po prilika, kava, tulum, subota
Još se ne bi udala
Malo s tobom, malo s njim, volim kada noćarim
Jer sa ja, mali ženski bekrija (X2). Još se ne bi udala. Bila bih ti najbolja pričekaj dok ljubim ga, ga
A ti ljubiš Je, Je
A ja ljubim Ga, Ga
A ti ljubiš Je, Je
A ja ljubim Ga, Ga
Ga, Ga, Je, Je","Je Je, Ga Ga, Ga Ga, Ga Ga. 'Cause everything is too expensive
It's boring in this town
I don't agree with that
And I suggest myself
If I can be your
Pocket Venus tonight
Behind their back we imagine
That we do all kinds of things. Chorus:
While I'm still kissing him, him
And you're kissing her, her
And I'm kissing him, him
And you're kissing her, her
Opportunity by opportunity, coffee, party Saturday
Still don't wanna get married. Some time with you, some time with him, I like to go out at night
Because I'm a little party girl
Still don't wanna get married
I would be the best for you, but wait 'cause I'm still kissing him, him. And you're kissing her, her
And I'm kissing him, him. I'm talking with her, you're talking with him
I don't procrastinate
Girls' conversation, little guys' objection
But I'm tired of this boring story
Behind their back we imagine that we do all kinds of things. Chorus. Opportunity by opportunity, coffee, party Saturday
Still don't wanna get married
Some time with you, some time with him, I like to go out at night
Because I'm a little party girl (2x). Still don't wanna get married. I would be the best for you, but wait 'cause I'm still kissing him, him
And you're kissing her, her
And I'm kissing him, him
And you're kissing her, her
And I'm kissing him, him
Ga Ga Je Je",https://lyricstranslate.com/en/jos-se-ne-bi-udala-still-dont-wanna-get-married.html,,,['Magazin'],https://diskografija.com/pjesma/jos-se-ne-bi-udala-21929.htm,Još se ne bi udala,,,,,,,,,,
49,l6V8OOIw_1_49,Magazin,Magazin,Jutro nakon,20512,"Ref. 
Naj, naj, naj, naj 
 najjaci je zakon 
jutro, jutro nakon
ono jutro nakon

Naj, naj, naj, naj 
najvazniji dodatak 
da je zivot kratak
da mi bude sladak 
 
Ujutro si topli obrok
a popodne slatki porok
navecer si osvjezenje
u ponoc iznenadjenje

Caka, je u tom caka
svaka cura mora 
jednom probati divljaka

Caka, je u tom caka
kad se ljubav desi
 ti je ne pustaj iz saka

Ref. 

Zivot je ko' kartoteka
izvukla sam tebe, neka
sad polovica sam tvoja
bit cu tako dok me volja

Ref. 

Ref. 2x","https://tekstovi.net/2,95,35831.html",,Jutro nakon,The morning after,Promo 12-2012,"Ref.
1
Naj naj naj naj naj naj naj
najjači je zakon
jutro jutro nakon,
ono jutro nakon. Naj naj naj naj naj naj naj
najvažniji dodatak
da je život kratak
da mi bude sladak. Ujutro si topli obrok,
a popodne slatki porok,
navečer si osvježenje,
u ponoć iznenađenje.. Caka, je u tom caka,
svaka cura mora
jednom probati divljaka.. Caka, je u tom caka,
kad se ljubav desi
ti je ne puštaj iz šaka.. Refren. Život je ko kartoteka,
izvukla sam tebe, neka.
Sad polovica sam tvoja,
bit ću tako dok me volja.","Chorus:
The the the the the the the
The strongest rule is
The morning, the morning after,
That morning after. The the the the the the the
The most important addition
Cause the life is short,
So let it be sweet. You're a hot meal in the morning,
A sweet vice in the afternoon,
A refreshment in the evening,
A surprise at midnight. The thing, the thing is:
Every girl has to
Try a savage once. The thing, the thing is:
When love happens,
Don't let it get away. Chorus. Love is like a file,
I picked you, that's fine
Now I'm your half
And I'll be as long as I want",https://lyricstranslate.com/en/jutro-nakon-morning-after.html,,,,,,,,,,,,,,,
50,l6V8OOIw_1_50,Magazin,Magazin,Jutro te brise,15241,"Ponekad u noci
dugo budan lezim
slusam kapi kise
otkucaje sata
k'o u nekom filmu
vidim te kroz maglu
zastajes i tiho
kucas mi na vrata
 
Ref.
Uvijek se vraca isti san
svaka te noc iznova rodi
ostajes sa mnom
dok svane dan
jutro te brise
k'o trag na vodi

Kada sklopim oci
prolete daljine
izgubi se vrijeme
zaigraju sjene
gledam te kraj sebe
usnulu u tami
ruke su ti tople
svuda oko mene

Ref.","https://tekstovi.net/2,95,21614.html",,,,,,,,['Željko Baričić'],['Ingrid Flesch'],['Magazin'],https://diskografija.com/pjesma/jutro-te-brise-10107.htm,Jutro te briše,,,,,,,,,,
51,l6V8OOIw_1_51,Magazin,Magazin,Kad bi bio blizu,116947,"Ja se osjecam lose na dane
ko bi sa mnom zamjenio strane
moja vojska suza ranjena
jos se nije povukla

Ja te sretnoga sanjam na dane 
pa mi kapa samoca na rame
kako samo mi nedostajes
ni ne pitas se da l' smijes
 
K'o led u kosti ljubav se uvukla
zelja za tobom skroz me dotukla

Ref.
Kad bi bio blizu
bio blizu kraj mene
jednu noc bez suza
dugujes mi najmanje

Ja se ponadam tebi na dane
sirom otvorim oci k'o lane
onda biram ruz i haljine
koje volis najvise","https://tekstovi.net/2,95,5465.html",,Kad bi bio blizu,If only you were next to me,,"Ja se osjecam lose na dane
1
ko bi sa mnom zamjenio strane
moja vojska suza ranjena
jos se nije povukla. Ja te sretnoga sanjam na dane
pa mi kapa samoca na rame
kako samo mi nedostajes
ni ne pitas se da l' smijes. Ko led u kosti ljubav se uvukla
zelja za tobom skroz me dotukla. Ref.
Kad bi bio blizu
bio blizu kraj mene
jednu noc bez suza
dugujes mi najmanje. Ja se ponadam tebi na dane
sirom otvorim oci ko lane
onda biram ruz i haljine
koje volis najvise","At certain days I feel bad
Who would accept to exchange sides with me (to share my experience)
The army of my tears is wounded
But, still has not retreated. At certain days I see you happy in my dreams
And then I cry in solitude
Oh how I miss you
And you have not even asked for permission to be yearned for
(And I never wanted to miss you). Like icy cold feeling inside a bone, the love has sneaked into my heart
The desire to be with you defeated me completely. If only you were next to me
If you were close to me
You owe me at least one night without tears. At certain days I have high hopes about you
My eyes would be wide open( I would open my eyes like a little fawn)
Then, I would choose the lipstick and a dress to wear
That you used to like the most",https://lyricstranslate.com/en/kad-bi-bio-blizu-if-only-you-were-next-me.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/kad-bi-bio-blizu-623.htm,Kad bi bio blizu,['Fedor Boić'],2003 - Hrvatski Radijski Festival 2003,2003 - Hrvatski Radijski Festival 2003 - 20 najboljih,2004 - Paaa..?,,,,,,
52,l6V8OOIw_1_52,Magazin,Magazin,Kad u vojsku podjes,42558,"Na stanici 100 perona
nigdje nema tvog vagona
ja u vojsku odlazim
truba trubi prije zore
oci ti se sa snom bore
svoju dragu pozelim
 
A ona spava
njena kosa plava
na mene misli
lijeva, desna, jedan, dva, tri

Ref.
Kad u vojsku podjes ljubit cu te ja
a kad kuci dodje moja jedina
drugovi mi stari pismo pisali
da me moja draga ne voli

Pokraj kasarne voda tece
pozani si svako vece
moju sliku izljubi
kad u jutro postar prodje
ko na pamet tebi dodje
svoju dragu pozeli

A ona spava
njena kosa plava
na mene misli
lijeva, desna, jedan, dva, tri

Ref.

Na zidu kalendar stoji
kako idu dani tvoji
ja ne mogu sporije
vojska ide sa terena
na kapiji puno zena
kad u vojsku dodjem ja

A ona spava
njena kosa plava
na mene misli
lijeva, desna, jedan, dva, tri

Ref.","https://tekstovi.net/2,95,15206.html",,Kad u vojsku pođeš,Once You Go To The Army,,"Na stanici sto perona
nigdje nema tvog vagona
- ja u vojsku odlazim
truba trubi prije zore
oči ti se sa snom bore
- svoju dragu poželim. A ona spava
njena kosa plava
na me ne misli
lijeva, desna, jen, dva, tri. [Refren]
Kad u vojsku pođeš, ljubit ću te ja
a kad kući dođem, moja jedina
drugovi mi stari pismo pisali
da me moja draga ne voli. Kraj kasarne voda teče
tužan li si svako veče ?
- Tvoju sliku izljubim
Kad ujutro poštar prođe
Tko na pamet tebi dođe ?
- svoju dragu pozelim. A ona spava
njena kosa plava
na me ne misli
lijeva, desna, jen, dva, tri. [Refren]. Na zidu kalendar stoji
kako idu dani tvoji?
- Da ne mogu sporije
vojska ide sa terena
na kapiji puno žena
- kad u vojsku dođem ja. A ona spava
njena kosa plava
na me ne misli
lijeva, desna, jed, dva, tri. [Refren]","A hundred platforms on the train station,
Your wagon nowhere to be seen
I'm going off to the army
Trumpet blows before dawn
Your eyes fight the sleep
I wish for my darling. And she sleeps
Her blond hair
Thinking of me
Right! Left! One, two, three!. (Chorus)
""Once you got the army, I will love you""
And when he gets home, my only one
My old friends wrote me a letter
That my darling loves me not. Water flows by the barracks
You're assisting guard every evening
Kiss my picture all over
When the postman passes in the morning
Who do you think of?
Wish for your darling. And she sleeps
Her blond hair
Thinking of me
Right! Left! One, two, three!. (Chorus). A calender is on the wall
How do your days pass?
I can't go any slower
Army coming back from the field
Lots of women at the entrance
When I come to the army.... And she sleeps
Her blond hair
Thinking of me
Right! Left! One, two, three!",https://lyricstranslate.com/en/kad-u-vojsku-podjes-once-you-go-army.html,['Tonči Huljić'],['Nenad Ninčević'],['Magazin'],https://diskografija.com/pjesma/kad-u-vojsku-podes-2519.htm,Kad u vojsku pođeš,,1988 - Besane noći,"1993 - Najbolje godine
Aranžman: Mato Došen",,,,,,,
53,l6V8OOIw_1_53,Magazin,Magazin,Kako sam te voljela,70358,"Niko ne zna kako sam 
te samo voljela
a sad u snu slusam 
pjesmu tudjih svatova

I umjesto glas da pustim
probudim se i zaustim
niko ne zna kako sam 
te voljela
 
Kao da me zive nema 
ja se pokrijem
i sve moje, sve bih dala 
da ne osvanem

Jer u meni dan kad svane
sve sto kuca k'o da stane
niko ne zna kako sam 
te voljela

Ref.
Bog neka ti prosti grijehe
sto si mene varao
ti, ti nikad znati neces
kako sam te voljela

Niko ne zna kako sam 
te samo voljela
a sad u snu slusam 
pjesmu tudjih svatova

I umjesto glas da pustim
probudim se i zaustim
niko ne zna kako sam 
te voljela

Ref. 2x","https://tekstovi.net/2,95,8921.html",,Kako sam te samo voljela (Bog neka ti...),How much I loved you,,"Nitko ne zna kako sam te
Samo voljela,
A sad u snu slušam
Pjesmu tuđih svatova. I umjesto glas da pustim,
Probudim se i zaustim
Nitko ne zna kako sam te
Voljela. Kao da me žive nema,
Ja se pokrijem
I sve moje, sve bih dala
da ne osvanem.. Jer u meni dan kad svane
Sve što kuca ko' da stane
Nitko ne zna kako sam te
Voljela. (Refren)
Bog neka ti prosti grijehe,
Što si mene varao
Ti, ti nikad znati nećeš
Kako sam te voljela. Nitko ne zna kako sam te
Samo voljela,
A sad u snu slušam
Pjesmu tuđih svatova. I umjesto glas da pustim,
Probudim se i zaustim
Nitko ne zna kako sam te
Voljela","Nobody knows how much I loved you
And now,in my dreams I am listening to the songs
From someone else's nuptials. And instead of screaming, when I wake up
I am quiet
Because nobody knows how much I loved you. Like I am not alive anymore
I cover myself with pain
And I would give everything I have
not to see another day( I don't want to see another day). Because with every waking dawn
My beating heart and everything inside me stops
Nobody knows how much I loved you. May God forgive your sins
For lying to me
You, you will never find out how much I loved you. Nobody knows how much I loved you
And now, in my dreams I am listening to the songs
From someone else's nuptials. And instead of screaming, when I wake up
I am quiet
Because nobody knows how much I loved you",https://lyricstranslate.com/en/kako-sam-te-samo-voljela-bog-neka-ti-how-much-i-loved-y.html,,,,,,,,,,,,,,,
54,l6V8OOIw_1_54,Magazin,Magazin,Kasno je,25373,"Ako me imas, imas u krvi
nedaj me vjetru, jugu ni buri
ako me nemas, nemas ko prije

Nista to nije
rijec ili dvije
i to je kraj
(2x)
 
Kasno je, kasno je
zar ne, ne okreci se
na sve se ziv
covijek navikne
na sve, na sve

Ako si rijeka, i morska trava
neka mi dusa na pijesku spava
ako me nemas, nemas ko prije

Kasno je, kasno je
zar ne, ne okreci se
na sve se ziv
covijek navikne

Kasno je, kasno je
idi, ne prica mi se
sad kada znam
da kasno je za sve","https://tekstovi.net/2,95,11280.html",,,,,,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/kasno-je-600.htm,Kasno je,['Fedor Boić'],1999 - Dora 1999,2000 - Minus i plus,2001 - The best of br. 2,2005 - Turky party - prvih 10 godina 1,2006 - The platinum collection,,,,
55,l6V8OOIw_1_55,Magazin,Magazin,Kemija,62543,"Sto ce meni klubovi
tu su glumci sporedni
ti si mi u glavnoj ulozi

Taj me svijet ne privlaci
bez kune u dzepu grofovi
a iz kojeg si filma ti
 
Tako polako
polako se zaplice stvar
jer ljubav mirise na kilometar

Ref. 2x
 Sekunda je potrebna
vec me ljulja bevanda
da se desi kemija
da se desi kemija

Gdje si bio do sada
pise ti u ocima
hodajuca nevolja
hodajuca nevolja

I znam, da bit' ce ajme, ajme
znam, da sutra bit' ce
idi ne gledaj me

A u kutu sjedis ti
iz Casablance glavni lik
il' bar njegov nasljednik

Uopce meni ne smeta
sto si sa njom
a ja s' njim
kad te vidim ja se ohladim

Tako polako
polako se zaplice stvar
jer ljubav mirise na kilometar

Ref. 2x

Pa, pa, ra, ra, ra, ra, ra
Da se desi kemija
(2x)
Pa, pa, ra, ra, ra, ra, ra
Hodajuca nevolja
(2x)

I znam, da bit' ce, ajme, ajme
znam, da sutra bit' ce , idi, ne gledaj me
Ajme, ajme, idi, ne gledaj me","https://tekstovi.net/2,95,28265.html",,Kemija,Chemical reaction,Vrući Ljetni Hitovi 2011,"Što će meni klubovi
1
Tu su glumci sporedni
Ti si mi u glavnoj ulozi
Taj me svijet ne privlači
Bez kune u džepu grofovi
A iz kojeg si filma ti
Tako polako, polako se zapliće stvar
Jer ljubav miriše na kilometar. Ref.. Sekunda je potrebna
Već me ljulja bevanda
Da se desi kemija
Da se desi kemija
Gdje si bio do sada
Piše ti u očima
Hodajuća nevolja, hodajuća nevolja
I znam, bit će ajme, ajme, znam
Da sutra bit će idi ne gledaj me. A u kutu sjediš ti
Iz Casablance glavni lik
Il' bar njegov nasljednik
Uopće meni ne smeta
Što si sa njom, a ja s njim
Kad te vidim ja se ohladim
Tako polako, polako se zapliće stvar
jer ljubav miriše na kilometar","I don't need clubs
There are supporting actors
And you are in lead role
That world doesn't attract me
Noblemen without a penny in their pocket
And which movie are you from?
And that's how things slowly get complicated
Because love smells a mile away. Chorus:. It takes only one second
And beverage gets me swinging
And chemical reaction happens
And chemical reaction happens
Where have you been till now
It's written in your eyes
A walking trouble, a walking trouble
And I know, it'll be: ""Oh God why""
Tomorrow it'll be: ""Go away, don't look at me!"". And you're sitting in the corner
The protagonist from Casablanca
Or at least his inheritor
It doesn't bother me at all
If you are with her, and I'm with him
When I see you, I get cold
And that's how things slowly get complicated
Because love smells a mile away",https://lyricstranslate.com/en/kemija-chemical-reaction.html,,,['Magazin'],https://diskografija.com/pjesma/kemija-21932.htm,Kemija,,,,,,,,,,
