Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
25,CWc8m1qi_1_25,Vanna,Vanna,Ledeno doba,16503,"Smijem se u sebi, mada rijetko
sve je vazno, sve je sveto
za mene predaleko

Pricam sama sebi, ali tiho
da ne probudi se netko
koga nema odavno
 
Moje vrijeme vrijedi nista
to je vrijeme bez tebe

Ref.
Ledeno doba traje i traje
sante od bola plove, plove
tvoje smrznuto lice
mada hladno, tako lijepo je
mozda jednom opet svane proljece

Tijelo, glava, misli jos me sluze
ko da namjerno me guse
otkud snaga tolika

A sluzi me i pogled koji kaze
nekad divne sitne ladje
sad su ljuske oraha

Moje ruke vrijede nista
ruke prazne su bez tebe

Ref.

Ref.","https://tekstovi.net/2,459,24445.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/ledeno-doba-10954.htm,Ledeno doba,['Bruno Kovačić'],['Bruno Kovačić'],['Dejan Orešković'],"2007 - Hrvatski Radijski Festival 2007 - Pop Rock, Urbana",2007 - Ledeno doba,2007 - Hrvatski Radijski Festival 2007 - Finale,2007 - Ledeno doba - unplugged,,,,
26,CWc8m1qi_1_26,Vanna,Vanna,Ljubav putuje pod laznim imenom,13998,"Znam, al` prevari me
 i pogresan covjek mi u zivot udje
znam, al prevari me 
pa rasipam srce kao da je tudje
znam, da negdje si ti
 al` sudbina suti i ne podize glas
znam, da prave niti 
nevidljiva ruka drzi povise nas
ali nevidim to
 
Ref. 2x
Ljubav putuje pod laznim imenom 
da nevidis stvari jasno kao u snu
ljubav putuje pod laznim imenom 
dodje i svaka zelja pocinje tu 
moja bol i sreca putuju s njom 
pod laznim imenom 

Znam za savrsen plan 
neka ti krik u meni kaze gdje sam 
znam da previse znam
al` dodji i prihvati me kakva jesam

Ref.","https://tekstovi.net/2,459,29126.html",,Ljubav putuje pod lažnim imenom,Liebe reist unter einem falschen Namen,Sjaj,"Znam ali prevari me
i pogrešan čovjek mi u život uđe
znam, ali prevari me
pa rasipam srce kao da je tuđe
znam, da negdje si ti
ali sudbina šuti i ne podiže glas
znam, da prave niti
nevidljiva ruka drži poviše nas
ali ne vidim to. Refren 2x: ljubav putuje pod lažnim imenom
ali ne vidiš stvari jasno kao u snu
ljubav putuje pod lažnim imenom
dođe i svaku želja počinje tu
moja bol i sreća putuju s njom
pod lažnim imenom. Znam za savršen plan
neka ti krik u meni kaže gdje sam
znam da previše znam
ali dođi i prihvati me kakva jesam. Refren 1x","Ich weiß, aber es hat mich irregeführt
und der falsche Mann betritt mein Leben
Ich weiß, aber es täuscht mich
Also verschwende ich mein Herz, als ob es jemand anderes wäre
Ich weiß, dass du irgendwo bist
aber das Schicksal schweigt und erhebt nicht seine Stimme
Ich weiß, dass sie Fäden spinnt,
eine unsichtbare Hand  über uns hält,
aber ich sehe es nicht. Ref2x:
Liebe reist unter einem falschen Namen
aber man sieht die Dinge nicht so klar wie in einem Traum
Liebe reist unter einem falschen Namen
es kommt und jeder Wunsch beginnt dort
Mein Schmerz und mein Glück reisen mit ihr
unter einem falschen Namen
Ich kenne den perfekten Plan
Lass den Schrei in mir dir sagen, wo ich bin
Ich weiß, ich weiß zu viel
aber komm und akzeptiere mich so wie ich bin. Ref1x",https://lyricstranslate.com/en/ljubav-putuje-pod-laznim-imenom-liebe-reist-unter-einem-fals.html,['Vanna'],https://diskografija.com/pjesma/ljubav-putuje-pod-laznim-imenom-15180.htm,Ljubav putuje pod lažnim imenom,,,,,,,,,,,
27,CWc8m1qi_1_27,Vanna,Vanna,Ljubi me za kraj,11312,"Posve sama nisam nikom nista duzna ja
moja nesreca je samo moja nesreca
bolje moze biti samo tamo gdje sam ja
odavno nestala, u tvome srcu umrla
bas me briga, sada znam
svatko slijedi samo svoja pravila
 
Prozor u dubinu onog sto sam bila ja
vise se ne vidi od silnog korova
i prije nego pustim da mi tudja ruka da
malo dodira i laznih uzdaha
neka dodju sjecanja
nek prekrse moja nova pravila

Ref.
Ljubi me za kraj
daj da te udahnem s tudjih usana
ljubi me za kraj
ljubav je okrutna i nema pravila

U nekom drugom danu mozda jutro sakriva
miris kreveta koji nema mirisa
ustat cu polako, neka spava prokleta
sjena proslosti, nek me vise ne prati
opet bje¾zim mada znam
za sve ljude vrijede ista pravila

Ref. 2x","https://tekstovi.net/2,459,18641.html",,,,,,,https://lyricstranslate.com/sr/songs/16-page-11,['Vanna'],https://diskografija.com/pjesma/ljubi-me-za-kraj-1403.htm,Ljubi me za kraj,['Bruno Kovačić'],['Bruno Kovačić'],['Silvio Pasarić'],,,,,,"Posve sama, nisam nikom dužna ja
moja nesreća je samo moja nesreća.
Bolje može biti samo tamo gdje sam ja
odavno nestala u tvom srcu nestala.
Baš me briga sada znam
svatko slijedi samo svoja pravila.

Prozor u dubinu onog što sam bila ja
više se ne vidi od silnog korova.
I prije nego pustim da mi tuđa ruka da
malo dodira i lažnih uzdaha,
neka dođu sjećanja
nek prekrše moja nova pravila.

Ljubi me za kraj,
Daj da te udahnem s tuđih usana.
Ljubi me za kraj,
ljubav je okrutna i nema pravila.

U nekom drugomn danu, možda jutru sakriva,
miris kreveta, koji nema mirisa.
Ustat ću polako, neka spava prokleta
sjena prošlosti, nek me više ne prati.
Opet bježim mada znam
za sve ljude vrijede ista pravila

Ljubi me za kraj,
daj da te udahnem s tuđih usana.
Ljubi me za kraj,
ljubav je okrutna i nema pravila.",Ljubi me za kraj,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/ljubi-me-za-kraj.html
28,CWc8m1qi_1_28,Vanna,Vanna,Lopov,2769,"Dodji, ostani, uzmi sto je vrijedno
nadji, izgubi, nek' ti je svejedno
tebi nista ne uzimam za zlo

Ne znam nikoga ko se tako smije
imas previse, dovoljno ti nije
ti si lopov i kradi slobodno
 
Ref.
S tobom znam sto je ljubav, to je
jedna rijec, ali znaci dvoje
to je ljubav, to je ljubav, to je to
to je ljubav, to je ljubav, to je to

I da dobijem krila, sto bih s njima
ne znam letjeti, bojim se visina
ali s tobom ja mogu cak i to

Ref.

Svijet je bolji samo zbog nas
slijedi, moli, cujes mi glas 
cujes mi glas

Sada znam sto je ljubav, to je
jedna rijec, ali znaci dvoje
this is love, this is love, this is love
this is love, this is love, this is love

Sada znam sto je ljubav, to je

Ne znam nikoga ko se tako smije
imas previse, dovoljno ti nije
ti si lopov i kradi slobodno

Ma ti si lopov i kradi slobodno","https://tekstovi.net/2,459,45921.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/lopov-24648.htm,Lopov,,,,,,,,,,,
29,CWc8m1qi_1_29,Vanna,Vanna,Los trenutak,3909,"Kako lijepo je
da me se ponekad sjetis
kako lijepo da
jos uvijek imas moj broj

Ja sam odavno pala
al' ti, vidim, letis
dobro dosao natrag
u moj nespokoj
 
Kako lijepo je 
da mi se ponekad javis
kako lijepo je
opet cuti tvoj glas

Ti si svaciji heroj
i s razlogom slavis
dodji, spasi i mene
u posljednji cas

Pa se pitas
je li los trenutak
ma, samo los dan
borim se sama 
kako najbolje znam

Tebi moja tuga
nije nista znacila
al' u meni 
jos si iznad svih

Ref. 2x
Nek' je nova ljubav
sve naplatila
od mene, evo ti 
suza iz oka, i ovaj stih 

Kako lijepo je
da mi se ponekad javis
kako lijepo je 
opet cuti tvoj glas

Ti si svaciji heroj
i s razlogom slavis
dodji, spasi i mene
u posljednji cas

Pa se pitas
je li los trenutak
ma, los kao i svi
proci ce brzo
kao ja i ti

Tebi moja tuga
nije nista znacila
al' u meni 
jos si iznad svih

Ref. 2x

Od mene, evo ti 
suza i oka, i ovaj stih","https://tekstovi.net/2,459,60540.html",,Loš trenutak,Bad Timing,,"Kako lijepo je da me se ponekad sjetiš
1
Kako lijepo da još uvijek imaš moj broj
Ja sam odavno pala, al' ti, vidim, letiš
Dobrodošao natrag u moj nespokoj. Kako lijepo je da mi se ponekad javiš
Kako lijepo je opet čuti tvoj glas
Ti si svačiji heroj i s razlogom slaviš
Dođi, spasi i mene u posljednji čas. Pa, pitaš:
- 'je li loš trenutak?'
- Ma samo loš dan,
Borim se sama kako najbolje znam.... Tebi moja tuga nije ništa značila
Al' u meni još si iznad svih
Nek' je nova ljubav sve naplatila
Od mene evo ti suza i ovaj stih…. Kako lijepo je da mi se ponekad javiš
Kako lijepo je opet čuti tvoj glas
Ti si svačiji heroj i s razlogom slaviš
Dođi, spasi i mene u posljednji čas. Pa, pitaš:
- 'je li loš trenutak?'
- Ma loš ko' i svi
Proći će brzo - ko' ja i ti. Tebi moja tuga nije ništa značila
Al' u meni još si iznad svih
Nek' je nova ljubav sve naplatila
Od mene evo ti suza i ovaj stih…","How nice it is that you remember me from time to time
How nice it is that you still have my number
I fell down years ago, but you, I see, are flying
Welcome back to my restlessness. How nice it is that you call me from time to time
How nice it is to hear your voice again
You're everyone's hero, and you celebrate for a reason
Come, save me too in the last minute. And, you ask:
- Is it a bad time?
- Oh, just a bad day
I fight myself the best I know how.... To you - my sorrow meant nothing
But for me you are still above all
Good thing the new love charged everything
From me - here's a tear and this verse. How nice it is that you call me from time to time
How nice it is to hear your voice again
You're everyone's hero, and you celebrate for a reason
Come, save me too in the last minute. And, you ask:
- Is it a bad time?
- Oh just as bad as the others
It will pass quickly - like you and me. To you - my sorrow meant nothing
But for me you are still above all
Good thing the new love charged everything
From me - here's a tear and this verse",https://lyricstranslate.com/en/lo%C5%A1-trenutak-bad-timing.html,,,,,,,,,,,,,,
30,CWc8m1qi_1_30,Vanna,Vanna,Na dlanu mi pise,16450,"Natjerat cu jednom na suze tvoje oci
zbog svih mojih tugom ispunjenih noci
vratit ces mi jednom na dlanu mi pise 
barem istom mjerom ako ne i vise

Vratit ces mi jednom boli pune sate
ma vratit ces mi znam sva cekanja se vrate
proplakat ces jednom na dlanu mi pise 
barem kao ja ako ne i vise
 
Ref.
Jer tesko je nakon ljubavi tvoje
da uspravim se, al vrijeme leti 
i znam da sve jednom dodje na svoje
sad ne placi vise stedi suze trebat ce ti 

Vratit ces mi jednom boli pune sate
ma vratit ces mi znam sva cekanja se vrate
proplakat ces jednom na dlanu mi pise 
barem kao ja ako ne i vise

Ref.

Jer tesko je nakon ljubavi tvoje
da uspravim se, al vrijeme leti 
i znam da sve jednom dodje na svoje
sad ne placi vise 

Tesko je nakon ljubavi tvoje
da uspravim se, al vrijeme leti 
i znam da sve jednom dodje na svoje
sad ne placi vise stedi suze trebat ce ti","https://tekstovi.net/2,459,16520.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Vanna'],https://diskografija.com/pjesma/na-dlanu-mi-pise-1423.htm,Na dlanu mi piše,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],,,,,,"Natjerat ću jednom na suze tvoje oči, 
zbog svih mojih tugom ispunjenih noći.
Vratit ćeš mi jednom na dlanu mi piše barem 
istom mjerom ako ne i više.

Vratit ćeš mi jednom boli pune sate, 
ma vratit ćeš mi znam sva čekanja se vrate;
proplakat ćeš jednom na dlanu mi piše barem
kao ja ako ne i više

Jer teško je nakon ljubavi tvoje
da uspravim se, a vrijeme leti i 
znam da sve jednom dođe na svoje, 
sad ne plači više, štedi suze - trebat će ti",Na dlanu mi piše,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/na-dlanu-mi-pise.html
31,CWc8m1qi_1_31,Vanna,Vanna,Na otkucaj,11480,"Znam, ti se kunes u laz
uzmes pa ostavljas
i to sto ti uvijek oprostim
kroz prste propustim, k'o otrov

Ja znam sto znaci noc, sto znaci dan
za tebe vise i ne pitam
kazu mi da si isto k'o i prije
ma svejedno je 
 
Ref.
Samo da oci ti ne vidim
sto ce biti od nas uvijek predvidim
i da te ne vidim godinu ili dv'je
moje je srce na otkucaj od tebe

Znam, ti se kunes u laz
i nema tu promjene
zar sve to sto nosis u sebi
protiv mene se okrene

Ja znam sto znaci noc, sto znaci dan
za tebe vise i ne pitam
kazu mi da si isto ko i prije
ma svejedno je

Ref. 2x

Ref. 2x","https://tekstovi.net/2,459,24446.html",,Na otkucaj,On A Heartbeat,Ledeno doba,"Znam, ti se kuneš u laž.
1
Uzmes pa ostavljaš.
I to što ti uvijek oprostim
Kroz prste propustim, ko' otrov.. Ja znam što znači noć, što znači dan
Za tebe više i ne pitam
Kažu mi da si isto ko' i prije
Ma, svejedno je. (Refren)
Samo da oči ti ne vidim
Što će biti od nas, uvijek predvidim
I da te ne vidim godinu ili dvije,
Moje je srce na otkucaj od tebe. Znam, ti se kuneš u laž
I nema tu promjene.
Zar sve to što nosiš u sebi
Protiv mene se okrene?. Ja znam što znači noć, što znači dan,
Za tebe više i ne pitam.
Kažu mi da si isto ko' i prije.
Ma, svejedno je. (Refren)","I know, you swear to a lie
You take, then you leave
And why I always forgive you
Let it cross my fingers, like a poison. I know what night means, what day means
I don't even ask about you
They tell me you're the same as before
It's all the same, anyway. I just don't want to see your eyes
I always predict what'll be with us
Even if I didn't see you for a year or two
My heart is just a heartbeat away from you. I know, you swear to a lie
And there is nothing to change there
Is everything you're carrying inside you
Turning against me. I know what night means, what day means
I don't even ask about you
They tell me you're the same as before
It's all the same, anyway",https://lyricstranslate.com/en/na-otkucaj-heartbeat.html,['Vanna'],https://diskografija.com/pjesma/na-otkucaj-11151.htm,Na otkucaj,,,,,,,,,,,
32,CWc8m1qi_1_32,Vanna,Vanna,Najbolji ljudi,2491,"Ako ste toliko sretni
ako stvarno ste savrsen par
zasto sjedis sad tu pored mene
i glumis da s vama je gotova stvar

Jedno drugome vjerni
bi li mogli to ja i ti
zasto igras tu opasnu igru
kad znas da te moram pobijediti
 
Ref.
Nemoj se braniti
neka bude sto bude
ljubav ne zna pokvariti
cak ni najbolje ljude

Srce junaka na dlanu
samo za osmijeh ti nude
a nemaju hrabrosti
zbog ljubavi zivot zivjeti

Nemoj se braniti
samo sam trazila nekog za srecu
a sreca je htjela da to budes ti

Ne boj se, jednom proci ce
ali kad prodje nemoj stati
jer vise nikad se ne vrati
ovaj tren zbog kojeg vrijedilo bi sve

Ref. 2x

A samo sam trazila nekog za srecu
a sreca je htjela da to budes ti","https://tekstovi.net/2,459,55394.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,,,,,,,,,,,
33,CWc8m1qi_1_33,Vanna,Vanna,Napokon,16491,"Ljubav dodje i ode 
pa tugujes zbog nje 
a kada imas sve ne vidis nista 
i to je najgore 

A mene u sreci raduju sitnice 
stvari koje dijelim sa onim koga volim 
a ti me sprijeci, stavi tudje lice 
ako tako zelis toga se ne bojim 
 
Ref.
Znam da svi smo bili prevareni, sami 
bezbroj puta u zivotu svom 
ali ja ne strahujem od koraka u tami 
sada imam tebe napokon 

Ti zivi u strahu od sebe 
al' ne postoji lijek 
kada ljubav digne ruke od tebe
jednom zauvijek ","https://tekstovi.net/2,459,8383.html",,Napokon,At Last,Hrabra kao prije,"Ljubav dođe i ode
1
pa tuguješ zbog nje
a kada imaš sve, ne vidiš ništa
i to je najgore. A mene u sreći raduju sitnice
stvari koje dijelim sa onim koga volim
a ti me spriječi, stavi tuđe lice
ako tako želiš, toga se ne bojim. (Refren)
Znam da svi smo bili prevareni, sami
bezbroj puta u životu svom
ali ja ne strahujem od koraka u tami
sada imam tebe napokon. Ti živi u strahu od sebe
al' ne postoji lijek
kada ljubav digne ruke od tebe
jednom zauvijek. A mene u sreći raduju sitnice
stvari koje dijelim sa onim koga volim
a ti me spriječi, stavi tuđe lice
ako tako želiš, toga se ne bojim. (Refren)","Love comes and goes
And you grieve over it
And when you have everything, yu see nothing
And that's the worse. And I feel happy for the little things in happiness
The things I share wit the one I love
And you prevent me, put on someone else's face
If that's how you want it, I'm not afraid of that. (Chorus)
I know we were all tricked, alone
Countless times in our lives
But ? don't fera making a step in the dark
Now I have you, at last. You go on living in fear from yourslef
But there is no cure
When love gives up on you
Once and for all. And I feel happy for the little things in happiness
The things I share wit the one I love
And you prevent me, put on someone else's face
If that's how you want it, I'm not afraid of that. (Chorus)",https://lyricstranslate.com/en/napokon-last.html,['Vanna'],https://diskografija.com/pjesma/napokon-1399.htm,Napokon,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],2003 - Hrabra kao prije,2004 - Hrvatski Radijski Festival 2004,2004 - Hrvatski Radijski Festival 2004 - 24 najbolja,,,"Ljubav dođe i ode 
pa tuguješ zbog nje.
A kada imaš sve ne vidiš ništa
i to je najgore.
A mene u sreći raduju sitnice.
Stvari koje dijelim, 
sa onim koga volim.

A ti me sprijeći,stavi tuđe lice.
Ako tako želiš, koga se ne bojim.

Znam da svi smo bili prevareni, sami.
Bezbroj puta u životu svom.
Ali ja ne strahujem od koraka u tami.
Sada imam tebe...napokon!

Ti živi u strahu od sebe 
a ne postoji lijek.
Kada ljubav digne ruke od tebe 
a jednom zauvijek.
Mene u sreći raduju sitnice.
Stvari koje dijelim
sa onim koga volim.

A ti me sprijeći, stavi tuđe lice.
Ako tako želiš, koga se ne bojim.

Znam da svi smo bili prevareni, sami.
Bezbroj puta u životu svom.
Ali ja ne strahujem od koraka u tami.
Sada imam tebe...napokon!",Napokon,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/napokon.html
34,CWc8m1qi_1_34,Vanna,Vanna,Napokon se budim,10881,"Daj, zavrsimo sa pricom
steta bi bila da ne cujemo kraj
cuj, to zvone tvoje rijeci
k'o hod po staklu sa bosim stopama

Nek' je psovki, nek' je suza
bit cu svoja, necu se pretvarati
nek' je tebe na sto muka
sad budi musko, pa me barem ljudski ostavi
 
Ref. 2x
Jer napokon se budim iz sna
pa sam tuzna ni zbog cega
i ne mogu presutjet' jer znam
ti nisi onaj kojeg trebam

Ref. 4x","https://tekstovi.net/2,459,19398.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/napokon-se-budim-1395.htm,Napokon se budim,['Zlatan Stipišić Gibonni'],['Zlatan Stipišić Gibonni'],"['Ante Pecotić', ""Darko Juranović D'Knock""]",,,,,,"Say mami,
say mami hej ej ej ....
Daj završimo sa pričom,
šteta bi bila da ne čujemo kraj.
Čuj to zvone tvoje riječi ko hod po staklu sa 
bosim stopama.

Nek je psovkih, nek je suza
bit ću svoja neću se pretvarati
Nek je tebe na sto muka,
sad budi muško pa me barem
ljudski ostavi.

I napokon se budim iz sna,
pa sam tužna ni zbog čega i
nemogu prešutjet jer znam
ti nisi onaj kojeg trebam",Napokon se budim,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/napokon-se-budim.html
35,CWc8m1qi_1_35,Vanna,Vanna,Ne govori sve na glas,18673,"Ne govori sve na glas
ja znam tko te budi 
i mladji od nas 
vec su odrasli ljudi

Nije tajna da te zelim, to znaju svi
mi smo dvoje ljudi skriveni od pogleda
sto je pravi tren
to ne znamo ni ti ni ja
 
Ne govori sve na glas
ja slutim u tami
cija sjena prati nas 
dok hodamo sami

Srce bira tezi put, to znaju svi
mi smo dvoje ljudi skriveni od pogleda
sto je pravi tren
to ne znamo ni ti ni ja

Ref.
Ali znat ce noc
kada prolije se crna boja
svuda oko nas 
nagovori me da budem tvoja

Ma znat ce noc 
da su rijeci sitan prah
na krilu lazi, znat ce dan
kad prelije se kap u casi

To znaju svi 
mi smo dvoje ljudi skriveni od pogleda
sto je pravi tren
to ne znamo ni ti ni ja

Ref.","https://tekstovi.net/2,459,11830.html",,Ne govori sve na glas,,Hrabra kao prije,"Mmm, ne govori sve na glas
ja znam tko te budi
i mlađi od nas, već su odrasli ljudi
nije tajna da te želim, to znaju svi
mi smo dvoje ljudi, skriveni od pogleda
što je pravi tren
to ne znamo ni ti ni ja. Mmm, ne govori sve na glas
ja slutim u tami
čija sjena prati nas, dok hodamo sami
srce bira teži put, to znaju svi
mi smo dvoje ljudi skriveni od pogleda
što je pravi tren
to ne znamo ni ti ni ja. Ali znat će noć
kada prolije se crna boja
svuda oko nas
nagovori me da budem tvoja
ma znat će noć da su riječi
sitan prah na krilu laži
znat će dan
kad prelije se kap u čaši",,https://lyricstranslate.com/en/vanna-ne-govori-sve-na-glas-lyrics.html,['Vanna'],https://diskografija.com/pjesma/ne-govori-sve-na-glas-1398.htm,Ne govori sve na glas,['Ante Pecotić'],['Ante Pecotić'],['Nikša Bratoš'],2003 - Hrabra kao prije,2003 - Split 2003,2003 - Split 2003 Super 14,,,"Mmm, ne govori sve na glas
Ja znam tko te budi 
I mlađi od nas već su odrasli ljudi
Nije tajna da te želim, to znaju svi
Mi smo dvoje ljudi skriveni od pogleda
Što je pravi tren
To ne znamo ni ti ni ja

Mmm, ne govori sve na glas
Ja slutim u tami
Čija sjena prati nas dok hodamo sami
Srce bira teži put, to znaju svi
Mi smo dvoje ljudi skriveni od pogleda
Što je pravi tren
To ne znamo ni ti ni ja

Ali znat će noć 
Kada prolije se crna boja
Svuda oko nas 
Nagovori me da budem tvoja
Ma znat će noć da su riječi sitan prah
Na krilu laži
Znat će dan
Kad prelije se kap u čaši

Ne govori sve na glas
Ja slutim u tami
Čija sjena prati nas dok hodamo sami
Nije tajna da te želim, to znaju svi
Mi smo dvoje ljudi skriveni od pogleda 
Što je pravi tren
To ne znamo ni ti ni ja

To znaju svi 
Mi smo dvoje ljudi skriveni od pogleda
Što je pravi tren
To ne znamo ni ti ni ja",Ne govori sve na glas,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/ne-govori-sve-na-glas.html
36,CWc8m1qi_1_36,Vanna,Vanna,Ne znam boljeg od tebe,19330,"Iako nisi bio prvi
za mene ti si jedini
koji mi znaci sve
otkako plovis mi u krvi 
svi sto su nekada bili tu
nista mi ne znace
 
Ref.
Da li grijesim ili ne nije vazno
ne znam boljeg od tebe
ti si cudo prirode htio ili ne
bas stvoren za mene

Ne vrijedi sto gledam te vise
tebe sam zedna za sebe
i nedam te drugima
i moze pustinja bez kise 
i druge bez tebe al ne mogu 
ne mogu, ne mogu ja

Ref.","https://tekstovi.net/2,459,16519.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/ne-znam-boljeg-od-tebe-1388.htm,Ne znam boljeg od tebe,"['Ivana Ranilović Vrdoljak Vanna', ""Darko Juranović D'Knock"", 'Harris III']",['Ante Pecotić'],"[""Darko Juranović D'Knock""]",,,,,,"Iako nisi bio prvi, 
za mene ti si jedini
koji mi znači sve.
Otkako ploviš mi u krvi, 
svi što su nekada bili tu,
ništa mi ne znače.

Da li griješim ili ne, 
nije važno,
ne znam boljeg od tebe,
ti si čudo prirode,
htio ili ne,
baš stvoren za mene.
Ne vrijedi,
što gledam te više,
tebe sam žedna za sebe
i nedam te drugima... mmmhhhmmmhhhmmmhhhmmmhhh...
I može pustinja bez kiše 
i druge bez tebe,
al ne mogu, 
ne mogu, 
ne mogu ja.
Da li griješim ili ne, 
nije važno,
ne znam boljeg od tebe (ne, ne, ne, ne, ne, ne, ne),
ti si čudo prirode,
htio ili ne,
baš stvoren za mene... mmmhhhmmmhhhmmmhhhmmmhhh...
...nema boljeg od tebe... mmmhhh...
nema boljeg od tebe... aaa...
tonigh's not the night... ti si čudo prirode...
...oh babe...",Ne znam boljeg od tebe,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/ne-znam-boljeg-od-tebe.html
37,CWc8m1qi_1_37,Vanna,Vanna,Nekaznjeno,10208,"Ljubav ispocetka poljupcima kisi
srce mi se otapa
odlazis od mene i kidas me iznutra
i sve se tako uklapa

I sto jos moze zivot da mi podmetne
kad srce opet mi se odmetne
 
Ref.
Nekaznjeno ti prolazis
nepozvan mi dolazis
volim te, al' borim se s tim
od sutra te vise ne volim

Pusti nek se koplja na ovom srcu slome
i nemoj zastat ni za tren
otici je lako, a najteze je uvijek
ostati zaboravljen

I sto jos moze zivot da mi podmetne
kad srce opet mi se odmetne

Ref.

O, da sam barem prije znala
gdje nam je pocetak kraja
to je tvoja izdaja, to je tvoja predaja
sve je tvoje, ali nisam ja

Ref.","https://tekstovi.net/2,459,24447.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/nekaznjeno-11153.htm,Nekažnjeno,,,,,,,,,,,
38,CWc8m1qi_1_38,Vanna,Vanna,Nije vise vazno,2927,"Dobro jutro zeli radio
nisi tu gdje bi trebalo
budi malo moj
i bit cu dobra, i bit cu zla

Dok se spremam, zovem ga
mozda krivi broj
kad padne noc
izlazim van
znam da ces doci
i bit sam
 
Ref.
I nije vise vazno
da l' volis me
i onda kad je lazno
ja zezam se

I nije vise vazno
da l' volim te
dok traje dobro je

Cekam, sad je igra moja
cekam, jer noc je puna boja
i imam savrsen plan
ma budi malo moj

Ref. 2x","https://tekstovi.net/2,459,46584.html",,,,,,,,,,,,,,,,,,,,,
39,CWc8m1qi_1_39,Vanna,Vanna,Od kad za te zivim,14340,"Od kad za te zivim 
ja sam bolja nego prije
srce se promjenilo
mrvu na bolje

Od kad za te zivim 
ja sam pjesmu satkala
koncem ljubavi, i cekala
 
Jer prije tebe
sve su moje molitve
bile zelje, a sad su zahvale
i ja se borim, samo neka potraje
ova radost 
sto se smije u meni
od kad za te zivim

Ref.
(Ja sam bolja nego prije)
(bolja nego prije)
(bolje nego prije)
od kad za te zivim

Od kad za te zivim 
ja sam bolja nego prije
srce se promjenilo
mrvu na bolje

Svi moji dani
bili su nijemi kao zid
ko morska pjena 
sto se razbija o hrid

Za tvoju ljubav 
ovu pjesmu ispijam
i za dane 
sto se smiju u meni
od kad za te zivim

Ref.
","https://tekstovi.net/2,459,4911.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/od-kad-za-te-zivim-1407.htm,Od kad za te živim,['Zlatan Stipišić Gibonni'],['Zlatan Stipišić Gibonni'],['Nikša Bratoš'],,,,,,"Oooo yeah

Od kad za te živim ja sam bolja nego prije
Srce se promjenilo, mrvu na bolje

Od kad za te živim ja sam pjesmu satkala
Koncem ljubavi, I čekala

Jer prije tebe, sve su moje molitve
Bile želje, a sad su zahvale
I ja se borim, samo neka potraje
Ova radost što se smije u meni
Od kad za te živim

(Ja sam bolja nego prije)
(Bolja nego prije)
(Bolje nego prije)
Od kad za te živim

Mmm
Od kad za te živim ja sam bolja nego prije
Srce se promjenilo, mrvu na bolje

Svi moji dani, bili su njemi kao zid
Ko morska pjena što se razbija o hrid
Za tvoju ljubav ovu pjesmu ispijam
I za dane što se smiju u meni
Od kad za te živim

(Ja sam bolja nego prije)
(Bolja nego prije)
(Bolje nego prije)
Od kad za te živim",Otkad za te živim,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/otkad-za-te-zivim.html
40,CWc8m1qi_1_40,Vanna,Vanna,Ovo je ljubav (feat. Kameny),678,"Dan, kao dan, prodje nam
i dodje bolje sutra
sat, kao sat, ode s njim
u neka nova jutra

Samo za nas
ovo vrijeme postoji
samo zbog nas
stoje sad vlakovi
 
Ref.
Jer, ovo je ljubav
koja ne putuje nikuda
ovo je ceznja
koja vjeruje bez pitanja

Jer, ovo je ljubav
i nema slijepih putnika
ovo je ceznja
jer boli uz nekog drugoga
ovo je ljubav

Ja, kao ti, vjerujem
u nase bolje sutra
mi, kao mi, cekamo
neka nova jutra

Samo za nas
ovo vrijeme postoji
samo zbog nas
stoje sad vlakovi

Ref.

Ovo je ljubav
ovo je ljubav","https://tekstovi.net/2,459,62695.html",,,,,,,,,,,,,,,,,,,,,
