Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Album_year_discogs,Featuring_discogs,All_albums_discogs
14,r01Z81Es_1_14,Vinko Coce,Vinko Coce,"Mama, adio",615,"Mrvu srice i lipote
kapju jubavi
nije puno
al' bi opet sretni bili mi

Sveti dan je, zvona zvone
a ja moran poc'
tamo di me ceka samo
nevera i noc
 
Ref.
Mama, adio
da su suze biseri
mi bi bili bogati
ne bi svijeton lutali

Mama, adio
zbogon, vino crveno
zbogon, more duboko
zbogon, dome moj

Mama, adio 
svaku stopu puta tvog
neka cuva dobri Bog
mama, adio
mama, adio

Plakat' ce me moja draga
i moj bili zal
'misto mene nek' je jubi
blagi maestral

Plakat' ce me kamen bili
loza vinova
'ko ce zalit' zednu zemju
kada oden ja

Ref.

Mama, adio
mama, adio","https://tekstovi.net/2,972,61902.html",,"Mama, adio","Żegnaj, Mamo",,"Mrvu sriće i lipote,
Kapju jubavi
Nije puno, al´ bi opet sritni bili mi. Sveti dan je, zvona zvone
A ja moram poć
Tamo di me čeka samo nevera i noć (x2). (Pripjev)
Mama, adio!
Da su suze biseri, mi bi bili bogati
Ne bi svijetom lutali.
Mama, adio!
Zbogom, vino crveno!
Zbogom, more duboko!
Zbogom, dome moj!
Mama, adio!
Svaku stopu puta tvog
Neka čuva dobri Bog.
Mama, adio! Mama, adio!. Plakat će me moja draga
I moj bili žal,
Misto mene nek´ je jubi
Blagi maestral.
Plakat će me kamen bili,
Loza vinova.
Tko će zalit žednu zemlju kada odem ja?. (Pripjev)","Żegnaj, Mamo. Okruchy szczęścia i piękna
Kropla miłości
To nie dużo, ale zawsze byliśmy szczęśliwi
Jest święto, dzwony dzwonią
A ja muszę odejść
Tam gdzie mnie czeka tylko burza i noc. Żegnaj, Mamo
Gdyby łzy były perłami
Bylibyśmy bogaci
Nie wędrowalibyśmy po świecie
Żegnaj, Mamo
Żegnaj wino czerwone,
Żegnaj morze głębokie,
Żegnaj domie mój.
Żegnaj, Mamo
Nad każdym krokiem Twojej drogi
Niech czuwa dobry Bóg
Żegnaj, Mamo. Płakać chcę moja ukochana
I było mi żal,
Zamiast mnie niech Cię całuje
Łagodny wiatr
Płakać będzie biały kamień
Gałązka winorośli
Kto podleje suchą ziemię kiedy ja odejdę?. Żegnaj, Mamo…",https://lyricstranslate.com/en/mama-adio-%C5%BCegnaj-mamo.html,,,,['Vinko Coce'],https://diskografija.com/pjesma/mama-adio-6889.htm,"Mama, adio","1995 - Mama, adio",2006 - Zlatna kolekcija,,,,"Mrvu srice i lipote,
kapju jubavi
nije puno, al´ bi opet sritni bili mi
sveti dan je, zvona zvone
a ja moram poc´
tamo di me ceka samo nevera i noc.

Mama, adio
da su suze biseri
mi bi bili bogati
ne bi svijetom lutali.
Mama, adio
zbogom vino crveno,
zbogom more duboko,
zbogom dome moj.
Mama, adio
svaku stopu puta tvog
neka cuva dobri Bog.
Mama, adio.

Plakat´ce me moja draga
i moj bili zal,
misto mene nek´ je jubi
blagi maestral.
Plakat´ ce me kamen bili,
loza vinova,
tko ce zalit´ zednju zemlju kada odem ja?

Mama, adio...","Mama, adio",https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/mama-adio.html,Vinko Coce,"Mama, Adio",,"Mama, Adio",,,1995.0,,"1995.0-Mama, Adio/nan-Sve Najbolje/2006.0-Zlatni Hitovi Dalmacije/2006.0-Zlatna Kolekcija/2017.0-The Best Of Collection"
15,r01Z81Es_1_15,Vinko Coce,Vinko Coce,Marela,497,"U jednoj staroj kuci od stina
u jednoj kuci od pisme i vina
pod jednin krovon od starih greda
ja san tebe, Marela, gleda

U jednoj staroj kuci od stina
u zemji ribe, i smokve, i vina
pod istin krovon zgojeni mi smo
Marela, suzo, i tugo, i pismo
 
Ref.
Nisan zna ja pravu ric
kako doc' ti, kako pric'
sve bih dao, Marela
kada bi me voljela

Tek sad iman hrabrosti
neka Bog mi oprosti
sta ce mi Dalmacija
ako te ne jubin ja

Puno je srce jubavi za te
cili je zivot mislilo na te
i dok ne skonca, nece stat' snivat'
tu, u Trogiru, tebi ce pivat'

Sad kad te vidin, sad bi te pita
je l' ovo cvice za tebe cvita
zasto jubav stvorili nismo
Marela, suzo, i tugo, i pismo

Ref.","https://tekstovi.net/2,972,62828.html",,,,,,,,,,,['Vinko Coce'],https://diskografija.com/pjesma/marela-5617.htm,Marela,,,,,,,,,Vinko Coce,Marela,4:04,"Dalmacija, More, Ja I Ti",,,2000.0,,"2000.0-Dalmacija, More, Ja I Ti/nan-Sve Najbolje/2006.0-Zlatni Hitovi Dalmacije/2015.0-Orange Collection"
16,r01Z81Es_1_16,Vinko Coce,Vinko Coce,"Mirno spavaj, ruzo moja",2627,"Ispo' zida Kamerlenga
cili Trogir ide spat'
a ja niman sna ni mira
jos cu jednon zapivat'

Priko mora, priko skala
priko bila kamena
tebe trazi, tebe jubi
pisma s mojih usana
 
Ref. 2x
Mirno spavaj, ruzo moja
mirno spavaj, cvite moj
blago oku, blago luni s neba
blago onon 'ko te lipu gleda 

Zadnji ribar s Drvenika
vec je veza brod za kraj
sto je meni tvoja slika
to je nebu zvizda sjaj

Ref. 2x","https://tekstovi.net/2,972,60241.html",,"Mirno spavaj, ružo moja","Śpij spokojnie, różo moja",,"Ispod zida Kamerlenga
Cili Trogir ide spat
A ja nimam sna ni mira
Još ću jednom zapivat. Priko dvora, priko skala
Priko bila kamena
Tebe traži tebe jubi
Pisma s mojih usana. Mirno spavaj ružo moja
Mirno spavaj cvite moj
Blago oku, blago luni s neba
Blago onom ko te lipo gleda. Zadnji ribar s Drvenika
Već je veza brod za kraj
Šta je meni tvoja slika
To je nebu zvizda sjaj. Priko dvora, priko skala
Priko bila kamena
Tebe traži tebe jubi
Pisma s mojih usana","Pod murami Kamerlego
Cały Trogir idzie spać
Dla mnie nie ma snu ani spokoju
Chcę jeszcze raz zaśpiewać. Nad domami, nad schodami, nad białymi kamieniami
Ciebie szuka, tobie daje pocałunek
Piosenka z mych ust. Śpij spokojnie, różo moja
Śpij spokojnie, kwiecie mój
Szczęście dla oka, szczęście dla księżyca z nieba,
Szczęście dla tego, kto pięknie na ciebie patrzy. Ostatni rybak z Drvenika
Już przybił łodzią do lądu
Czym jest dla mnie twój obraz, tym dla nieba blask gwiazd. Nad domami, nad schodami, nad białymi kamieniami
Ciebie szuka, tobie daje pocałunek
Piosenka z mych ust",https://lyricstranslate.com/en/mirno-spavaj-ruzo-moja-spij-spokojnie-rozo-moja.html-1,['Nenad Ninčević'],['Nenad Ninčević'],['Joško Banov'],['Vinko Coce'],https://diskografija.com/pjesma/mirno-spavaj-ruzo-moja-9975.htm,"Mirno spavaj, ružo moja","1993 - Mirno spavaj, ružo moja",2006 - Da te mogu pismom zvati - Libar IV,2006 - Zlatna kolekcija,,,"Ispod zida Kamerlenga
Cili Trogir ide spat
A ja nimam sna ni mira
Još cu jednom zapivat
Priko dvora, priko skala
Priko bila kamena
Tebe traži tebe jubi
Pisma s mojih usana
Mirno spavaj ružo moja
Mirno spavaj cvite moj
Blago oku, blago luni s neba
Blago onom ko te lipo gleda
Zadnji ribar s Drvenika
Vec je veza brod za kraj
Šta je meni tvoja slika
To je nebu zvizda sjaj
Priko dvora, priko skala
Priko bila kamena
Tebe traži tebe jubi
Pisma s mojih usana ","Mirno spavaj, ružo moja",https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/mirno-spavaj-ruzo-moja.html,Vinko Coce,"Mirno Spavaj, Ružo Moja",3:40,"Mirno Spavaj, Ružo Moja",,,,,"nan-Mirno Spavaj, Ružo Moja/nan-Sve Najbolje/2006.0-Zlatni Hitovi Dalmacije/2006.0-Zlatna Kolekcija/2008.0-Ne Damo Te Pismo Naša/2017.0-The Best Of Collection"
17,r01Z81Es_1_17,Vinko Coce,Vinko Coce,More li (feat. Klapa Trogir),1330,"More li
nan pomoci saka pepela
da se pospemo za sve grije

More li 
nan pomoci ova pokora
da se volimo ka i prije
 
Ref.
More li, more li
nezaliveno cvice opet cvitati
more li, more li
ovu ugaslu svicu ista uzgati

Reci, more li
nezaliveno cvice opet cvitati
ovu ugaslu svicu ista uzgati
nasu nesritnu jubav i´ko spasiti
reci, more li
reci, more li
reci, more li ikad vise

More li
razmrsiti grope skorene
koja lipa ric pomirenja

More li
otopiti duse ledene
koja topla ric providjenja

Ref.

Reci, more li
reci, more li ikad vise","https://tekstovi.net/2,972,61922.html",,,,,,,,['Duško Mucalo'],['Duško Mucalo'],['Ivo Lesić'],"['Klapa Trogir', 'Vinko Coce']",https://diskografija.com/pjesma/more-li-6667.htm,More li,2005 - Split 2005,2006 - Zlatna kolekcija - Vinko Coce,2006 - More sinje,2006 - Da te mogu pismom zvati - Libar V,,,,,Vinko Coce,More Li,,More Sinje,,,2006.0,"Klapa ""Trogir""",2006.0-More Sinje/2006.0-More Sinje/2006.0-Zlatni Hitovi Dalmacije/2006.0-Zlatna Kolekcija/2008.0-Ne Damo Te Pismo Naša/2011.0-Najljepše Ljubavne Pjesme/2017.0-The Best Of Collection/0.0-Dalmatinski Biseri
18,r01Z81Es_1_18,Vinko Coce,Vinko Coce,More sinje,11952,"Nije mi zaj, solde san gubija 
nije mi zaj ca san posidija 
tu je moj dom ca ce mi Costa del Sol 
tebi san virova, tebe san volija 
tebi san darova sve 

Ref.
Tu je moje more sinje
sveti Duje, Peristil 
tu su moje mandoline 
i lungo mare, moj cili svit 
 
Tu san te ja prvi pojubija 
pod maslinom di kuca je kamena 
tu je moj dom ca ce mi Costa del Sol 
tebi san virova, tebe san volija 
tebi san darova sve 

Ref. 2x

I lungo mare, moj cili svit","https://tekstovi.net/2,972,19817.html",,,,,,,,['Bojan Šeruga'],['Antonija Šola'],['Bojan Šeruga'],['Vinko Coce'],https://diskografija.com/pjesma/more-sinje-9845.htm,More sinje,2006 - More sinje,2006 - Split 2006,2007 - Pjesme moru vol. 1,,,,,,Vinko Coce,More Sinje,,More Sinje,,,2006.0,,2006.0-More Sinje/0.0-Dalmatinski Biseri
19,r01Z81Es_1_19,Vinko Coce,Vinko Coce,Mornari,7081,"Moj je caca mornar bija
i moj dida stari
njihova su muska dica
bili svi mornari

Moren plovili od davnina
kruh sa sedam kora
nosili su iz tudjina
 
Ref.
Kad zapusu maestrali
strune tanke na gitari
najdrazu ti pismu sviraju

Kad zapusu maestali
zapivat ce svi mornari
onu staru pismu ljubavnu

Daleke su zemlje svitu
i sve luke velike
na te mislim lipi cvitu
pa ti nosim darove

Dani prolaze, pusta mora
mornaru je zivot 
kruh sa sedam kora

Ref.","https://tekstovi.net/2,972,25532.html",,,,,,,,,,,['Vinko Coce'],https://diskografija.com/pjesma/mornari-11302.htm,Mornari,,,,,,"Moj je caca mornar bija
I moj dida stari
Njihova su mucka dica
Bili svi mornari
Moren plovili od davnina
Kruh sa sedam kora
Nosili iz tudina
Kad zapušu maestrali
Strune tanke na gitari
Najdražu ti pismu sviraju

Kad zapušu maestali
Zapivat ce svi mornari
Onu staru pismu ljubavnu

Daleke su zemlje svitu
I sve luke velike
Na te mislim lipi cvitu
Pa ti nosim darove

Dani prolaze pusta mora
Mornaru je život
Kruh sa sedam kora ",Mornari,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/mornari.html,Vinko Coce,Mornari,3:31,Odriši mi dušu,,,,,nan-Odriši mi dušu/2006.0-Zlatna Kolekcija
20,r01Z81Es_1_20,Vinko Coce,Vinko Coce,Na puston skoju (feat. ivica Sikiric Ico),91,"Na puston skoju jos zidina viri
tu su nekad moji trsi bili
oko srca stvorila se stega
u toj kuci nikog vise nema

Misecina nocu obasjaje
sve do zore svitlost njemu daje
sve do zore njemu svitlost daje
 
Ref.
I samo vino tuguje
zbog nase loze uvele
i nima vise ruke te
da bi je obrale

Ma, ca san to ucinija
sve san zapustija
a dusu san svoju
i tilo, oduvik tu ostavija

Na puston skoju zivot prestaje
misecina uvik obasjaje
sve do zore svitlost njemu daje
sve do zore njemu svitlost daje

Ref.","https://tekstovi.net/2,972,65062.html",,,,,,,,,,,,,,,,,,,,,,Vinko Coce,Na Pustom Škoju,,Na Mostu Jubavi,,,2008.0,,2008.0-Na Mostu Jubavi
21,r01Z81Es_1_21,Vinko Coce,Vinko Coce,Najdraze moje (feat. Zorica Kondza),1068,"Draze nego rajski dvori, nego jidra i vapori
draze bi mi bilo moja bajna vilo
s tebon sist' na kamen bili
vengo s drugon spat' na svili

Draze nego sunce sjajno, moj sokole, moja tajno
draze bi mi bilo za dusu i tilo
s tebon kucu pokrit' laton
vengo s drugin suvin zlaton
 
Ref.
Najdraze moje blago si ti
svo zlato svita i biseri
kad sklopin oci, vidin te ja
i usrid noci sunce mi sja

Draze nego rajski dvori nego jidra i vapori
draze bi mi bilo za dusu i tilo
s tebon sist' na kamen bili
vengo s drugon spat' na svili

Ref.","https://tekstovi.net/2,972,60951.html",,,,,,,https://lyricstranslate.com/en/translations/16/37?page=3,['Nenad Ninčević'],['Nenad Ninčević'],['Joško Banov'],['Vinko Coce'],https://diskografija.com/pjesma/najdraze-moje-10551.htm,Najdraže moje,"1993 - Mirno spavaj, ružo moja",2006 - Zlatna kolekcija,,,,"Draže nego rajski dvori, nego idra i vapori
Draže bi mi bilo, moja bajna vilo
S tebon sist na kamen bili
Vengo s drugon spat na svili

Draže nego sunce sjajno
Moj sokole moja tajno
Draže bi mi bilo za dušu i tilo
S tebon kucu pokrit laton
Nego z' drugim suvim zlatom

Najdraže moje blago si ti
Svo zlato svita i biseri
Kad sklopim oci, vidim te ja
I u srid noci sunce mi sja",Najdraže moje (Zorica Kondža),https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/najdraze-moje-zorica-kondza.html,Vinko Coce,Najdraže Moje,3:30,"Mirno Spavaj, Ružo Moja",,,,,"nan-Mirno Spavaj, Ružo Moja/nan-Sve Najbolje/2006.0-Zlatni Hitovi Dalmacije/2006.0-Zlatna Kolekcija/2011.0-Najljepše Ljubavne Pjesme/2017.0-The Best Of Collection/0.0-Dalmatinski Biseri"
22,r01Z81Es_1_22,Vinko Coce,Vinko Coce,"Najlipsa si, zemljo moja",7816,"Isa' san na kraj svita
nosija me morski val
al' me uvik kuci vraca
jadranski maestral

Vidija san cuda svita
nosija me bili brod
al' me srce kuci vuce
di je mater, di je dom
 
Ref. 
Dalmaciju more ljubi
Zagorje je dusa tvoja 
Lika, Istra tvoje cvice
nalipsa si, zemljo moja

Dalmaciju more ljubi
Slavonijo, zlatna polja
ne dam ovaj kamen sivi
ovdi rastu dica tvoja
ne dam ovaj kamen sivi
najlipsa si, zemljo moja

Vidija sam cuda svita
nosija me bili brod
al' me srce uvik vuce 
di je mater, di je dom

Ref.","https://tekstovi.net/2,972,24432.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,r01Z81Es_1_23,Vinko Coce,Vinko Coce,Nedija,4857,"Sto bi bio tuzan ja
zato sto je nedija
i sto mora nemaju
boju tvojih ociju
uvik onu najlipsu

Sto bi bila tuzna ti
to ca vise nismo mi
kao nekad zajedno
jer je tebi svejedno
ko te jutrom pojubi
 
Ref.
Andjeli su pismu zapivali
skriveni u maloj skuribandi
poljupce smo tamo duso krali
jedno drugom opet virovali

Otkada si otisla
nebo stalno sivo je
vise se i ne sican
kako nekad bilo je
ma sto bilo, bilo je

Ref. 2x","https://tekstovi.net/2,972,25525.html",,,,,,,,,,,,,,,,,,,"Što bi tužan bio ja
Zato što je nedija
I što mora nemaju
Boju tvojih ociju
Uvik onu najlipšu

Što bi bila tužna ti
To ca više nismo mi
Kao nekad zajedno
Jer je tebi svejedno
Ko te jutrom pojubi

Andeli su pismu zapivali
Skriveni u maloj škuribandi
Poljupce smo tamo dušo krali
Jedno drugom opet virovali

Otkada si otišla
Nebo stalno sivo je
Više se i ne sican
Kako nekad bilo je
Ma što bilo bilo je ",Nedija,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/nedija.html,Vinko Coce,Nedija,4:15,Odriši mi dušu,,,,,nan-Odriši mi dušu/2011.0-Najljepše Ljubavne Pjesme
24,r01Z81Es_1_24,Vinko Coce,Vinko Coce,Nek' te sunce zlati,6439,"Nase lipe pisme volin ja
o kamenu i smriku s planina
velebitu, Biokovu sto se ponosno
disu tamo gore visoko

Najlipsemu moru pivan ja
tu di raste stara maslina
di se ribar s vitron bori cili zivot svoj
a na stini draga ceka ga
 
Ref.
Nek' te sunce zlati dalmacijo mati
ljubin samo tvoje uvale i skoje
nek' te sunce zlati dalmacijo mati
ljude sta te vole, dragom Bogu mole

Tvoje rijeke jos su odavna
kao sestre tekle, tekle moru svon
a na svakoj obali stoje gradovi
o davnina povist cuvali

Dalmacijo tija bi da znas
da bez tebe ne bi moga ja
a na mojim usnama tvoje ime je
zauvik u srcu nosim te

Ref.

Ref.","https://tekstovi.net/2,972,25527.html",,,,,,,,,,,['Vinko Coce'],https://diskografija.com/pjesma/nek-te-sunce-zlati-11306.htm,Nek' te sunce zlati,,,,,,"Naše lipe pisme volin ja
O kamenu i smriku s planina
Velebitu, Biokovu što se ponosno
Dišu tamo gore visoko
Najlipšemu moru pivan ja
Tu di raste stara maslina
Di se ribar s vitron bori cili život svoj
A na stini draga ceka ga

Nek' te sunce zlati
Dalmacijo mati
Ljubin samo tvoje uvale i škoje
Nek' te sunce zlati
Dalmacijo mati
Ljude šta te vole, dragom Bogu mole

Dalmacijo tija bi da znaš
Da bez tbe ne bi moga ja
Na tvojimusnama, tovje ime je
Zauvik u srcu nosim te

Tvoje rijeke još su odavna
Kao sestre tekle tekle moru svon
A na svakoj obali stoje gradovi
O davnina povist cuvali ",Nek ti sunce zlati,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/nek-ti-sunce-zlati.html,Vinko Coce,Nek' te sunce zlati,4:38,Odriši mi dušu,,,,,nan-Odriši mi dušu
25,r01Z81Es_1_25,Vinko Coce,Vinko Coce,Neka zapiva moja Dalmacija,518,"Jube moja, nocas cu s gitaron
jube moja, pod tvoj prozor doc'
jube moja, pismon da ti kazen
lipo spavaj, ruzo, laku noc

Jube moja, bili brod kad krene
ti ne placi, pivaj k'o i ja
ova pisma nek' te siti mene
jube moja, ruzo mirisna
 
Ref.
Neka zapiva moja Dalmacija
sunce i more, i cvit u tvojoj kosi
neka poleti bila golubica
pozdrave moje odma' nek' ti nosi 

Jube moja, bili brod kad krene
ti ne placi, pivaj k'o i ja
ova pisma nek' te siti mene
jube moja, ruzo mirisna

Ref. 2x","https://tekstovi.net/2,972,61903.html",,Neka zapiva moja Dalmacija,Niech zaśpiewa moja Dalmacja,,"Jube moja, noćas ću s gitarom
Jube moja, pod tvoj prozor doć
Jube moja, pismom da ti kažem
Lipo spavaj, ružo, laku noć. Jube moja, bili brod kad krene
Ti ne plači, pivaj ko i ja
Ova pisma, nek te siti mene
Jube moja, ružo mirisna. Neka zapiva moja Dalmacija
Sunce i more i cvit u tvojoj kosi
Neka poleti bila golubica
Pozdrave moje ona nek ti nosi","Vinko Coce : Niech zaśpiewa moja Dalmacja. Kochana moja dzisiaj chcę z gitarą
Kochana moja pod Twoje okno przyjść
Kochana moja piosenką Ci powiem
Śpij pięknie różo dobrej nocy
Kochana moja biały statku który płynie
Ty nie płacz tylko śpiewaj tak jak ja
Ta piosenka niech Ci mnie przypomina
Kochana moja różo pachnaca. Niech zaśpiewa moja Dalmacja
Słońce i morze i kwiat w Twoich włosach
Niech poleci biała gołębica
Moje pozdrowienia ona niech ci przynosi",https://lyricstranslate.com/en/neka-zapiva-moja-dalmacija-niech-za%C5%9Bpiewa-moja-dalmacja.html,,,,['Vinko Coce'],https://diskografija.com/pjesma/neka-zapiva-moja-dalmacija-6893.htm,Neka zapiva moja Dalmacija,"1995 - Mama, adio",2006 - Zlatna kolekcija,,,,"Jube moja nocas cu s gitarom
Jube moja pod tvoj prozor doc
Jube moja pismom da ti kažem
Lipo spavaj ružo laku noc
Jube moja bili brod kad krene
Ti ne placi pivaj ko i ja
Ova pisma, nek te siti mene
Jube moja ružo mirisna

Neka zapiva moja Dalmacija
Sunce i more i cvit u tvojoj kosi
Neka poleti bila golubica
Pozdrave moje, ona nek ti nosi ",Neka zapiva moja Dalmacija,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/neka-zapiva-moja-dalmacija.html,Vinko Coce,Neka Zapiva Moja Dalmacija,,"Mama, Adio",,,1995.0,,"1995.0-Mama, Adio/2006.0-Zlatni Hitovi Dalmacije/2006.0-Zlatna Kolekcija/2017.0-The Best Of Collection"
26,r01Z81Es_1_26,Vinko Coce,Vinko Coce,Nista nije vazno (ka' i ti),6385,"Nista nije vazno ka' i ti
cistoga srca da i sveci zavide
grcan u bisu nasrid vitra studena
postin zbog grija koje san ucinija

Nista nije sveto ka' i ti
prasnjavu tugu da u sricu pritvaras
dajen ti poja sva od cvica procvala
na sufitu snova di se zivot rodija
 
Ref.
Sritna te zvizda, moja jube, cuvala
gospi na zavit ja sam dusu zareka
da san ti pismu svoje jubavi
uzmi, srico pa je zagrli
podaj mi bokun svoje jubavi
da je mrvu nocas zaspati

Nista nije lipo ka' i ti
ni zlatna zora di se vitar umiva
nocas san roni na dnu srca slomljena
po zadnji cvit sto se ni utopija

Ref.

Ref.","https://tekstovi.net/2,972,25534.html",,,,,,,,,,,,,,,,,,,"Ništa nije važno ka i ti
Cistoga srca da i sveci zavide
Grcan u bisu nasrid vitra studena
Postin zbog grija koje san ucinija

Ništa nije sveto ka' i ti
Prašnjavu tugu da u sricu pritvaraš
Dajen ti poja sva od cvica procvala
Na šufitu snova di se život rodija

Sritna te zvizda, moja jube, cuvala
Gospi na zavit ja sam dušu zareka
Da san ti pismu svoje jubavi
Uzmi, srico pa je zagrli
Podaj mi bokun svoje jubavi
Da je mrvu nocas zaspati

Ništa nije lipo ka' i ti
Ni zlatna zora di se vitar umiva
Nocas san roni na ono srca slomljena
Po zadnji cvit što se ni utopija ",Ništa nije važno,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/nista-nije-vazno.html,Vinko Coce,Ništa nije važno (ka' i ti),4:06,Odriši mi dušu,,,,,nan-Odriši mi dušu
27,r01Z81Es_1_27,Vinko Coce,Vinko Coce,Pjesmom te ljubim,534,"Nevjerna ljubavi
utjeho jedina moja
radosti nase i snove
jos cuvam za nas

Pozelim cesto, kad slomljen
bjezm od ljudi
u tvome narucju toplom
da nadjem spas
 
Kada si otisla
vjetar je ime ti zvao
olujno more je vracalo
sjecanja sva

Sve snove nase, sad znam
taj drugi je krao
on te sad ljubi
a sto o tebi zna

Ref.
Samo s tobom ja sam znao
sto je ljubav
samo s tobom ja sam znao
sto je grijeh

Ti si slutnja
ti si ceznja od svih veca
ti si suza
i san, i smijeh

Tebi pjevam pjesmu strasnu
znam da gubim
samo nocas 
pjesmom te ljubim

Kada si otisla
vjetar je ime ti zvao
olujno more je vracalo 
sjecanja sva

Ref.","https://tekstovi.net/2,972,61917.html",,,,,,,,,,,['Vinko Coce'],https://diskografija.com/pjesma/pjesmom-te-ljubim-11305.htm,Pjesmom te ljubim,,,,,,"Nevjerna ljubavi, utjeho jedina moja
Radosti naše i snove, još cuvam za nas
Poželim cesto kad slomljen, bježim od ljudi
U tvome narucju toplom, da nadem spas
Kada si otišla, vjetar je ime ti zvao
Olujno more je vracalo, sjecanja sva
Sve snove naše sad znam, taj drugi je krao
On te sad ljubi, a što o tebi zna

Samo s tobom ja sam znao, što je ljubav
Samo s tobom ja sam znao, to je grijeh
Ti si slutnja, ti si cežnja od svih veca
Ti si suza i san i smijeh
Tebi pjevam pjesmu strasnu, znam da gubim
Samo nocas, pjesmom te ljubim ",Pjesmom te ljubim,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/pjesmom-te-ljubim.html,Vinko Coce,Pjesmom Te Ljubim,4:12,Ljubav Je Ka I Cvit,Katarina Šoškić Naglov,Joško Banov,1998.0,,1998.0-Ljubav Je Ka I Cvit/nan-Sve Najbolje/2006.0-Zlatna Kolekcija/2011.0-Najljepše Ljubavne Pjesme/2017.0-The Best Of Collection
28,r01Z81Es_1_28,Vinko Coce,Vinko Coce,Plovila mala barka (feat. Marina Tomasevic i Klapa Lanterna),458,"Mati me moja za tebe pitala
rekla joj, jube, da san obecala
svoje lancune cuvati za tebe
za cili vik, moja ces bit'

Brojin ti dane, kada cu tebi doc'
pit cemo vina, pivati cilu noc
pozvat cu mandoline pod prozore
i jubit' te, jubit' do zore
 
Ref.
Plovila moren, plovila mala barka
i moje pismo tebi nosila
u njemu pise, jubav je moja zarka
i valove je sve, oluje, bure sve
i nevere je sve prebrodila

Ja cu ti doci sa pismon galeba
cekan te tu na obali Jadrana
odvest cu tebe, lipoto, prid oltar
i srce dat cu ti na dar

Ref. 2x","https://tekstovi.net/2,972,62831.html",,,,,,,,,,,,,,,,,,,,,,Vinko Coce,Plovila Mala Barka,,More Sinje,,,2006.0,Marina Tomašević,2006.0-More Sinje/2006.0-More Sinje/2006.0-Zlatni Hitovi Dalmacije/0.0-Dalmatinski Biseri
29,r01Z81Es_1_29,Vinko Coce,Vinko Coce,Ribara starog kci,896,"Po cijelom kraju
na sto milja
ljepote takve ni
kao sto bjese lijepa Janja
ribara starog kci

Iz grada ribu lovit' dos'o
gospodin lijep i mlad
poljubio je, ostavio
ah, Janjo sto ces sad

Ribar tesko mrezu vuce
al' u njoj ribe ni
u mrezi lijepa mrtva lezi
ribara starog kci","https://tekstovi.net/2,972,61576.html",,,,,,,,,,,,,,,,,,,"Po cijelome kraju na sto milja
Ljepote takve ni'
Kao što bješe lijepa Janja
Ribara starog kci
Iz grada ribe lovit došo
Gospodin lijep i mlad
Poljubio je ostavio
A Janjo što ceš sad
Ribar teško mrežu vuce
Al u njoj ribe ni'
U mreži lijepa, mrtva leži
Ribara starog kci ",Ribara starog kći,https://cuspajz.com//tekstovi-pjesama/pjesma/vinko-coce/ribara-starog-kci.html,Vinko Coce,Ribara Starog Kći,,Okruk Selo,,,1999.0,,1999.0-Okruk Selo/2017.0-The Best Of Collection
