Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
10,nDEq9hkG_1_10,Jacques Houdek,Jacques,Kao kazna Bozija (duet Ivana Kindl),22733,"Vratit ce se jednog dana
tuga davno znana
vratit ce se da me podsjeti
da za mene poslije tebe
nema nikog da me grije
sto mi nocas radis, ljubavi
 
Ja jos uvijek zivim sama
sve u meni ko da spava
vrijeme mi sporo prolazi
kada rekao si zbogom
sve je umrlo sa tobom
sto mi nocas radis, ljubavi

Ref.
Da l' i tebi umire srce od nostalgije
kad o meni govore
da l' i tebi izgleda kao kazna Bozija 
ovaj zivot koji zivis bez mene

Ja jos uvijek zivim sama
sve u meni ko da spava
vrijeme mi sporo prolazi

Kada rekla si mi zbogom
sve je umrlo sa tobom
sto mi nocas radis, ljubavi

Ref. 3x","https://tekstovi.net/2,474,13309.html",,Kao kazna božja,Like a Punishment from God,,"(Jacques)
Vratit će se jednog dana
Tuga davno znana
Vratit će se da me podsjeti...
Da za mene poslije tebe
Nema nikog da me grije
Što mi noćas radiš...ljubavi.... (Ivana)
Ja još uvijek živim sama
Sve u meni ko' da spava
Vrijeme mi sporo prolazi...
Kada rekao si zbogom
Sve je umrlo za tobom
Što mi noćas radiš...ljubavi.... (Refren)
Da li tebi umire srce od nostalgije
Kad o meni govore?
Da li tebi izgleda kao kazna božja
Ovaj život koji živiš bez mene?. (Ivana)
Ja još uvijek živim sama
Sve u meni ko' da spava
Vrijeme mi sporo prolazi..... (Jacques)
Kada rekla si zbogom
Sve je umrlo za tobom
Što mi noćas radiš...ljubavi.... (Refren)","(Jacques)
It'll come back one day
The sorrow that I'd known for long
It'll come back to remind me...
That for me, after you
There's no one to keep me warm
What are you doing tonight...my love.... (Ivana)
I still live alone
Everything in me seems to be asleep
Time is passing slowly to me...
When you said goodbye
Everything has died as you left, longing for you
What are you doing tonight...my love.... (Chorus)
Is your heart dying of nostalgia
When people are talking about me?
Does it look to you like a punishment from God
This life that you live without me?. (Ivana)
I still live alone
Everything in me seems to be asleep
Time is passing slowly to me.... (Jacques)
When you said goodbye
Everything has died as you left, longing for you
What are you doing tonight...my love... (Chorus)",https://lyricstranslate.com/en/kao-kazna-bo%C5%BEja-punishment-god.html,"['Aleksandra Kovać', 'Kristina Kovač']",['Spomenka Kovać'],['Boris Đurđević'],['Jacques'],2004 - Čarolija,2004 - Moj svijet - Ivana Kindl & Jacques,2005 - Porin 2005 nominacije - Ivana Kindl & Jacques,https://diskografija.com/pjesma/kao-kazna-bozja-1958.htm,Kao kazna Božja,2007 - Za posebne trenutke - Ivana Kindl & Jacques,"Vratit ce se jednog dana
Tuga davno znana
Vratit ce se da me podsjeti
Da za mene poslije tebe
Nema nikog da me grije
Sto mi nocas radis, ljubavi

Ja jos uvijek zivim sama
Sve u meni ko da spava
Vrijeme mi sporo prolazi
Kada rekao si zbogom
Sve je umrlo sa tobom
Sto mi nocas radis, ljubavi

Da l' i tebi umire srce od nostalgije
Kad o meni govore
Da l' i tebi izgleda kao kazna Bozija
Ovaj zivot koji zivis bez mene

Ja jos uvijek zivim sama
Sve u meni ko da spava
Vrijeme mi sporo prolazi
Kada si mi rekla zbogom
Sve je umrlo sa tobom
Sto mi nocas radis, ljubavi",Kao kazna Božja (duet Ivana Kindl),https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/kao-kazna-bozja-duet-ivana-kindl.html
11,nDEq9hkG_1_11,Jacques Houdek,Jacques,Kao kise kap,36433,"Kazem joj da ti mi nista ne znacis
a kako srcu da pogledam u lice
kad miris tvoj na nekoj drugoj osjetim
tjesim sebe da to su samo sitnice

I nisam slab
a kao da je bilo jucer
jos zaboli mjesto 
na kom usla si u srce
 
Ref. 2x
Ko nekad bih ja na svoju ruku 
sve ti dao
zbog tebe bih kao kise kap 
na dno mora pao
tamo nikada niko nece vidjeti
sto od mene napravila si
samo ti, samo ti


Prepoznam te, u svakom dodiru
sto sa mene samo novu tugu skida
i mrzim sto toliko volim te
a sto te vise volim, to me vise kida

I nisam slab 
a kao da je bilo jucer
jos zaboli mjesto 
na kom usla si u srce

Ref. 2x","https://tekstovi.net/2,474,27093.html",,Kao kiše kap,Like a drop of rain,,"Kažem njoj da ti mi ništa ne značiš,
a kako srcu da pogledam u lice
kad miris tvoj na nekoj drugoj osjetim?
Tješim sebe da to su samo sitnice.
Nisam slab, a kao da je bilo jučer
još zaboli mjesto na kom si ušla u srce. Ref.
Ponekad bih ja na svoju ruku sve ti dao
zbog tebe bi kao kiše kap na dno mora pao
tamo nikada nitko neće vidjeti
što od mene napravila si
samo ti.... Prepoznam te u svakom dodiru
što za mene samo novu tugu skida
i mrzim što toliko volim te
a što te više volim, to me više kida
i nisam slab, a kao da je bilo jučer
još zaboli mjesto na kom si ušla u srce","I tell her that you mean nothing to me
But how can I look my heart in the face
When I smell your scent on another (woman)
I console myself that they are only details
I'm not weak, but just like it was yesterday
The place, where you've entered my heart still hurts. Ref.
Sometimes I would give you everything on (the palm of) my hand
Because of you I would fall like a drop of rain to the bottom of the sea
There noone will ever see
What you have made of me
Only you.... I recognize you in every touch
Which only brings new grief for me
And I hate why I love you that much
But the more I love you, the more it hurts me
And I'm not weak, but just like it was yesterday
The place, where you've entered my heart still hurts",https://lyricstranslate.com/en/kao-kise-kap-drop-rain.html,,,,['Jacques'],,,,https://diskografija.com/pjesma/kao-kise-kap-22622.htm,Kao kiše kap,,"Kazem joj da ti mi nista neznacis,
A kako srcu da pogledam u lice,
Kad miris tvoj na nekoj drugoj osjetim,
Tjesim sebe da to su samo sitnice.

I nisam slab, al' kao da je bilo jucer
Jos zaboli mjesto na kom usla si u srce.

Ko nekad bi dao svoju ruku, sve ti dao,
Zbog tebe bi kao kise kap na dno mora pao,
Tako nikada niko nece vidjeti
Sto od mene napravila si.

Prepoznam te u svakom dodiru,
Sto sa mene samo novu tugu skida,
I mrzim sto toliko volim te,
A sto te vise volim to me vise kida.

I nisam slab, al' kao da je bilo jucer,
Jos zaboli mjesto na kom usla si u srce.

Ko nekad bi dao svoju ruku, sve bi dao,
Zbog tebe bi kao kise kap na dno mora pao,
Tamo nikada niko nece vidjeti
Sto od mene napravila si.",Kao kiše kap,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/kao-kise-kap.html
12,nDEq9hkG_1_12,Jacques Houdek,Jacques,Kao zrak,5738,"Zdravim ocima nisi vidjela
da sve je kao prije
al ipak nista nije

Cudan neki muk, poljubac za put
al prijatelji se ovako ne ljube
negdje duboko shvatila si sve
 
Ref.
 Kao zrak ja trebam te
da te disem i /njisem/ i zivim te
kao zrak obavij me
bar jos jednom za kraj
udahni me

Korak previse, odveo bi me
tamo odakle sve nevjere nam dolaze

A ima vremena, cemu panika
ti govoris mi to sasvim iskreno
a ja te zelim sad neizdrzivo

Ref. 2x

Al prijatelji se ovako ne ljube
negdje duboko shvatila si sve

Ref. 2x

Zdravim ocima nisi vidjela
da sve je kao prije a ipak nista nije","https://tekstovi.net/2,474,31831.html",,,,,,,,,,,['Jacques'],2006 - Živim za to,2007 - Za posebne trenutke,,https://diskografija.com/pjesma/kao-zrak-9473.htm,Kao zrak,,"Zdravim ocima nisi vidjela
Da sve je kao prije
Al ipak nista nije

Cudan neki muk, poljubac za put
Al prijatelji se ovako ne ljube
Negdje duboko shvatila si sve

Kao zrak ja trebam te
Da te disem i /njisem/ i zivim te
Kao zrak obavij me
Bar jos jednom za kraj
Udahni me

Korak previse, odveo bi me
Tamo odakle sve nevjere nam dolaze

A ima vremena, cemu panika
Ti govoris mi to sasvim iskreno
A ja te zelim sad neizdrzivo

Al prijatelji se ovako ne ljube
Negdje duboko shvatila si sve

Zdravim ocima nisi vidjela
Da sve je kao prije a ipak nista nije",Kao zrak,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/kao-zrak.html
13,nDEq9hkG_1_13,Jacques Houdek,Jacques,Koliko si me voljela,29131,"Nocas se svijet dijeli zbog nas
ti ces na svoju stranu, a ja u svoju obranu
ne mozes mi uljepsati kraj
rijeci sve teze postaju

Sada sve sto pricam ne vrijedi, znam
al' pusti me u srce da prespavam
i nemoj reci znas da boli me to
do jucer sve sam ti bio
a danas nisam Bog zna sto
 
Ref. 2x
Sad tvoje ne, znaci mi sve
i ne lomi moje srce kao preko koljena
dajem ti rijec promijenit cu se
tek sad znam koliko si me voljela

Nocas se svijet dijeli zbog nas
sad svaka moja rijec je vise nego suvisna
i ne mozes mi uljepsati kraj
najvise boli istina

Sada sve sto pricam ne vrijedi, znam
al' pusti me u srce da prespavam
i nemoj reci znas da boli me to
do jucer sve sam ti bio
a danas nisam Bog zna sto

Ref. 2x","https://tekstovi.net/2,474,25923.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/koliko-si-me-voljela-13856.htm,Koliko si me voljela,,"Nocas se svijet dijeli zbog nas
Ti ces na svoju stranu, a ja u svoju obranu
Ne mozes mi uljepsati kraj
Rijeci sve teze postaju

Sada sve sto pricam ne vrijedi, znam
Al' pusti me u srce da prespavam
I nemoj reci znas da boli me to
Do jucer sve sam ti bio
A danas nisam Bog zna sto

Sad tvoje ne, znaci mi sve
I ne lomi moje srce kao preko koljena
Dajem ti rijec promijenit cu se
Tek sad znam koliko si me voljela

Nocas se svijet dijeli zbog nas
Sad svaka moja rijec je vise nego suvisna
I ne mozes mi uljepsati kraj
Najvise boli istina

Sada sve sto pricam ne vrijedi, znam
Al' pusti me u srce da prespavam
I nemoj reci znas da boli me to
Do jucer sve sam ti bio
A danas nisam Bog zna sto",Koliko si me voljela,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/koliko-si-me-voljela.html
14,nDEq9hkG_1_14,Jacques Houdek,Jacques,Kraljica,7596,"Zbog tebe oduvijek izazivam sudbinu
u svakoj ljubavi ostavim prazninu 
da bi mogla da se vratis, ponovo

U svakom gradu 
sve o meni ce ti reci
u svakoj pjesmi
ostavim ti dve, tri rijeci
da bi mogla da se vratis, ponovo
 
Ref.
I molim Boga da mi salje tvoje snage
kad po srcu krene tuge lavina
ni jedna druga ne moze mi prici
na sebe si me navikla

I molim Boga da mi salje tvoje snage
ti umijes boriti se kao lavica
prije tebe sve su bile i dobre i drage
moje princeze, al' samo ti si kraljica

Ref. 2x","https://tekstovi.net/2,474,41147.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/kraljica-15898.htm,Kraljica,,"Zbog tebe oduvijek izazivam sudbinu
U svakoj ljubavi ostavim prazninu 
Da bi mogla da se vratis, ponovo

U svakom gradu 
Sve o meni ce ti reci
U svakoj pjesmi
Ostavim ti dve, tri rijeci
Da bi mogla da se vratis, ponovo

I molim Boga da mi salje tvoje snage
Kad po srcu krene tuge lavina
Ni jedna druga ne moze mi prici
Na sebe si me navikla

I molim Boga da mi salje tvoje snage
Ti umijes boriti se kao lavica
Prije tebe sve su bile i dobre i drage
Moje princeze, al' samo ti si kraljica",Kraljica,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/kraljica.html
15,nDEq9hkG_1_15,Jacques Houdek,Jacques,Lavina,334,"Vjerujes u znak
koji ne vidis
al' ipak dises

Vjerujes u trag
koji ne vidis
na srcu ti je
 
Jednog dana
mozda, jednog dana
ti ces tako povjerovati u nas

Vjerujes u strah
koji ne vidis
al' ipak te je strah

Vjerujes i da
tu sam
iz nekog razloga

Jednog dana
ja se toplo nadam
ti ces tako povjerovati u nas

Ref.
Plakat' cemo, ako treba
zajedno
ginut' cemo, ako treba
zajedno

Rijesit' cemo, sredit' cemo
sve kako treba
jer, zajedno smo lavina

I rusit' cemo sve pred sobom
zajedno
nema toga, sto mi ne mozemo
zajedno

Rijesit' cemo, sredit' cemo
sve kako treba
jer, zajedno smo lavina

Ref. 2x","https://tekstovi.net/2,474,63042.html",,,,,,,,,,,,,,,,,,,,
16,nDEq9hkG_1_16,Jacques Houdek,Jacques,Ljubav bez granica,25782,"Ref.
Nas je sudbina vezala
i samo s tobom idem do kraja
kad te pogledam
znam da nas cvrsto spaja
ljubav bez granica
 
Dovoljan je samo pogled
vedro je nebo, sunce mi sja 
osjecam da cvrsto nas spaja 
ljubav bez granica

Ona ce zivjeti zauvijek slobodna
samo za tebe disem ja 
ponovo svjetlom obasjan
novi budi se dan

Ref.

Dovoljan je samo jedan dodir njen
u modrom moru izgubljen
i cvrsto nas spaja
ljubav bez granica","https://tekstovi.net/2,474,12707.html",,,,,,,https://lyricstranslate.com/en/translations/16/328?page=24,['Boris Đurđević'],['Željko Houdek Jacques'],['Boris Đurđević'],['Jacques'],,,,https://diskografija.com/pjesma/ljubav-bez-granica-1839.htm,Ljubav bez granica,,,,
17,nDEq9hkG_1_17,Jacques Houdek,Jacques,Ludo srce,21268,"Kao da se zemlja trese
svaki put kad prosetas
skidaju te pogledima
tako dobro izgledas

Nacrtas na usne osmijeh
naslikas na tijelo plamen
ne znaju da ispod svega
malo tog je prava istina
 
Dobila si sto si htjela 
visokim petama
dobila si sto si htjela 
glumom za oskara

Ref.
Meni si prodala svoje lice andjela
zavarala ludo srce trikovima vragova
meni si lagala da si meni sudjena
zavarala ludo srce zelenim ocima

Postao sam bolji covjek 
otkad nisi kraj mene
shvatio sam da si bila
samo losa navika

Nacrtaj na usne osmijeh
naslikaj na tijelo plamen
ne znaju da ispod svega
malo tog je prava istina","https://tekstovi.net/2,474,17857.html",,,,,,,,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Jacques'],,,,https://diskografija.com/pjesma/ludo-srce-1841.htm,Ludo srce,,"Kao da se zemlja trese
Svaki put kad prosetas
Skidaju te pogledima
Tako dobro izgledas

Nacrtas na usne osmijeh
Naslikas na tijelo plamen
Ne znaju da ispod svega
Malo tog je prava istina

Dobila si sto si htjela
Visokim petama
Dobila si sto si htjela
Glumom za oskara

Meni si prodala svoje lice andjela
Zavarala ludo srce trikovima vragova
Meni si lagala da si meni sudjena
Zavarala ludo srce zelenim ocima

Postao sam bolji covjek
Otkad nisi kraj mene
Shvatio sam da si bila
Samo losa navika

Nacrtaj na usne osmijeh
Naslikaj na tijelo plamen
Ne znaju da ispod svega
Malo tog je prava istina",Ludo srce,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/ludo-srce.html
18,nDEq9hkG_1_18,Jacques Houdek,Jacques,Meni za ljubav,12812,"Me, meni, me, me, meni za ljubav, ljubav

Nazirem sunca trag 
pod brunim okom
svijet je igrokaz 
kao za dobar dan
svakom stopom vodi putokaz
 
Ti i ja

Lako cemo mi do svemira
a kakav ce to biti let
kad zivot krene, vezi se

Ref.
Ma sve je to za ljude
oprosti bar milijun puta na dan
u malom prstu nek bude
moje srce ti za petama

Sto nebo nam sastavi 
to covjek nikad ne rastavi
ostani za uvijek 
ucini to meni za ljubav

Ref.

Ref.","https://tekstovi.net/2,474,34470.html",,,,,,,,,,,['Jacques'],2012 - Meni za ljubav,2012 - Vrući ljetni hitovi 2012,,https://diskografija.com/pjesma/meni-za-ljubav-15893.htm,Meni za ljubav,,"Me, meni, me, me, meni za ljubav, ljubav

Nazirem sunca trag 
Pod brunim okom
Svijet je igrokaz 
Kao za dobar dan
Svakom stopom vodi putokaz

Ti i ja

Lako cemo mi do svemira
A kakav ce to biti let
Kad zivot krene, vezi se

Ma sve je to za ljude
Oprosti bar milijun puta na dan
U malom prstu nek bude
Moje srce ti za petama

Sto nebo nam sastavi 
To covjek nikad ne rastavi
Ostani za uvijek 
Ucini to meni za ljubav",Meni za ljubav,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/meni-za-ljubav.html
19,nDEq9hkG_1_19,Jacques Houdek,Jacques,Miris zene,19711,"Za nju otvorio bi i nebo i zemlju
za nju, za nju, za nju
za nju potekla bi krv kao svjedok
za nju, za nju, za nju

Nas susret smislili su bogovi
a njene usne sam vrag
miris ove zene jos me progoni
ja ne spavam otkad za nju znam
 
Ref.
Jutro ljubi dan celo pada mi na dlan
samo nju ja dozivam, samo nju ja zamisljam
srce gubi dah pita gdje je otisla
zena kao ti zena najljepsa

Jutro ljubi dan celo pada mi na dlan
samo nju ja dozivam, samo nju ja osjecam
srce gubi dah pita gdje je otisla
sva u suzama

Ref. 3x","https://tekstovi.net/2,474,18161.html",,,,,,,,['Sandra Sagena'],['Sandra Sagena'],['Marko Križan'],['Jacques'],2004 - Čarolija,2004 - Split 2004,,https://diskografija.com/pjesma/miris-zene-1842.htm,Miris žene,,"Za nju otvorio bi i nebo i zemlju
Za nju, za nju, za nju
Za nju potekla bi krv kao svjedok
Za nju, za nju, za nju

Nas susret smislili su bogovi
A njene usne sam vrag
Miris ove zene jos me progoni
Ja ne spavam otkad za nju znam

Jutro ljubi dan celo pada mi na dlan
Samo nju ja dozivam, samo nju ja zamisljam
Srce gubi dah pita gdje je otisla
Zena kao ti zena najljepsa

Jutro ljubi dan celo pada mi na dlan
Samo nju ja dozivam, samo nju ja osjecam
Srce gubi dah pita gdje je otisla
Sva u suzama",Miris žene,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/miris-zene.html
20,nDEq9hkG_1_20,Jacques Houdek,Jacques,Moj najveci strah,1827,"Lakse bilo bi
da sretnem se sa vukovima
i lavovima, tigrovima
nego kada bi otisla

Lakse bilo bi
da borim se sa duhovima
s vragovima, trolovima
nego kada bi otisla
 
Jer bila si i ostala
moj najveci strah

Ref. 2x
Ja se ne bojim
padova u letu
ni oluja, ni gromova

Al' se bojim
da na ovom svijetu
i zauvijek
budem sam

Ja se bojim biti bez tebe
ja se bojim biti bez tebe

Lakse bilo bi
da sretnem se sa vukovima
i lavovima, tigrovima
nego kada bi otisla

Jer bila si i ostala
moj najveci strah

Ref. 2x","https://tekstovi.net/2,474,61764.html",,Moj najveći strah,My Biggest Fear,,"Lakše bilo bi da sretnem se sa vukovima,
I lavovima, tigrovima - nego kada bi otišla. Lakše bilo bi da borim se sa duhovima
I vragovima, trolovima - nego kada bi otišla. Jer bila si i ostala moj najveći strah. [Refren]
Ja se ne bojim padova u letu
Ni oluja ni gromova
Al' se bojim da na ovom svijetu i zauvijek
Budem sam [x2]. Ja se bojim biti bez tebe
Ja se bojim biti bez tebe. Lakše bilo bi da sretnem se sa vukovima,
I lavovima, tigrovima - nego kada bi otišla. Jer bila si i ostala moj najveći strah. [Refren]
Ja se ne bojim padova u letu
Ni oluja ni gromova
Al' se bojim da na ovom svijetu i zauvijek
Budem sam [x2]. Ja se bojim biti bez tebe
Ja se bojim biti bez tebe. [Refren]
Ja se ne bojim padova u letu
Ni oluja ni gromova
Al' se bojim da na ovom svijetu i zauvijek
Budem sam [x2]","It would be easier if I were to run into wolves
And lions, tigers - than if you were to leave. It would be easier if I were to fight ghosts
And the devils, trolls - than if you were to leave. Cause you were and still are my biggest fear. [Refrain]
I am not afraid of falling while flying
Or storms or thunders
But I am afraid to be on this world and forever
Alone [x2]. I am afraid to be without you
I am afraid to be without you. It would be easier if I were to run into wolves
And lions, tigers - than if you were to leave. Cause you were and still are my biggest fear. [Refrain]
I am not afraid of falling while flying
Or storms or thunders
But I am afraid to be on this world and forever
Alone [x2]. I am afraid to be without you
I am afraid to be without you. [Refrain]
I am not afraid of falling while flying
Or storms or thunders
But I am afraid to be on this world and forever
Alone [x2]",https://lyricstranslate.com/en/moj-najve%C4%87i-strah-my-biggest-fear.html,,,,,,,,,,,,,
21,nDEq9hkG_1_21,Jacques Houdek,Jacques,Na krilima ljubavi,26692,"Na dlanu nudim ti svijet
primi mi ruku i zagrli snove
za tvoje usne, slatke ko med
otvaram vrata u pobjede nove

Sanjaj tu, na mom ramenu
tiho poljubi me
mogli bi poletjeti
na krilima ljubavi
 
Ref.
Povedi me kroz plave oblake
povedi me gdje san ne prestaje
dotaknimo zvijezde, sve je lako
kad si kraj mene

Povedi me kroz plave oblake
povedi me u nove pobjede
dotaknimo zvijezde, sve je lako
kad si kraj mene

Na dlanu nudim ti svijet
sigurnu luku i mirno more
za tvoje oci, slatke ko med
samo za tebe ruke se bore","https://tekstovi.net/2,474,10753.html",,Na krilima ljubavi,On The Wings Of Love,,"Haaa …
Hooo …
Hooo …. Na dlanu nudim ti svijet
Primi mi ruku i zagrli snove
Za tvoje usne, slatke ko' med
Otvaram vrata u pobjede nove. Sanjaj tu, na mom ramenu
Tiho poljubi me
Mogli bi poletjeti
Na krilima ljubavi. Povedi me kroz plave oblake
Povedi me gdje san ne prestaje
Dotaknimo zvijezde, sve je lako
Kad si kraj mene. Povedi me kroz plave oblake
Povedi me u nove pobjede
Dotaknimo zvijezde, sve je lako
Kad si kraj mene
Kad si kraj mene. Na dlanu nudim ti svijet
Sigurnu luku i mirno more
Za tvoje oci, slatke ko med
Samo za tebe ruke se bore. Sanjaj tu, na mom ramenu
Tiho poljubi me
Mogli bi poletjeti
Na krilima ljubavi. Povedi me kroz plave oblake
Povedi me gdje san ne prestaje
Dotaknimo zvijezde, sve je lako
Kad si kraj mene. Povedi me kroz plave oblake
Povedi me u nove pobjede
Dotaknimo zvijezde, sve je lako
Kad si kraj mene. Povedi me kroz plave oblake
Povedi me gdje san ne prestaje
Dotaknimo zvijezde, sve je lako
Kad si kraj mene. Povedi me kroz plave oblake
Povedi me u nove pobjede
Dotaknimo zvijezde, sve je lako
Kad si kraj mene","Haaa …
Hooo …
Hooo …. I offer you the world on the palm of my hand
Grab my hand and embrace the dreams
For your lips, sweet as honey
I open the door to the new victories. Dream here, on my shoulder
Kiss me silently
We could fly off
On the wings of love. Take me through the blue clouds
Take me where dream never stops
Let's touch the stars, everything is easy
When you're next to me. Take me through the blue clouds
Take me to new victories
Let's touch the stars, everything is easy
When you're next to me
When you're next to me. I offer you on the palm of my hand the world
A safe harbour and a quiet sea
For your eyes, sweet as honey
Just for you the hands fight. Dream here, on my shoulder
Kiss me silently
We could fly off
On the wings of love. Take me through the blue clouds
Take me where dream never stops
Let's touch the stars, everything is easy
When you're next to me. Take me through the blue clouds
Take me to new victories
Let's touch the stars, everything is easy
When you're next to me. Take me through the blue clouds
Take me where dream never stops
Let's touch the stars, everything is easy
When you're next to me. Take me through the blue clouds
Take me to new victories
Let's touch the stars, everything is easy
When you're next to me",https://lyricstranslate.com/en/na-krilima-ljubavi-wings-love.html,['Željko Houdek Jacques'],['Boris Đurđević'],['Boris Đurđević'],['Jacques'],2003 - Dora 2003,2004 - Čarolija,2005 - Turky party - prvih 10 godina 2,https://diskografija.com/pjesma/na-krilima-ljubavi-1837.htm,Na krilima ljubavi,2008 - Ljubav se zove imenom tvojim,"Na dlanu nudim ti svijet
Primi mi ruku i zagrli snove
Za tvoje usne, slatke k'o med
Otvaram vrata u pobjede nove

Sanjaj tu, na mom ramenu
Tiho poljubi me
Mogli bi poletjeti
Na krilima ljubavi

Povedi me kroz plave oblake
Povedi me gdje san ne prestaje
Dotaknimo zvijezde, sve je lako
Kad si kraj mene

Povedi me kroz plave oblake
Povedi me u nove pobjede
Dotaknimo zvijezde, sve je lako
Kad si kraj mene

Kad si kraj mene

Na dlanu nudim ti svijet
Sigurnu luku i mirno more
Za tvoje oči, slatke k'o med
Samo za tebe ruke se bore

Sanjaj tu, na mom ramenu
Tiho poljubi me
Mogli bi poletjeti
Na krilima ljubavi

Povedi me kroz plave oblake
Povedi me gdje san ne prestaje
Dotaknimo zvijezde, sve je lako
Kad si kraj mene

Povedi me kroz plave oblake
Povedi me u nove pobjede
Dotaknimo zvijezde, sve je lako
Kad si kraj mene",Na krilima ljubavi,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/na-krilima-ljubavi.html
22,nDEq9hkG_1_22,Jacques Houdek,Jacques,Ne boli ljubav odmah jako,409,"Rekli su davno
da ja nisam za tebe
a tebi je vazno
sve sto drugi govore

Po gradu kruze
razne price, najgore
ma, bas briga me
 
Rekli su ljudi
neces dugo kraj mene
jer, mogu od loseg
uvijek stvorit´ losije

Obraz uz obraz
znam, zvuci k´o film
hajde, ostani, samo
nemoj otici

Ref. 2x
Ne boli ljubav odmah jako
korak po korak, skroz polako
kad krene, sve je fino, slatko
a poslije nikad, nikad vise nije tako


Ne pricamo vise
samo slika, nista ton
al´ jos te ljubim
stoput bolje nego on

I neka jos traje
ova nasa predstava
mada, ne vidim vise
nijednog razloga

Ref. 3x

Ne boli ljubav odmah jako","https://tekstovi.net/2,474,62721.html",,,,,,,,,,,,,,,,,,,,
23,nDEq9hkG_1_23,Jacques Houdek,Jacques,Ne vjerujem,15949,"Ti vasi zavjeti o vjecnoj ljubavi
nece izdrzati, to smo vec vidjeli
sad mozda lijepo je al' na kraju prodje sve 
hvala za savjete, kazem dok grlim je

Njena ruka moju pita potajno
zar vjerujes da sve je tako prolazno
 
Ref.
I ne vjerujem, ne vjerujem
da prodje sve
svaka ljubav za jedan tren
jer ja sam svakog trena njen

I ne vjerujem, ne vjerujem
da poslije nje
ista bilo bi kao prije
ja bih cekao da prodje sve

Bjezite, zli jezici od moje ljubavi
vama vjerovati znaci poludjeti
mrezu sto ljubav tka cuvam od pauka 
njihova usta zla puna su otrova

Branim se ljepotom koju osjecam
i jak sam kao stijena jer joj pripadam

Ref.","https://tekstovi.net/2,474,9066.html",,,,,,,,['Bruno Kovačić'],['Bruno Kovačić'],['Boris Đurđević'],['Jacques'],,,,https://diskografija.com/pjesma/ne-vjerujem-1844.htm,Ne vjerujem,,"Ti vasi zavjeti o vjecnoj ljubavi
Nece izdrzati, to smo vec vidjeli
Sad mozda lijepo je al' na kraju prodje sve
Hvala za savjete, kazem dok grlim je

Njena ruka moju pita potajno
Zar vjerujes da sve je tako prolazno

I ne vjerujem, ne vjerujem
Da prodje sve
Svaka ljubav za jedan tren
Jer ja sam svakog trena njen

I ne vjerujem, ne vjerujem
Da poslije nje
Ista bilo bi kao prije
Ja bih cekao da prodje sve

Bjezite, zli jezici od moje ljubavi
Vama vjerovati znaci poludjeti
Mrezu sto ljubav tka cuvam od pauka
Njihova usta zla puna su otrova

Branim se ljepotom koju osjecam
I jak sam kao stijena jer joj pripadam",Ne vjerujem,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/ne-vjerujem.html
24,nDEq9hkG_1_24,Jacques Houdek,Jacques,Ne vrijedi plakati,509,"Ne vrijedi plakati
´zalud suze liti
ako ikad places
ne daj da se vidi

Ref. 2x 
Jer, nijednom srcu
nece lako biti
i ne vrijedi ni zbog koga
gorke suze liti
 
Ne vrijedi plakati
kaze pjesma stara 
i ne vrijedi ljubiti
sa previse zara

Ref. 2x

Sva pisma tvoja
spalit cu na svijecu
jer, da cujem lazi
ne mogu i necu

Jer, mom jadnom srcu
nece lako biti
i ne vrijedi ni zbog tebe 
gorke suze liti","https://tekstovi.net/2,474,63214.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/ne-vrijedi-plakati-24723.htm,Ne vrijedi plakati,,,,
