,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija
25,rLIJvpNx_1_25,Tony Cetinski,Tony Cetinski,Kao u snu,26864,"Cuvaj to dobro u sebi
jer sve se pise negdje na nebu 
svaki uzdah, svaka rijec

Cuvaj to dijete u sebi 
jer ako jednom ode od tebe 
ode zauvijek
 
Ljepotu nadji u svemu 
losu vijest zaboravi 
i pusti da te nosi 
rijeka ljubavi 

Ref.
Voli me rukama 
i tisinom i rijecima 
budi moja mirna luka
mome srcu svetinja

Voli me iskreno 
pomalo stidno i naivno 
i kada letim i kad sam na dnu 
voli me kao u snu 

Cuvaj taj osmjeh na licu 
od dva neba sto ti se nude 
biraj nebo vedrije 

Ljubav, cuvaj ljubav u sebi 
to je dar 
zbog toga se zivi, zbog toga se umire

Dusa puna mi tebe
sve je drugo nevazno 
hodaj po mom srcu
za tebe je skrojeno

Ref. 2x","https://tekstovi.net/2,135,57239.html",Amil Lojo,Kao u snu,Like In A Dream,,"Čuvaj to dobro u sebi
1
Jer sve se piše negdje na nebu
Svaki uzdah,svaka riječ.
Čuvaj to dijete u sebi
Jer ako jednom ode od tebe
Ode zauvijek.. Ljepotu nađi u svemu
Lošu vijest zaboravi
I pusti da te nosi
Rijeka ljubavi. Voli me rukama i tišinom i riječima
Budi moja mirna luka, mome srcu svetinja.
Voli me iskreno, pomalo stidno i naivno
I kada letim i kad sam na dnu
Voli me
KAO U SNU. Čuvaj taj osmjeh na licu
Od dva neba što ti se nude
Biraj nebo vedrije
Ljubav čuvaj ljubav u sebi
To je dar, zbog toga se živi
Zbog toga se umire.. Duša puna mi tebe, sve je drugo nevažno
Hodaj po mom srcu za tebe je skrojeno.. Voli me rukama i tišinom i riječima
Budi moja mirna luka, mome srcu svetinja.
Voli me iskreno, pomalo stidno i naivno
I kada letim i kad sam na dnu
Voli me
KAO U SNU","Keep it safely inside you
Because everything is written somewhere in the sky
Each breath, each word.
Keep that child inside you
Because if it once leaves you
It leaves you forever.. Find the beauty in everything
Forget about the bad news
And let yourself be carried by the
River of love. Love me with your hands and with silence and with words
Be my quiet harbor, something holly to my heart.
Love me sincerely, a bit shy and naive
Both when I fly and when I hit bottom -
Love me
Like in a dream. Keep that smile on your face
From two heavens you can choose from -
Choose the brighter one
Love, keep the love inside you
That's a gift, something to love for
Something to die for.. My soul is full of you, every thing else is unimportant
Walk over my heart, it's fitted for you. Love me with your hands and with silence and with words
Be my quiet harbor, something holly to my heart.
Love me sincerely, a bit shy and naive
Both when I fly and when I hit bottom -
Love me
Like in a dream",https://lyricstranslate.com/en/kao-u-snu-dream.html-1,,,,,,,,,,,
26,rLIJvpNx_1_26,Tony Cetinski,Tony Cetinski,Kraj jedne ljubavi,104279,"Da l' je ovo kraj jedne ljubavi
je li to suza u oku tvom
i da li se takva ljubav zaboravi
ili se pretvori u tajnu duboku

Da li je to tren kada rijeci prestaju
tisina gradi ponor predubok za nas
i opet sebe lazem da vrijeme lijeci sve
jer necu nikada moc zaboravit tvoj glas
 
Ref.
I hoce li svijet posivjeti bez nasih malih slatkih navika
i hocu li moci dalje zivjeti bez tvoga toplog osmijeha
bez tvoga toplog pogleda

Da li je to tren kada rijeci prestaju
tisina gradi ponor predubok za nas
i opet sebe lazem da vrijeme lijeci sve
jer necu nikada moc zaboravit tvoj glas 

Ref. 2x

Da l' je ovo kraj jedne ljubavi","https://tekstovi.net/2,135,26921.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/kraj-jedne-ljubavi-13905.htm,Kraj jedne ljubavi,['Toni Cetinski'],['N. Borovnjak'],['Miro Buljan'],,,
27,rLIJvpNx_1_27,Tony Cetinski,Tony Cetinski,Krik,49142,"Da li sam jak dovoljno
da samog sebe udarim
kad zguzvam praznu postelju
i s porazom se sudarim

Toliko tvoje ljubavi
srce bi puklo na sav glas
al' zdravo za gotovo
olako shvatio sam nas
 
Bilo kad, bilo gdje, bilo s kim
nije tako ludo
kao sto je s tobom, moje cudo

Ref.
K'o malo vode na dlanu
cuvam i ponos i stid
i nocas cut ces moj krik
koji probija zvucni zid

Toliko toga ne mogu
ali bih probao sve
da u srcu tvome
pustim korijenje

Ref. 2x","https://tekstovi.net/2,135,47317.html","Aleksandra Milutinovic, Igor Ivanovic",Krik,Scream,,"Da li sam jak dovoljno
1
da samog sebe udarim
kad zgužvam praznu postelju
i s porazom se sudarim. Toliko tvoje ljubavi
srce bi puklo na sav glas
al' zdravo za gotovo
olako shvatio sam nas. Bilo kad, bilo gdje, bilo s kim
nije tako ludo
kao što je s tobom, moje čudo. K'o malo vode na dlanu
čuvam i ponos i stid
i noćas čut ćeš moj krik koji probija zvučni zid
Toliko toga ne mogu, ali bih probao sve
da u srcu tvome pustim korijenje. Toliko tvoje ljubavi
srce bi puklo na sav glas
al' zdravo za gotovo
olako shvatio sam nas. Bilo kad, bilo gdje, bilo s kim
nije tako ludo
kao što je s tobom, moje čudo
K'o malo vode na dlanu
čuvam i ponos i stid
i noćas čut ćeš moj krik koji probija zvučni zid
Toliko toga ne mogu, ali bih probao sve
da u srcu tvome pustim korijenje. k'o malo vode na dlanu
čuvam i ponos i stid. K'o malo vode na dlanu
čuvam i ponos i stid
i noćas čut ćeš moj krik koji probija zvučni zid
Toliko toga ne mogu, ali bih probao sve
da u srcu tvome pustim korijenje","Am I strong enough
To hit myself
When I wrinkle empty bed
And crush with defeat. So much of your love
Heart would break out loud
But for granted
Lightly I took 'us'. Anytime,anywhere, with anyone
It's not so crazy
Like it is with you,my miracle. Like a little water on palm
I keep my pride and shame
And tonight you will hear my scream
Who breaks the sound wall
So much I can't do,but I like to try all
To spread my roots in your heart. So much of your love
Heart would break out loud
But for granted
Lightly I took 'us'. Anytime,anywhere,with anyone
It's not that crazy
Like it is with you,my miracle
Like a little water on palm
I keep my pride and shame
And tonight you will hear my scream
Who breaks the sound wall
So much I can't do,but I like to try all
To spread my roots in your heart. Like little water on the palm
I keep my pride and shame
And tonight you will hear my scream
Who breaks the sound wall
There is so much I can't do,but I'll try everything
To spread my roots in your heart",https://lyricstranslate.com/en/krik-scream.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/krik-24783.htm,Krik,,,,,,
28,rLIJvpNx_1_28,Tony Cetinski,Tony Cetinski,Kriv,38535,"Kad me ljubis
ko da zadnji dah mi predajes
 nakon drugih
opet prva postajes

A ja skrivam
tragove karmina
lakih zena i daljina
i prolivenoga vina
 
Kad me ljubis
ko da srce kuca, prestaje
ova savjest, sto me grize
ko da nestaje

U nemir puste, duse moje
pitaju me suze tvoje
odgovori ne postoje

Ref.
Da ti budem drazi
tebi pricao sam lazi 
i obecao ti svemir
a donio ti nemir

Ljubavi sam zlato
bacio u blato
sad ti brisem suze
a znam da kriv sam za to

Kriv sam za to, za to

Ref. 2x","https://tekstovi.net/2,135,35284.html","Miro Buljan, Nenad Nincevic",Kriv,Guilty,,"Kad me ljubiš,
1
ko da zadnji dah
mi predaješ, nakon drugih
opet prva postaješ.. A ja skrivam
tragove karmina
lakih žena i daljina
i prolivenoga vina.. Kad me ljubiš
ko da srce kuca, prestaje.
Ova savjest, što me grize
ko da nestaje.. U nemir puste, duše boje
pitaju me suze tvoje
odgovori ne postoje.. Refren
Da ti budem draži
tebi pričao sam laži,
obečao ti svemir
a donio ti nemir.. Ljubavi sam zlato
bacio u blato
sad ti brišem suze
a znam da kriv sam za to
kriv sam za to, za to","When you kiss me
like you're a last breath
giving to me,after other (women)
again becoming the first.. And I'm hiding
trace of lipstick
of ""easy women"" and distance
and spilled wine.. When you kiss me
as the heart beats, stops.
This conscience, whitch bothers me
as if disappear.. In the unrest I let, colors of the soul
your tears ask me
answers do not exist.. Me to be your dearer
I told you a lie,
I promised you a universe
and brought you unrest.. A love gold
I threw in the mud
Now I wipe your tears
and I know that I'm guilty for it.
I'm guilty for it,for it.",https://lyricstranslate.com/en/kriv-guilty.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/kriv-16097.htm,Kriv,['Miro Buljan'],['Nenad Ninčević'],['Nikša Bratoš'],,,
29,rLIJvpNx_1_29,Tony Cetinski,Tony Cetinski,Laku noc,5825,"Mislila si nije ljubav 
Bog zna sta, Bog zna sta 
al' vidis sve se mjenja 
ti si tamo gdje sam bio ja 

Na mene mozes da se kladis
i kada srce mi na zivo vadis 
 
Mislila si s nama sve je 
prolazno, prolazno 
al' kad me nema, sve te boli 
prokleto, prokleto 

Na mene mozes da se kladis
i kada srce mi na zivo vadis 

Ref.
Laku noc
sramoto najdraza 
sve sam oprostio 
sve tvoje tajne sam ugostio 

Laku noc
moj zivot bila si 
za sve sto kriva si 
u ovom krugu ja sam castio 

Laku noc

Ref.

U svadji bio sam sa nebom 
i, cini mi se, lakse cu 
kupiti sitne lazi srebrom 
nego pred tobom priznati 
da sam te tako volio 

Ref.","https://tekstovi.net/2,135,54381.html",Aleksandra Milutinovic,Laku noć,Good night,,"Mislila si nije ljubav
1
Bog zna šta, Bog zna šta
Al' vidiš sve se mjenja
Ti si tamo gdje sam bio ja. Na mene možeš da se kladiš
I kad srce mi na živo vadiš. Mislila si s nama sve je
Prolazno, prolazno
Al' kad me nema sve te boli
Prokleto, prokleto. Na mene možeš da se kladiš
I kada srce mi na živo vadiš. Laku noć sramoto najdraža
Sve sam oprostio
Sve tvoje tajne sam ugostio
Laku noć moj život bila si
za sve što kriva si
U ovom krugu ja sam častio
Laku noć. Mislila si s nama sve je
Prolazno, prolazno
Al' kad me nema sve te boli
Prokleto, prokleto. Na mene možeš da se kladiš
I kada srce mi na živo vadiš. Laku noć sramoto najdraža
Sve sam oprostio
Sve tvoje tajne sam ugostio
Laku noć moj život bila si
za sve što kriva si
U ovom krugu ja sam častio. U svađi bio sam sa nebom
I čini mi se lakše ću
Kupiti sitne laži srebrom
Nego pred tobom priznati
Da sam te tako volio. Laku noć sramoto najdraža
Sve sam oprostio
Sve tvoje tajne sam ugostio
Laku noć moj život bila si
za sve što kriva si
U ovom krugu ja sam častio","You thought it wasn't love
God knows what, God knows what
But see everything is changing
You're where I used to be. You can bet on me
Even when you're pulling out my heart. You thought that everything with us is
Temporary, temporary
But when your not here everything hurts
Damn, damn. You can bet on me
Even when you're pulling out my heart. Good night my dearest shame
I've forgiven everything
I've hosted all your secrets
Good night you were my life
For everything that you're to blame
This round was on me
Good night. You thought that everything with us is
Temporary, temporary
But when your not here everything hurts so
Damn much, damn much. You can bet on me
Even when you're pulling out my heart. Good night my dearest shame
I've forgiven everything
I've hosted all your secrets
Good night you were my life
For everything that you're to blame
This round was on me
Good night. I was in a quarrel with the sky
And it seems that I'll more easily
Buy tiny lies with silver
Than admit in front of you
That I've loved you so. Good night my dearest shame
I've forgiven everything
I've hosted all your secrets
Good night you were my life
For everything that you're to blame
This round was on me",https://lyricstranslate.com/en/laku-no%C4%87-good-night.html-2,,,,,,,,,,,
30,rLIJvpNx_1_30,Tony Cetinski,Tony Cetinski,Ljubav i bol,18331,"Spavaju svi, svi osim nas
daleko si, gubi se glas
necu se ne pomiriti s tim
stoti vec put ja odlazim

Ref.
Ljubav i bol samo za tebe
duga je noc, to nije kraj
ljubav i bol samo zbog tebe
borit' cu se za tebe znaj
 
Miris oluje osjecam sad
pod nama lezi zadimljen grad
i samo mjesec tajnu zna
sacuvanu od vremena

Ref.

Ljubav i bol samo zbog tebe
borit' cu se za tebe znaj
ljubav i bol
ljubav i bol","https://tekstovi.net/2,135,35281.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/ljubav-i-bol-4213.htm,Ljubav i bol,,,,,,
31,rLIJvpNx_1_31,Tony Cetinski,Tony Cetinski,Ljubav tjera krv u venama,21004,"Jos trazim te u rukama
naviklim da grle te
jos cuvam te na usnama
naviklim da ljube te

Daj pokazi dlan gdje sunce radja dan
i kisa dugom rasplace nebo
tvoj sam vojnik sad znam
hrabar i ponosan cuvam
onu kojoj pripadam
 
Ref.
Jer ljubav tjera krv u venama
da trazim tebe medju zenama
milijun milja daleko od nas
i nebo cuva tvoj dobar glas

I ljubav tjera krv u venama
jer ti si blago medju zenama
dok izgaram na tvojim grudima
od Boga jedan medju ljudima

Nocas sam leden a gorim
k'o dijete k sebi primi me
da s tvoje strane postelje
pruzis ruku spasis me

Tvoj sam vojnik sad znam
hrabar i ponosan cuvam
onu kojoj pripadam

Ref. 2x","https://tekstovi.net/2,135,35297.html",,Ljubav tjera krv u venama,Love forces blood in veins,,"Još tražim te u rukama
Naviklim da grle te
Još čuvam te na usnama
Naviklim da ljube te. Refren
Daj pokaži dlan gdje sunce rađa dan
I kiša dugom rasplače nebo
Tvoj sam vojnik sad znam
Hrabar i ponosan čuvam onu kojoj pripadam. Jer ljubav tjera krv u venama
Da tražim tebe među ženama
Milijun milja daleko od nas
I nebo čuva tvoj dobar glas. I ljubav tjera krv u venama
jer ti si blago među ženama
Dok izgaram na tvojim grudima
Od Boga jedan među ljudima. Noćas sam leden a gorim
Ko dijete k sebi primi me
Da s tvoje strane postelje
Pružiš ruku spasiš me","I still looking for you in hands
accustomed to hug you
I still hold you on lips
accustomed to kiss you. Refrain:. C'mon show me palm, where sun rises day
And rain makes sky cry
I'm your soldier I know now
brave and proud, I keep one I belong to. Because, love forces blood in veins
To search for you among women
Million miles far away from us
And the sky keeps your good reputation. And love forces blood in veins
Because you are treasure among women
While I aflame on your chest
From God, one among people. Tonight I am cold, but I'm burning
like a child, take me to yourself
from your side of a bed
Reach out your hand, and save me",https://lyricstranslate.com/en/ljubav-tjera-krv-u-venama-love-forces-blood-veins.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/ljubav-tjera-krv-u-venama-16108.htm,Ljubav tjera krv u venama,['Dragan Brnas Fudo'],"['Faruk Buljubašić Fayo', 'Dragan Brnas Fudo']","['Nikša Bratoš', 'Dragan Brnas Fudo']",,,
32,rLIJvpNx_1_32,Tony Cetinski,Tony Cetinski,Ljubav u kamenu,979,"Tko zna koji sat
tko zna koji dan iza mene
ostavljam joj trag
neka zna, jos sam tu

Zivot je od suza
napravio stijene
ostala je ljubav 
ta u kamenu
 
Nije vazno, ne
reci cu joj sve
neka ide samo
 barem da na tren je ugledam

Srce slijedi se
kada srca nam se vide
nikad sreca nije dosla
jer me ona nije prosla

Ref.
Dugo zbog nje rusim sve na dusi
pa od pijeska snove gradim
zbog nje dugo starim i jos zivim
da me Bog kraj njenog srca baci

Ref. 4x","https://tekstovi.net/2,135,60400.html",,Ljubav u kamenu,Love in the stone,Kao u snu,"'Ko zna koji sat, 'ko zna koji dan iza mene
Ostavljam joj trag neka zna, još sam tu
Život je od suza napravio stijene,
Ostala je ljubav ta u kamenu. Nije važno, ne, reći ću joj sve neka ide
Samo barem da na tren je ugledam
Srce slijedi se kada srca nam se vide,
Nikad sreća nije došla, jer me ona nije prošla. Dugo zbog nje rušim sve na duši,
Pa od pijeska snove gradim
Zbog nje dugo starim i još živim,
Da me Bog kraj njenog srca baci","Who knows which one hour, who knows which one day is behind
I'm leaving a trace for her to know, I'm still here
Life made rocks of the tears
This love stayed in the stone. It's not important, no, I will tell her everything and let her go
Just to see her for a moment, at least
A heart is following itself when our hearts see each other
Happiness has never arrived because she's never disappeared from my heart. Because of her, I'm destroying everything that's in my soul, for so long
And then I'm building dreams of the sand
Because of her, I'm getting old for so long and I still live
For that, to God throws me next to her heart",https://lyricstranslate.com/en/ljubav-u-kamenu-love-stone.html,,,,,,,,,,,
33,rLIJvpNx_1_33,Tony Cetinski,Tony Cetinski,Ludjak k'o  ja,1208,"Jucer
imao sam sve na svijetu
sada, sve je na ruletu
mislio sam, mogu sam

Ti si
uvijek cuvala mi ledja
ako nisi pored mene
znam da gubim, svakako
 
Ref.
Ludjak k'o ja
tek sada zna
da ti si ta
a tko sam ja 
bez tebe, putnik do dna

Ludjak k'o ja
vrijedi li sna 
ako je kraj
samo jos znaj
vise nikome ne oprastaj
ne oprastaj

Dala
dala si mi sve na dlanu
sve sto ljudi tesko nadju
prelako sam dobio sve

Ref.

Ne spavas ti, ne spavam ja
da barem nisi me upoznala
ne bi se sad rusio grad
mozda u ljubav bi vjerovala

Ref.","https://tekstovi.net/2,135,60401.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,,,,,,,,
34,rLIJvpNx_1_34,Tony Cetinski,Tony Cetinski,Mi,106234,"Osjetis li bol 
kad kazem da te ne volim
stoput rijeci lazu
kriju istinu od svih

Osjetis li bol 
kad proslost vrijeme zamagli
nekom dugom ruku dajes 
ko da nikad nismo bili
 
Ref.
Mi, o, mi, duse pune ljubavi
mi, o, mi, negdje izvan nekog 
svijetlog puta, mi

Osjetis li bol 
kad samu prekrije te noc
pitas li se sto sad slijedi 
da l' ce netko doc'

Osjetis li bol 
kad hladne kise padaju
ovdje pored tvojih stakla 
kao kazne sad iz pakla

Ref.

Osjetis li bol 
kad hladne kise padaju
osjetis li bol
ko da nikad nismo bili mi

Ref.","https://tekstovi.net/2,135,19427.html",,Mi,We,,"Osjetis li bol
kad kazem da te ne volim
stoput rijeci lazu
kriju istinu od svih. Osjetis li bol
kad proslost vrijeme zamagli
nekom dugom ruku dajes
ko da nikad nismo bili. Ref.
Mi, o, mi, duse pune ljubavi
mi, o, mi, negdje izvan nekog
svijetlog puta, mi. Osjetis li bol
kad samu prekrije te noc
pitas li se sto sad slijedi
da l' ce netko doc'. Osjetis li bol
kad hladne kise padaju
ovdje pored tvojih stakla
kao kazne sad iz pakla. Ref.. Osjetis li bol
kad hladne kise padaju
osjetis li bol
ko da nikad nismo bili mi. Ref.","Do you feel the pain
When I say that I don't love you
Words are lying hundred times
They are hiding the truth from everyone. Do you feel the pain
When the past blurs the time
You give your hand to someone else
As if there was never.... Chorus:
We, oh we, souls full of love
We, oh we, somewhere out of some
light path, we. Do you feel the pain
When the night covers you alone
Do you wonder what is next
Will somebody come. Do you feel the pain
When cold rains are falling
Here beside your windows
Like punishments from hell. Chorus.. Do you feel the pain
When cold rains are falling
Do you feel the pain
As we never existed",https://lyricstranslate.com/en/mi-we.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/mi-4223.htm,Mi,,,,,,
35,rLIJvpNx_1_35,Tony Cetinski,Tony Cetinski,Mjesecar,5565,"Udji u moje tisine
upali radio
prezivio sam odlazak tvoj
nije me iznenadio

I znala si da je tako
ja uvijek ostat cu svoj
i kad me prokleto boli ja znam
ta bol je netko moj
netko moj
 
Ref.
Dosla si vidjela me
bravo za tebe
plauz i kraj
kazes lako si voljela me
sad lako zaboravljaj

Dodirni mi oci
tvoj mjesecar se od noci
beskrajno umorio
a srce sam otvorio

Vrati mi ljubav
ti duzna si mi kao nitko
a volio sam te toliko
i opet bih sve ponovo

I znala si da je tako
ja uvijek ostat cu svoj
i kad me prokleto boli ja znam
ta bol je netko moj
netko moj

Ref.","https://tekstovi.net/2,135,51591.html",Aleksandra Milutinovic,Mjesečar,Sleepwalker,,"Uđi u moje tišine,upali radio.
1
Preživio sam odlazak tvoj,
nije me iznenadio.. I znala si da je tako,
ja uvijek ostat ću svoj.
I kad me prokleto boli ja znam,
ta bol je netko moj..
Netko moj.. Došla si vidjela me,bravo za tebe,
aplauz i kraj.
Kažeš lako si voljela me,
sad lako zaboravljaj.. Refren:
Dodirni mi oči,
tvoj mjesečar se od noći
beskrajno umorio,
a srce sam otvorio.
Vrati mi ljubav,
ti dužna si mi kao nitko.
A volio sam te toliko,
i opet bih sve ponovo.. I znala si da je tako,
ja uvijek ostat ću svoj.
I kad me prokleto boli ja znam
ta bol je netko moj..
Netko moj.. Došla si vidjela me, bravo za tebe,
aplauz i kraj.
Kažeš lako si voljela me
sad lako zaboravljaj. Refren:
Dodirni mi oči,
tvoj mjesečar se od noći
beskrajno umorio,
a srce sam otvorio.
Vrati mi ljubav,
ti dužna si mi kao nitko.
A volio sam te toliko,
i opet bih sve ponovo.. Uđi u moje tišine, upali radio.
Preživio sam odlazak tvoj,
nije me iznenadio..
Ne, ne...","Come into my silence, turn the radio.
I survived your departure,
it didn't suprise me.. And you knew that,
I will always be on my own.
And when I feel damn pain I know
that pain is someone who is mine...
Who is mine.. You came, you saw me, good for you,
applause and the end.
You say you loved me easily,
now easily forget!. Touch my eyes,
your sleepwalker got endlessly tired
of the night,
but I opened my heart.
Give me back my love,
you owe to me like nobody,
I loved you so much,
And I would do all this again.. And you knew that,
I will always be on my own.
And when I feel damn pain I know
that pain is someone who is mine...
Who is mine.. You came, you saw me, good for you,
applause and the end.
You say you loved me easily,
now easily forget!. Touch my eyes,
your sleepwalker got endlessly tired
of the night,
but I opened my heart.
Give me back my love,
you owe to me like nobody,
I loved you so much,
And I would do all this again.. Come into my silence, turn the radio.
I survived your departure,
it didn't suprise me...
No, no...",https://lyricstranslate.com/en/mjese%C4%8Dar-sleepwalker.html-1,['Tony Cetinski'],,,https://diskografija.com/pjesma/mjesecar-25633.htm,Mjesečar,,,,,,
36,rLIJvpNx_1_36,Tony Cetinski,Tony Cetinski,Moje drugo proljece,63331,"Ona ne zna kako vrijeme gadno udara
dok se smije ja je gledam i zaboravljam
ona ne zna kako vrijeme danak naplati
ono kudi, ono sudi, pa nam presudi

Nasla si me samog, na pola puta
nasla si me slabog dok mi dusa luta
nasla si me slomljenog, nije me sramota priznat
nemam vise vremena, nemam dva zivota
 
Moje drugo proljece, moja utjeha
mislio sam nikad vise pjesma ljubavna

Ona lebdi kada hoda, kada zaplese
njen je zivot cista bajka, jer jos vjeruje

Ref. 2x
Nasla si me samog, na pola puta
nasla si me slabog dok mi dusa luta
nasla si me ranjenog, nije me sramota priznat
nemam vise vremena, nemam dva zivota

Moje drugo proljece, moja utjeha
mislio sam nikad vise pjesma ljubavna
moje drugo proljece, moja utjeha
stogod ljudi govore, ti si vaznija","https://tekstovi.net/2,135,26919.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/moje-drugo-proljece-13902.htm,Moje drugo proljeće,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Marijan Brkić'],,,
37,rLIJvpNx_1_37,Tony Cetinski,Tony Cetinski,Moje sve,90039,"Voli me i ne voli me
ljubi me, ne dotici me
uzmi me, a nikad nemaj me

Pridji blize, ne boj me se,
odlazi i cuvaj me se
zelis li me takvog za sebe
 
I dok ti trudis se 
da nadjes u mom srcu nove prostore
da ljubav sa mnom djelis 
to tako silno zelis

Ref.
Moje sve su zelje iste
skrivene od vjecnosti

Moje sve se ceste gube
u dubini tvoje ljubavi

Moje sve su zelje iste
skrivene od vjecnosti

Moje sve se ceste gube
u dubini tvoje ljubavi

I odjednom moje sve si ti

Lezi malo tu kraj mene
neka nam se ljube sjene
dok ih svitanje ne ubije

Idi sada, prevari me
zaboravi na moje ime
tvoju ljubav ne zasluzujem

Jesi li zbunjena 
i pitas li se zasto bi me voljela
i kome sve to treba
ta ljubav koje nema

Ref.

I dok ti trudis se 
da nadjes u mom srcu nove prostore
da ljubav sa mnom djelis 
to tako silno zelis

Ref.
","https://tekstovi.net/2,135,19935.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/moje-sve-3864.htm,Moje sve,['Bruno Kovačić'],['Bruno Kovačić'],"['Bruno Kovačić', 'Gojko Tomljanović']",,,
38,rLIJvpNx_1_38,Tony Cetinski,Tony Cetinski,Ne daj,19532,"Stojim tu
gledam divlje more nasih godina
sto smo htjeli nisam vise siguran
sto da kazem ne znam ali znam
volim te al' nocas sam malo tih i umoran

Jesmo li
tanka knjiga polupraznih stranica
ili slucaj k'o iz bajke nestvaran
sto da kazem ne znam ali znam
volim te al' nocas sam malo tih i umoran
 
Ref. 2x
Ne daj da nas nocas tuge sruse
ne daj da smo stranci jedina
velegrada izgubljene duse
ne to nismo ti i ja
(sive sjene ulica)

Sjedi tu
ludi svijet je tamo iza prozora
nikom od nas nije takav obecan
sto da kazem ne znam ali znam
volim te al' nocas sam malo tih i umoran

Ref. 3x","https://tekstovi.net/2,135,35257.html",,Ne Daj,Don't let,,"Stojim tu
Gledam divlje more naših godina
što smo htjeli nisam više siguran
što da kažem ne znam ali znam
Volim te al noćas sam malo tih i umoran. Jesmo li
Tanka knjiga polupraznih stranica
Ili slučaj ko iz bajke nestvaran
što da kažem ne znam ali znam
Volim te al noćas sam malo tih i umoran. Ne daj da nas noćas tuge sruše
Ne daj da smo stranci jedina
Velegrada izgubljene duše
Ne to nismo ti i ja. Ne daj da nas noćas tuge sruše
Ne daj da smo stranci jedina
Velegrada izgubljene duše
Ne to nismo ti i ja
Ne to nismo ti i ja. Sjedi tu
Ludi svijet je tamo iza prozora
Nikom od nas nije takav obečan
što da kažem ne znam ali znam
Volim te al noćas sam malo tih i umoran. Ne daj da nas noćas tuge sruše
Ne daj da smo stranci jedina
Velegrada izgubljene duše
Ne to nismo ti i ja. Ne daj da nas noćas tuge sruše
Ne daj da smo stranci jedina
Velegrada izgubljene duše
Ne to nismo ti i ja
Sive sjene ulica
Ne to nismo ti i ja","I'm standing here
Looking at the wild sea of our years
What did we want? I'm not sure anymore
I don't know what to say, but I know
that I love you, though tonight I'm little bit quiet and tired. Are we
Thin book with blank pages
or unreal case from fairy tales
What to say, I don't know, but I know
that I love you, though tonight I'm a little bit quiet and tired. Tonight don't let sadness to crash us
don't let us to be strangers, lost souls in
a big city, my only one
No, that's not us. Tonight don't let sadness to crash us
don't let us to be strangers, lost souls in
a big city, my only one
No, that's not us
No that's not us. Sit right here
There's a crazy world behind the window
Such world was not promised to any of us
What to say, I don't know, but I know
that I love you, though tonight I'm a little bit quiet and tired. Tonight don't let sadness to crash us
don't let us to be strangers, lost souls in
a big city, my only one
No, that's not us. Tonight don't let sadness to crash us
don't let us to be strangers, lost souls in
a big city, my only one
No, that's not us
No that's not us",https://lyricstranslate.com/en/ne-daj-dont-let.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/ne-daj-16102.htm,Ne daj,['Miro Buljan'],['Nenad Ninčević'],['Nikša Bratoš'],,,
