,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija
10,6QUk9BaE_1_10,Goran Karan,Goran Karan,Dalmatinske suze,11924,"Lipa si zemjo moja
ma za me kruva nimas
doli za mulon je leut
vec jidra dize…

Zato mi vaja partit
di nikog svoga niman
ostavit vesla na zalu
i prazne mrize…
 
Ref.:
Zbogon tebi moje plavo more
nek te jubi galeb bili!
Zbogon klapo, zbogon lipe zore
kad smo skupa sritni bili!

Pivan ti pismu
ka suzu za kraj
pismu za oprostaj!
Pivan ti pismu
ka suzu za kraj
suzu za oprostaj!

Ostavjan jubav moju
o njoj mi pisi mati
da li je usnila sricu
il za mnon pati.

Ref. 

Rasula se bilin sviton
ova dusa dalmatinska
pa je niko skupit nece
samo pisma kad potece.

Gorka si zemljo moja,
ma za me druge nima… 

Ref.","https://tekstovi.net/2,238,16842.html",,Dalmatinske suze,,,"Lipa si, zemjo moja
Ma za me kruva nimaš
Doli, za mulon, je leut
Već jidra diže.... Zato mi vaja partit
Di nikog svoga niman
Ostavit vesla na žalu
I prazne mriže.. ---Refren---
Zbogom tebi, moje plavo more
Nek' te jubi galeb bili
Zbogom klapo, zbogom lipe zore
Kad smo skupa sritni bili
Pivan ti pismu, ka suzu za kraj
Suzu za oproštaj.... Ostavjan jubav moju
o njoj mi pii mati
da li je usnila sriću
il za mnon pati. Rasula se bilin svitom
Ova duša dalmatinska
Pa je niko skupit neće
Samo pisma kad poteče. Gorka si, zemjo moja
Ma za me druge nima...",,https://lyricstranslate.com/en/goran-karan-dalmatinske-suze-lyrics.html,['Goran Karan'],https://diskografija.com/pjesma/dalmatinske-suze-466.htm,Dalmatinske suze,['Zdenko Runjić'],"['Zdenko Runjić', 'Nenad Ninčević']",['Nikša Bratoš'],2001 - Dalmatinske suze,2001 - Neizrecivo dobro izdanje,2002 - Ahoj ! - remix,2005 - Zlatna kolekcija,,,
11,6QUk9BaE_1_11,Goran Karan,Goran Karan,Di me mladost ostala,8916,"Jos vidin dvoje dice ispod bora
di se grle na toj hridi pokraj mora
jos cutin ca ji' nima
dok cipa vitar
dok priti zima

Jos vidin dvoje dice na tom zalu
svoja tila iston pridala su valu
jos cutin lita ca ji' nima
dok cipa vitar
dok priti zima
 
Ref.
Kad bi moga vratit vrime
i pustit suzu na one stine
di san pisa tvoje ime
di me mladost ostala

Sa zivota skinit brime
i ciste duse pojubit stine
di san ukra sritno vrime
di me mladost ostala 
di me mladost ostala

Jos cutin miris mora, okus soli
kad jubija san tebe sve do boli
dok sanjam lita ca ji' nima
nek cipa vitar
nek priti zima

Ref. ","https://tekstovi.net/2,238,20824.html",,Di me mladost ostala,,,"Još vidim dvoje dice ispod bora
di se grle na toj hridi pokraj mora.
Još čutim ča ji´nima.
Dok cipa vitar,
dok priti zima.. Još vidim dvoje dice na tom žalu.
Svoja tila istom predala su valu.
Još čutin lita ča ji´nima.
Dok cipa vitar,
dok priti zima.. Kad bi moga vratit vrime
i pustit suzu na one stine
di san pisa tvoje ime,
di me mladost ostala.. Sa života skinut brime
i čiste duše pojubit stine.
Di san ukra sritno vrime.
Di me mladost ostala.
Di me mladost ostala.",,https://lyricstranslate.com/en/goran-karan-di-me-mladost-ostala-lyrics.html,['Goran Karan'],https://diskografija.com/pjesma/di-me-mladost-ostala-453.htm,Di me mladost ostala,['Zdenko Runjić'],['Zdenko Runjić'],['Remi Kazinoti'],2000 - Vagabundo,2001 - Dalmatinske suze,2005 - Zlatna kolekcija,,,,
12,6QUk9BaE_1_12,Goran Karan,Goran Karan,Di si rasla,20772,"Bila je stvarno teska gaza
nova godina i pir
veceras je nasa festa trajala ka rat i mir

I sve je lipo bilo
al' se malo vise pilo
pa se penjalo i padalo pod stol
 
Bila je kraljica te noci
ja sam ima' slobodan dan
od koga, kad i zasto, o tome ne pricam

Jer na po vagabunda, vec sam cili bija njen
kada mi je sesnaest, lud i zaljubljen

Ref. 2x
Ma di si rasla, lipa moja
di se krija takvi cvit
znas li da san ljubav tvoja
da se samo za nas vrti cili svit

A svirci nikad krenut
svima drago, meni ne
jer gledam jednog tipa
di se gura pokraj nje

E, da gitara pucat moze
ja bi puca' isti cas
al' je pukla samo zica
i moj glas

Ref. 2x

Sricom dosli su organi
gazdi rekli ""gasi sve""
do ponoci se svir, a posli toga

Upalila se svitla
valja doma poc'
pa san svima lipo reka ""laku noc""

Zavrsila se svirka
svima krivo, meni ne
u dva-tri krasna skoka
san sletija kraj nje

I kazem ""imam sve
dobre pisme, dobar band
jos mi samo falis ti za happy end""

Ref. 2x","https://tekstovi.net/2,238,25778.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/di-si-rasla-13780.htm,Di si rasla,,,,2008 - Dite jubavi,2008 - CMC Festival 2008,,,,,
13,6QUk9BaE_1_13,Goran Karan,Goran Karan,Dica,8390,"Crno-bila slika stoji
zaigrana lica, smij
prijatelji lipi moji
kad smo dica bili mi

Svaki kantun, punta srice
svaki tren ka zlatna nit
niko od nas ni zna di ce
di je draca, a di cvit
 
Ref.
Dok zivot moj ide svojoj jeseni
tvog prolice uvik zivi u meni
i Bogu fala da negdi u dnu duse
jos san uvik isto dite je

Sve smo sritni tili probat
i na dlanu ponit svit
male zvizde taknit s krova
kad smo dica bili mi

Po gitaru pa do skala
svak je svoje misto zna
da me mater nije zvala
jos bi tamo osta ja

Ref.","https://tekstovi.net/2,238,26334.html",,Dica,Children,Dite jubavi,"Crno-bila slika stoji
Zaigrana lica, smij
Prijatelji, lipi moji
Kad smo dica bili mi. Svaki kantun - punta sriće
Svaki tren - ka zlatna nit
Niko od nas ni zna di će,
Di je drača, a di cvit. ---Refren---
Dok život moj ide svojoj jeseni
To proliće uvik živi u meni
I Bogu fala da, negdi u dnu duše
Još san uvik isto dite ja. Sve smo sritni tili probat
I na dlanu ponit svit
Male zvizde taknit s krova
Kad smo dica bili mi. Po gitaru, pa do skala
Svak je svoje misto zna
Da me mater nije zvala,
Još bi' tamo osta ja. ---Refren---","A black-and-white photo
Playful faces, laughter
My friends, my dear ones
Back when we were kids. Every corner, a bit of happiness
Every instant - like a golden string
No one of us knew where to go
Where are the thorns, and where are the flowers. ---Refrain---
As my life moves towards its autumn
That spring lives on inside me
And thank God that, somewhere deep down
I'm still the same child. We were happy, we wanted to try everything
And take the flower on our palms
Touch the stars from the roof
Back when we were kids. One guitar each, and to the stairs
Each one knew their spot
If my mother hadn't called me
I would still be there. ---Refrain---",https://lyricstranslate.com/en/dica-children.html,['Goran Karan'],https://diskografija.com/pjesma/dica-13784.htm,Dica,,,,,,,,,,
14,6QUk9BaE_1_14,Goran Karan,Goran Karan,Digni me,913,"Dosta je bilo tuge
ostavi sve
dosadne drame duge
digni me, digni me

Nikome nije lako
ljulja se svijet
zato te trebam jako
digni me, digni me
 
Ne postoji sad nitko
osim tebe
i nista osim nas

Ref.
Mogli bi i mi duso
malo srece ukrasti
svijet moze bez nas dvoje
nece propasti

Mogli bi i mi duso 
zajedno do radosti
bas bi nam dobro doslo
malo ludosti

Dosta je bilo tuge
ostavi sve
dosadne drame duge
digni me, digni me

Nisu nam zvijezde krive
kad ne ide
donesi boje zive
digni me, digni me

Ne postoji sad nitko
osim tebe
i nista osim nas 

Ref.

Ref. 2x","https://tekstovi.net/2,238,61115.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/digni-me-16228.htm,Digni me,['Goran Karan'],['Goran Karan'],['Nikša Bratoš'],,,,,,,
15,6QUk9BaE_1_15,Goran Karan,Goran Karan,Dite jubavi (duet Sasa Jakelic),9891,"Bog zna da jubin te
od sveg na svitu boje
Bog zna da cutin te
vise neg tilo svoje

Ref.
Ti si dite jubavi
sjaj od zvizda, zemje mir
okom tvojin nebo gleda me
pa me rukom tvojom miluje
 
Ti si dite jubavi
neba dar si najlipi
nek' ti pute svitli srca luc
jer je jubav za sva vrata kljuc

Bog zna da Njegov sam
kad za te srciu istem
Bog zna da covik sam
kad te na grudi stiscem

Ref.

Nek ti pute svitli srca luc
jer je jubav za sva vrata kljuc
","https://tekstovi.net/2,238,19789.html",,,,,,,,"['Goran Karan', 'Saša Jakelić']",https://diskografija.com/pjesma/dite-jubavi-10215.htm,Dite jubavi,['Goran Karan'],['Goran Karan'],['Nenad Šiškov'],2006 - Dalmatinska Šansona 2006,2008 - Dite jubavi - Goran Karan,,,,,
16,6QUk9BaE_1_16,Goran Karan,Goran Karan,Divna je noc (feat. 4 tenora),542,"Divna je noc, pun je moj dom
svi dobri ljudi, koje ljubim sa mnom su tu
svi pjevaju tu molitvu
pjesmu sto cuva nam vatru na ognjistu

Divna je noc, svijetli nas bor
svi dobri ljudi, koje ljubim dosli su tu
na Polnocku, pred kolijevku
Mariji majci i malom Isusu
 
Ref.
Blagoslovljen ovaj (Sveti) dan
svim na Zemlji ljudima
nebeska milosti, mir nam podari
nek´ svaka dusa tu ljubav osjeti
a meni daj, Boze, za tebe ljubavi
najveci dar daruj mi ti

Divna je noc

Divna je noc, dijelimo stol
svi dobri ljudi, koje ljubim a nisu tu
jos pjevaju tu molitvu
u srcu zive, i zauvijek ostaju

Ref. 

Divna je noc
dolazi On","https://tekstovi.net/2,238,64629.html",,,,,,,,,,,,,,,,,,,,
17,6QUk9BaE_1_17,Goran Karan,Goran Karan,"Dobro ti jutro, ljubavi",5439,"Nosim ti kavu sa malo mlijeka
kad otvoris oci neka te ceka
nek' ovaj dan novi dan
bude dan samo za nas

Vani je kisa, al' dobre sam volje
kraj mene spavas i ne moze bolje
nek' ovaj dan novi dan
bude dan samo za nas
 
Ref.
Dobro ti jutro, ljubavi
uz tebe sreca postoji
tvoja je ruka jedina luka
zagrli me

Dobro ti jutro, volim te
ostani blizu, molim te
na moje rame sa desne strane
nasloni se

Nek' ovaj dan
novi dan bude dan
samo za nas

Uci me ljubit' sve ispocetka
od prvog slova do zadnjeg retka
nek' ovaj dan novi dan
bude dan samo za nas

Ref.","https://tekstovi.net/2,238,61044.html",,"Dobro ti jutro, ljubavi",Good morning my love,,"Nosim ti kavu sa malo mlijeka
kad otvoriš oči neka te čeka
nek' ovaj dan novi dan bude
dan samo za nas. Vani je kiša, al' dobre sam volje
kraj mene spavaš i ne može bolje
nek' ovaj dan novi dan bude
dan samo za nas. [Refren]
Dobro ti jutro, ljubavi
uz tebe sreća postoji
tvoja je ruka jedina luka
zagrli me. Dobro ti jutro, volim te
ostani blizu molim te
na moje rame sa desne strane
nasloni se. Nek' ovaj dan novi dan bude
dan samo za nas. Nosim ti kavu sa malo mlijeka
kad otvoriš oči neka te čeka
nek' ovaj dan novi dan bude
dan samo za nas. Uči me ljubit sve iz početka
od prvog slova do zadnjeg retka
nek' ovaj dan novi dan bude
dan samo za nas. [Refren]
Dobro ti jutro, ljubavi
uz tebe sreća postoji
tvoja je ruka jedina luka
zagrli me. Dobro ti jutro, volim te
ostani blizu, molim te
na moje rame sa desne strane
nasloni se. Nek' ovaj dan novi dan bude
dan samo za nas","I bring you coffee with a bit of milk
To wait for you when you open your eyes
Let this day, the new day be
A day just for us. It's raining outside but I'm in a good mood
You're sleeping next to me, and things can't be better
Let this day, the new day be
A day just for us. ---Refrain---
Good morning my love
Love exists with you
Your hand is my only harbor
Hug me. Good morning, I love you
Stay close to me, please
On my shoulder, from the right side
Lean your head. Let this day, the new day be
A day just for us. I bring you coffee with a bit of milk
To wait for you when you open your eyes
Let this day, the new day be
A day just for us. Teach me how to love from the beginning
From the first letter to the last row
Let this day, the new day be
A day just for us. --Refrain---
Good morning my love
Love exists with you
Your hand is my only harbor
Hug me. Good morning, I love you
Stay close to me, please
On my shoulder, from the right side
Lean your head. Let this day, the new day be
A day just for us",https://lyricstranslate.com/en/dobro-ti-jutro-ljubavi-good-morning-my-love.html-0,,,,,,,,,,,,,
18,6QUk9BaE_1_18,Goran Karan,Goran Karan,Drugo lice ljubavi,12769,"Ti vidio si sve
onaj svijet 
koji samo ljubav daje
dane pune njeznosti
noci pune svjetlosti

Sad sve se mijenja oko nas
neki nepoznati grad
druge rijeci, drugi glas
 
Ti ubrao si njoj
onaj cvijet 
koji samo ljubav daje
dane pune njeznosti
noci pune svjetlosti

Sad sve se mijenja oko nas
neki nepoznati grad
druge rijeci, drugi glas

Ref.
To je drugo lice ljubavi
vrijeme je za oprostaj
to je drugo lice ljubavi
ono koje gubi sjaj

To je drugo lice ljubavi
drugo ime za kraj
to je drugo lice ljubavi
to je izgubljen raj

Dane pune njeznosti
noci pune svjetlosti
sad sve se mijenja oko nas
neki nepoznati grad
druge rijeci, drugi glas

Ref.

To je hladan zagrljaj
","https://tekstovi.net/2,238,11893.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/drugo-lice-ljubavi-5743.htm,Drugo lice ljubavi,,,,,,,,,,
19,6QUk9BaE_1_19,Goran Karan,Goran Karan,Dugo nisam bio mlad,2973,"Ajme, dolaze leptiri
miris tvoj na jastuku
na moj prozor sreca viri
oblaci namiguju

Jutros poceli smo dobro
svidja mi se ovaj dan
nesto staro, nesto novo
osjecam da pripadam
 
Ref.
Dugo nisam bio mlad
sve do tvojeg poljupca
dugo nisam bio mlad
nije bilo razloga

Dugo nisam bio mlad
ti si me ozivjela
Dugo nisam bio ja
pjesma mi se vratila

Ako pitas sto mi vrijedi
u zivotu najvise
tvoje ime odmah slijedi
na usnama zaplese

S njim mi dolaze leptiri
pa se sjetim sta smo sve
osmijeh se k´o nebo siri
samo ljubav vidi se

Ref. 2x

Dugo nisam bio mlad
sve do tvojeg poljupca","https://tekstovi.net/2,238,61116.html",,Dugo nisam bio mlad,,,"Ajme, dolaze leptiri
miris tvoj na jastuku
na moj prozor sreća viri
oblaci namiguju. Jutros počeli smo dobro
svidja mi se ovaj dan
nešto staro, nešto novo
osjećam da pripadam. Ref.
Dugo nisam bio mlad
sve do tvojeg poljupca
dugo nisam bio mlad
nije bilo razloga. Dugo nisam bio mlad
ti si me oživjela
Dugo nisam bio ja
pjesma mi se vratila. Ako pitaš što mi vrijedi
u životu najviše
tvoje ime odmah slijedi
na usnama zapleše. S njim mi dolaze leptiri
pa se sjetim šta smo sve
osmijeh se k´o nebo širi
samo ljubav vidi se. Ref. 2x. Dugo nisam bio mlad
sve do tvojeg poljupca",,https://lyricstranslate.com/en/goran-karan-dugo-nisam-bio-mlad-lyrics.html,,,,,,,,,,,,,
20,6QUk9BaE_1_20,Goran Karan,Goran Karan,Glas sa juga,1804,"Nocas cujem glas sa juga
piva mi o jubavi
ona nasa lita duga
ne da da zaboravim

Nocas cujem glas sa juga
dira me kroz ovaj mrak
odnit ce me opet tuga
u tvoj slatki zagrljaj
 
Ref.
Da mi s tobom zamirise more
pokraj tebe srce zakuca
da ti sapnem da si mi amore
da smo jedno ti i ja

Da mi s tobom zamirise more
pokraj tebe srce zakuca
da ti sapnem mi amore
da te jubim svaki dan

Nocas cujem glas sa juga
sapat tvojih usana
reci mi da traje jubav
da ce doc da sanjam ja

Ref.

Da mi s tobom zamirise more
pokraj tebe srce zakuca
da ti sapnem amore

Ref.

Nocas cujem glas sa juga
piva mi o jubavi","https://tekstovi.net/2,238,56240.html",,Glas sa juga,A voice from the South,,"--- 1 ---
Noćas čujem glas sa juga
piva mi o jubavi
ona naša lita duga
ne da da zaboravim. Noćas čujem glas sa juga
dira me kroz ovaj mrak
odnit će me opet tuga
u tvoj slatki zagrljaj. --- R ---
Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem da si mi amore
da smo jedno ti i ja. Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem da si mi amore
da te jubim svaki dan. Noćas čujem glas sa juga
šapat s tvojih usana
reci mi da traje jubav
da će doć da sanjam ja. Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem da si mi amore
da smo jedno ti i ja. Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem da si mi amore
da te jubim svaki dan. Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem amore. Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem da si mi amore
da smo jedno ti i ja. Da mi s tobom zamiriše more
pokraj tebe srce zakuca
da ti šapnem da si mi amore
da te jubim svaki dan. Noćas čujem glas sa juga
piva mi o jubavi","---1---
I hear a voice from the south tonight
Singing about love
Not letting me forget
Our long summers together.. I hear a voice from the south tonight
Touching me through the night
Sadness will take me back
To your sweet embrace.. ---R---
Let me smell the sea with you
Let my heart beat by your side
Let me whisper that you are my love
That you and I are one.. Let me smell the sea with you
Let my heart beat by your side
Let me whisper that you are my love
To kiss you every day.. I hear a voice from the south tonight
A whisper from your lips
Tell me that love lasts
That it will come to my dreams.. Let me smell the sea with you
Let my heart beat by your side
Let me whisper that you are my love
That you and I are one.. Let me smell the sea with you
Let my heart beat by your side
Let me whisper that you are my love
To kiss you every day.. Let me smell the sea with you
Let my heart beat by your side
Let me whisper my love. Let me smell the sea with you
Let my heart beat by your side
Let me whisper that you are my love
That you and I are one.. Let me smell the sea with you
Let my heart beat by your side
Let me whisper that you are my love
To kiss you every day.. I hear a voice from the south tonight
Singing about love.",https://lyricstranslate.com/en/glas-sa-juga-voice-south.html,,,,,,,,,,,,,
21,6QUk9BaE_1_21,Goran Karan,Goran Karan,Gorko more,3866,"Na masline zuta luna pala
gorko more u daljini blista
zasto nocas partit mora
zasto za me zemljo moja nimas mista

Ti ne placi koju jubin tako
zivot da bi za jos uru s tobom
nije ovo partenca od voje
jube moja, duso, duse moje
 
Bile su boje cukar i sol
sve je to isto jubav i bol
takav je zivot, takvi je svit
jedno kraj drugog i kriz i cvit

Ref.
Aa, gorko moje more
aa, gorko moje more

Ref.","https://tekstovi.net/2,238,49682.html",,Gorko more,The bitter sea,,"Na masline žuta luna pala
gorko more u daljini blista
zašto noćas partit mora
zašto za me zemljo moja nimaš mista. Ti ne plači koju jubin tako
život da bi za još uru s tobom
nije ovo partenca od voje
jube moja, dušo, duše moje. Bile su boje cukar i sol
sve je to isto jubav i bol
takav je život, takvi je svit
jedno kraj drugog i križ i cvit. Ref.
Aa, gorko moje","Yellow moonlight fell over the olive trees
The bitter sea shines in the distance
Why do I have to leave tonight
Why, my land, do you have no space for me?. You, who I love so much, don't cry
I'd give my life for another hour with you
This is no voluntary departure
My love, the soul of my soul.. Both sugar and salt are white in color
It's all the same, love and pain
That's what life is like, that's what the world is
Next to each other, a cross and a flower. Ref.
Ah, my bitter sea...",https://lyricstranslate.com/en/gorko-more-bitter-sea.html,['Goran Karan'],https://diskografija.com/pjesma/gorko-more-25551.htm,Gorko more,,,,,,,,,,
22,6QUk9BaE_1_22,Goran Karan,Goran Karan,Ima jedno svijetlo (feat. The Shades),886,"Mirno spavaj, duso mala
cuvam te

Ima jedno svijetlo
nikad se ne gasi
ima jedna sreca 
sto mi zivot krasi
 
Ima jedno mjesto
gdje se blaga kriju
ima jedno lice
najdraze od sviju

Ref.
Mirno spavaj, duso mala
cuvam te
ispod zvijezda nisi sama
ljubim te

Gdje si ti, gdje si ti
andjeli traze svi
jedan cvijet u raju fali
to si ti

Ima jedno more
u oko je stalo
ima jedno srce
jedno srce malo

Ima jedan osmijeh
vazniji od svijeta
od njeg' mi se place
to je ljubav sveta

Ref.

Gdje si ti, gdje si ti 
andjeli traze svi
jer si ti andjel najljepsi
meni najdrazi

Mirno spavaj, duso mala
cuvam te","https://tekstovi.net/2,238,61875.html",,,,,,,,,,,,,,,,,,,,
23,6QUk9BaE_1_23,Goran Karan,Goran Karan,Jednom dnevno (feat. Antonio Serrano),819,"Mogu se nosit' sa svim sto dodje
sunce, i kisa, i snijeg sve prodje
na tebe pomislim i lako je

Vidim kroz oblake to mogu
ispijam poljupce slobodu
druga mi ne treba
ja tajnu znam
 
Ref.
Jednom dnevno bar jednom na dan
poljubi me
jednom dnevno bar jednom da znam
da imam te

Tuga mi kuca na vrata
al' nema me, nisam tu
cuvas me srcem od zlata
u svome narucju

Mogu se nosit' sa svim sto dodje
sunce, i kisa, i snijeg sve prodje
na tebe pomislim, ja tajnu znam

Ref.

Jednom dnevno
bar jednom na dan
 jednom dnevno
bar jednom da znam
jednom dnevno","https://tekstovi.net/2,238,61047.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,,,,,,,,,,
24,6QUk9BaE_1_24,Goran Karan,Goran Karan,Jos uvijek vjerujem da ljubav postoji,21625,"Stojim tu k'o ranjenik
iz tvog srca prognanik
otkad tebe znam, tebi pripadam
jos te vojom osjecam

Ref.
Jos uvijek vjerujem 
da ljubav postoji
jos uvijek vjerujem 
da samo moja si
 
Jos tebi ova dusa pripada
i volim te k'o nikog nikada
jos uvijek vjerujem 
da jedan svijet smo mi
da ljubav - to si ti

Tko sam ja kad odes ti
pola me ne postoji
otkad tebe znam, tebi pripadam
jos te svojom osjecam

Ref.

Jos te svojom osjecam

","https://tekstovi.net/2,238,11913.html",,Još uvijek vjerujem,I Still Believe,,"Stojim tu k'o ranjenik
Iz tvog srca
Prognanik
Otkad tebe znam
Tebi pripadam
Još te svojom
Osjećam. Još uvijek vjerujem
Da ljubav postoji
Još uvijek vjerujem
Da samo moja si
Još tebi ova duša pripada
I volim te k'o niko nikada
Još uvijek vjerujem
Da jedan svijet smo mi
Da ljubav to si ti. Ko sam ja
Kad odeš ti
Pola me' ne postoji
Otkad tebe znam
Tebi pripadam
Još te svojom osjećam. Još uvijek vjerujem
Da ljubav postoji
Još uvijek vjerujem
Da samo moja si
Još tebi ova duša pripada
I volim te k'o niko nikada
Još uvijek vjerujem
Da ljubav postoji
Da ljubav to si ti. Još te svojom osjećam","I'm standing here like someone wounded
From your heart
An exile (An exile from your heart)
From when I met you
I belong(ed) to you
I still feel you as mine. I still believe
That love exists
I still believe
That you are only mine
This soul still belongs to you
And I love you like nobody ever (has)
I still believe
That we are one world
That you are love. Who am I
When you leave
Half of me doesn't exist
From when I met you
I belong(ed) to you
I still feel you as mine",https://lyricstranslate.com/en/jos-uvijek-vjerujem-i-still-believe.html,,,,,,,,,,,,,
25,6QUk9BaE_1_25,Goran Karan,Goran Karan,"Jubin te, jubin",21116,"Da san ti srce
na dlan ti ga spustih
ka bili cvitak ubran usrid grudi
ka malo dite jedva sam izusti
jubin te, jubin moja budi

Da sam ti jubav
prid tebe san kleka
u zoru zlatnu prid to lice lipo
skoro san umra 
prije neg san reka
jubin te, jubin ludo, slipo

Ref.
Jubin te, jubin duso moga tila
nocas sam sanja moja si bila
jubin te, jubin, lipsa si od vila
ti si mi dala jubavi krila

Sad srcu pusti neka plane
kad s neba Bog te posla za me

Da sam ti jubav 
prid tebe san kleka
u zoru zlatnu prid to lice lipo
skoro san umra 
prije neg sam reka
jubin te, jubin ludo slipo

Ref.

Sad spusti glavu na moje rame
Kad s neba Bog te posla za me
","https://tekstovi.net/2,238,11895.html",,"Jubin te, jubin",,,"Da san ti srce
na dlan ti ga spustih
ka bili cvitak ubran usrid grudi
ka malo dite jedva sam izusti
jubin te, jubin moja budi. Da sam ti jubav
prid tebe san kleka
u zoru zlatnu prid to lice lipo
skoro san umra
prije neg san reka
jubin te, jubin ludo, slipo. Ref.
Jubin te, jubin dušo moga tila
noćas sam sanja moja si bila
jubin te, jubin, lipša si od vila
ti si mi dala jubavi krila. Sad srcu pusti neka plane
kad s neba Bog te posla za me. Da sam ti jubav
prid tebe san kleka
u zoru zlatnu prid to lice lipo
skoro san umra
prije neg sam reka
jubin te, jubin ludo slipo. Ref.. Sad spusti glavu na moje rame
Kad s neba Bog te posla za me",,https://lyricstranslate.com/en/goran-karan-jubin-te-jubin-lyrics.html,['Goran Karan'],https://diskografija.com/pjesma/jubin-te-jubin-457.htm,Jubin te jubin,['Zdenko Runjić'],['Nenad Ninčević'],['Nikša Bratoš'],2000 - Vagabundo,2005 - Zlatna kolekcija,,,,,
26,6QUk9BaE_1_26,Goran Karan,Goran Karan,Kad ona place (feat. Big Blue),327,"Tisuce vatri gore u meni
sa slijepog srca led se topi
ona i ne zna da ruke njene
sotonu krote kad oci sklopi

Ref.
I placu zvijeri bez uma i duse
i place cedo kad ona place
ne poznajem boli na ovom svijetu
od njenih suza sto bole jace
 
Samo ona zna da tako place

Slutim dobrotu koju nemam
tu, kraj mene, cistu i bijelu
dok tako place, ja snage nemam
gledati njenu suzu vrelu

Ref. 2x

Samo ona zna da tako place","https://tekstovi.net/2,238,63064.html",,,,,,,,,,,,,,,,,,,,
27,6QUk9BaE_1_27,Goran Karan,Goran Karan,Kad podne zazvoni,5052,"U tvon oku sta mi krade mir
Bog je smisa i kripos i grih
tu kraj mene misto ti je da
radosti moja jedina

Tvoje usne zrile trisnje dvi
svake noci stoput' pojubi
prije nego utonen u san
radosti moja jedina
 
Ref.
/A/jer/ kad podne zazvoni
lipa moja, doc' cu ti
da te pismon isprosin
da te sritnon ucinin

A kad zvizde zasjaju
pute nan osvitlaju
priko praga prinicu
jubav svoju najvecu

Tvoje ruke ka golubice
takle su me, sricu donile
cili zivot cekan ovi dan
radosti moja jedina

Ref. 2x","https://tekstovi.net/2,238,37579.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/kad-podne-zazvoni-25550.htm,Kad podne zazvoni,,,,,,,,,,
28,6QUk9BaE_1_28,Goran Karan,Goran Karan,Kad ti srce ne piva,10535,"Odma san ubra 
da pripuna si grinte
i rodia se nije jos 
covik za tebe

Jer si mi rekla 
da ostavim te finte
i da ne cinim vise 
cuguna od sebe
 
I ronjala si 
da zivot pisma nije
da ne more se zivit' 
od same arije

Sve dokle nisam 
osladija ti grije
dok srce nisam 
aci ti drito prid noge

Ref.
Jubav lipa, jubav slipa 
srica je i pokora
al' nimas u sta, nima gusta 
kad ti srce ne piva

Jubav lipa, jubav slipa 
srica je i pokora
al' nimas u sta, nima gusta 
kad ti srce ne piva

Odma san ubra 
da bila bi mi spoza
da tilu ti je misto 
u mojoj posteji

Ma de ne das gusta 
kad prava dispetoza
i srcu svome ne das 
da s menom poludi

Al' Bog je 'tija da pustis se 
do kraja
kad smo se ono stisli 
na ladnoj promaji

I kad smo prosli 
kroz sama vrata raja
ni sitila se nisi 
da smo siromaji

Ref. 2x
","https://tekstovi.net/2,238,11912.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/kad-ti-srce-ne-piva-478.htm,Kad ti srce ne piva,['Zdenko Runjić'],['J. Tudor'],,,,,,,,
29,6QUk9BaE_1_29,Goran Karan,Goran Karan,Kada jesen dodje (duet Jelena Radan),15558,"Dok ne dodirnem tebe
dok ti ne cujem rijec
nikad smirit' se necu
dok mi nemirnu dusu 
s tvojom ne stave lec' 
nikad smirit' se necu
 
Dok mi ljubavi voce 
ne naraste uz put
dok mi najdraze oci tvoje 
ne kazu kud
dok mi drvo zivota 
nema boju tvog sna 
necu znat' da zivim ja

Ref.
Cuvaj me kada jesen dodje
kad su zvijezde hladne
a na usne padne gorko crno grozdje
cuvaj me kada jesen dodje 
da ne zadrhtim ako ljubav prodje

Dok sa usana mojih 
ti ne okusis most
nikad smirit' se necu
dok ne prolijes vodu
dok ne pozelis jos
nikad smirit' se necu","https://tekstovi.net/2,238,8307.html",,,,,,,,,,,,,,,,,,,,
