,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_5_diskografija,Album_6_diskografija
10,Wm5tG4b5_1_10,Thompson,Thompson,"Crne noci, bijeli putevi",25630,"Ref.
Crne noci, bijeli putevi
mene zovu, zive u meni
ej, na mom dlanu crta srece
ne postoji niti nece
ej, neka nece
 
Ranom zorom kad se budim 
ja te gledam, ja te ljubim
dok ti ljubav svoju dajem
ni sam ne znam da l' se kajem

Ej, jer kad novi dan se rodi
mene srce k tebi vodi

Ref.

Jer kad nova zora svane
ja ti odoh, moje lane

Ref.","https://tekstovi.net/2,440,27092.html",,Ruku na srce,Ruku na srce,,"Crne noći, bijeli putevi
Mene zovu, žive u meni
Na mom dlanu crta sreće
Ne postoji, niti neće, neka neće. Ranom zorom kad se budim
Ja te gledam, ja te ljubim
Dok ti ljubav svoju dajem
Ni sam ne znam dal' se kajem
Jer kad novi dan se rodi
Mene srce k'tebi vodi. Crne noći, bijeli putevi
Mene zovu, žive u meni
Na mom dlanu crta sreće
Ne postoji, niti neće, neka neće. Jer kad nova zora svane
Ja ti odoh, moje lane","Dark nights, white roads
Are calling for me, and living in me
On my palm, the line of happiness
Doesn't exist, and it won't ever, let it be so. Early morning when I wake up
I'm looking at you, I'm kissing you
While I'm giving you my love
I don't even know do I regret
Because when new day comes
My heart is leading me to you. Dark nights, white roads
Are calling for me, and living in me
On my palm, the line of happiness
Doesn't exist, and it won't ever, let it be so. Because when new dawn comes
I will be gone, my fawn",https://lyricstranslate.com/en/Ruku-na-srce-Ruku-na-srce.html,['Thompson'],https://diskografija.com/pjesma/ruku-na-srce-5370.htm,Ruku na srce,,,,,,,,,
11,Wm5tG4b5_1_11,Thompson,Thompson,Dan dolazi,59515,"Ljeto, jesen, zimu i proljece
sve to jedan zivot nosi
kada s neba andjeo doljece
radjamo se i odemo bosi

Zbogom nebo plavo
i mog doma rosna travo
dobri moji prijatelji svi
zbogom ljubavi
 
Ref.
Dan dolazi za heroje i sirotinju
dan dolazi da se spase koji vjeruju
zapjevajmo, dan dolazi

Kada zora rano zamirise
ja je necu vidjet vise
a kad divlje ruze procvjetaju
raduju se koji znaju

Zbogom nebo plavo
i mog doma rosna travo
dobri moji prijatelji svi
zbogom ljubavi

Ref.

Ref.","https://tekstovi.net/2,440,21336.html",,Dan dolazi,Day is coming,Bilo jednom u Hrvatskoj (2006),"Ljeto, jesen, zimu i proljeće
Sve to jedan život nosi
Kada s neba anđeo dolijeće
Rađamo se i odemo bosi. Zbogom nebo plavo
I mog doma rosna travo
Dobri moji prijatelji svi
Zbogom ljubavi. Ref.
Dan dolazi za heroje i sirotinju
Dan dolazi da se spase koji vjeruju
Zapjevajmo, dan dolazi. Kada zora rano zamiriše
Ja je neću vidjet više
A kad divlje ruže procvjetaju
Raduju se koji znaju. Zbogom nebo plavo
I mog doma rosna travo
Dobri moji prijatelji svi
Zbogom ljubavi. Ref.. Ref.","Summer, fall, winter and spring,
All of it bringing a life
When an angel from sky comes flying
We get born and we leave barefoot. Adieu, blue sky
And my home's dewy grass
All my good friends
Adieu, love. Ref.
Day is coming for heroes and the poor
Day is coming to save themselves those who believe
Let's sing, day is coming. When the early dawn's fragrance spreads
I won't see her any longer
And when wild roses burst into flowers
Those who know rejoice. Adieu, blue sky
And my home's dewy grass
All my good friends
Adieu, love. Ref.. Ref.",https://lyricstranslate.com/en/dan-dolazi-day-coming.html,['Thompson'],https://diskografija.com/pjesma/dan-dolazi-10458.htm,Dan dolazi,,,,,['Marko Perković Thompson'],['Marko Perković Thompson'],"['Marko Perković Thompson', 'Tiho Orlić', 'Damir Lipošek']",,
12,Wm5tG4b5_1_12,Thompson,Thompson,Diva Grabovceva,65717,"Bila jednom u tim davnim danima
Grabovceva lijepa kci
gdje iz kamena voda tece
na Hercegovu tlu
gdje iz kamena raste cvijece 
u sjecanje na nju
 
Dusman tuce, mlado tijelo ubija
u oku joj gasi nevin sjaj
molitva je na usnama bila joj za kraj
umre tijelo, al' dusa ode u Gospin zagrljaj

Ref.
Diva, Diva Grabovceva 
zauvijek na nebu s'ja
tece voda Hercegova
tamo gdje bi njezin kraj

Pogledaj u oci nasim zenama
i kad vidis jedan divan sjaj
to je Diva Grabovceva
jos je ona ziva znaj

Tece voda Hercegova
tamo gdje bi njezin kraj

Ref.

Surovo je ovo vrijeme, ljudi zli
vlada opci nespokoj
ja se osjecam bolje kada pjevam ti o njoj
o toj zeni, cistoj, hrabroj
Divi Grabovcevoj

Ref. 2x","https://tekstovi.net/2,440,21337.html",,,,,,,,['Thompson'],https://diskografija.com/pjesma/diva-grabovceva-10453.htm,Diva Grabovčeva,,,,,['Marko Perković Thompson'],['Marko Perković Thompson'],['Tiho Orlić'],,
13,Wm5tG4b5_1_13,Thompson,Thompson,Dobro jutro,38118,"A sto mogu 
kad sam takav ja
Bog me stvori 
kakvog - takvoga

Svega imam u zivotu 
svega imam ja
osim tebe, moja voljena
(2x)
 
Dobro jutro zoro varljiva
dobro jutro zeno lazljiva
zbog tebe sam vino pio
zbog tebe sam ostario

Nosi srce, al' dusu ne diraj
zbog tebe sam vino pio
zbog tebe sam ostario
nosi srce, al' dusu ne diraj

Sam za praznim stolom 
sjedim ja
puna mi je kapa sjecanja
nema nikog da me prati 
uspomene da mi vrati

Zora tek sto nije svanula
nema nikog da me prati 
uspomene da mi vrati
zora tek sto nije svanula

Ref.
","https://tekstovi.net/2,440,11975.html",,Dobro jutro,Good morning,,"A što mogu kad sam takav ja
1
Bog me stvori kakvog takvoga
Svega imam u životu, svega imam ja
Osim tebe, moja voljena. Dobro jutro, zoro varljiva
Dobro jutro, ženo lažljiva
Zbog tebe sam vino pio
Zbog tebe sam ostario
Nosi srce, al' dušu ne diraj. Sam za praznim stolom sjedim ja
Puna mi je kapa sjećanja
Nemam nikog da me prati
Uspomene da mi vrati
Zora tek što nije svanula.","What can I do when I am such a man!
God made me as what I am
I have everything in my life, Everything I have
Except you, my only lover. Good morning, the deceptive dawn
Good morning, liar woman
Because you, I had been drinking wine
Because you, I have been getting old
Go ahead, take my heart, but don't touch my soul. I'm sitting alone at an empty table
I'm so sick of memories
I haven't anyone to follow me
To bring me back my old memories
Dawn is coming soon",https://lyricstranslate.com/en/dobro-jutro-good-morning.html-2,['Thompson'],https://diskografija.com/pjesma/dobro-jutro-1547.htm,Dobro jutro,1998 - Vjetar s Dinare,2001 - The best of,,,,,,,
14,Wm5tG4b5_1_14,Thompson,Thompson,Dobrodosli,18368,"Dobrodosli prijatelji moji
hvala Bogu opet smo se sreli
cisto srce nikog' se ne boji
makar su nas usutkati htjeli

Nase pjesme tuku sa svih strana
o kom' pisu glava mu se trazi
po metodi jugokomunista
tri put slazi, istina ne vazi
 
Ref.
Nebom lete sismisi i vrane
al' je soko' za njih previsoko
nebom lete sismisi i vrane
al' dok je zla bit ce i andjela

Dobrodosli prijatelji moji
neka zvone poznati refreni
a podvale 'ko ih vise broji
pa sta i ako nismo u Areni

Jos govore da smo kontroverzni
ali to su kucine i trice
argumenti podli i bezvezni
istinu im kazimo u lice

Ref.

Nwk' nebo s nama svira
svoj put nek' svatko bira
na sve sto kazu lazno
mi cemo pjesmom snazno

I uvijek kad smo skupa
srce mi jace lupa
opet nam snaga dodje
sve sto nas boli prodje

Nek' se nocas pjeva
 nek' se nocas svira
neka nebom lete golubovi mira
hej, hej, hej, stisni saku, zapjevaj
hej, hej, hej, dobar je to osjecaj

Ref.","https://tekstovi.net/2,440,39206.html",,,,,,,,['Thompson'],https://diskografija.com/pjesma/dobrodosli-16326.htm,Dobrodošli,,,,,,,,,
15,Wm5tG4b5_1_15,Thompson,Thompson,Dolazak Hrvata,98764,"U junackoj zemlji miloj, lijepoj i dalekoj
u godini Gospodnjoj sest stotina i nekoj
spustila se na tu zemlju sila
plava je krv narod predvodila

Drhti zemlja, kamen puca
kroz nebeska vrata
dojahao bijeli vitez 
sa macem od zlata
 
Dajte mi komad zemlje svete
zemlja je i mati i dijete

Ref.
Ljubi svoju zemlju
na njoj ti sagradi dom
i brani je krvlju svojom
povezan si s njom

Ljubi svoju zemlju
ljubi blagoslovljen plod
i ponosno po njoj hodaj
svoj zemaljski hod

Dajte mi komad zemlje svete
zemlja je i mati i dijete

Bijeli vitez krenu natrag kroz nebeska vrata
ostavio lijepu nasu bez gladi i rata
pred nebeskog Oca klekne s rijecima od zlata
predao sam zemlju svetu u ruke Hrvata

A junacka zemlja moja mila
do danas je rijeci zapamtila

Ref.

Ref.","https://tekstovi.net/2,440,21339.html",Marko Perkovic Thompson,Dolazak Hrvata,The Coming of Croats,,"U junačkoj zemlji miloj, lijepoj i dalekoj
1
U godini Gospodnjoj šest stotina i nekoj
Spustila se na tu zemlju sila
Plava je krv narod predvodila. Drhti zemlja, kamen puca
Kroz nebeska vrata
Dojahao bijeli vitez
Sa mačem od zlata. Dajte mi komad zemlje svete
Zemlja je i mati i dijete. Ljubi svoju zemlju
Na njoj ti sagradi dom
I brani je krvlju svojom
Povezan si s njom. Ljubi svoju zemlju
Ljubi blagoslovljen plod
I ponosno po njoj hodaj
Svoj zemaljski hod. Dajte mi komad zemlje svete
Zemlja je i mati i dijete. Bijeli vitez krenu nazad kroz nebeska vrata
Ostavio lijepu našu bez gladi i rata
Pred nebeskog Oca klekne s riječima od zlata
Predao sam zemlju svetu u ruke Hrvata. A junačka zemlja moja mila
Do danas je riječi zapamtila","In the heroic land beloved, beautiful and distant,
in the year of the Lord six hundred and some.
The force has alighted on that land,
blue blood has led the people.. The Earth trembles, stone shatters
through the heavenly gates,
the white knight has ridden,
with the sword of gold.. Give me, piece of holy land,
land is, a mother and a child.. Love your land,
on her build a home,
and defend her with your own blood,
you are related to her.. Love your land,
love the blessed yield,
and proudly walk on it,
your earthborn gait.. Give me, piece of holy land,
land is, a mother and a child.. The white knight went back through the gates of heaven,
left our beautiful without hunger and war.
Before heavenly Father he kneeled with the words of gold,
""I gave holy land to hands of Croats"".. And my heroic land beloved,
till today has, the words remembered.. Love your land,
on her build a home,
and defend her with your own blood,
you are related to her.. Love your land,
love the blessed yield,
and proudly walk on it,
your earthborn gait.. Give me, piece of holy land,
land is, a mother and a child.. Love your land,
on her build a home,
and defend her with your own blood,
you are related to her.. Love your land,
love the blessed yield,
and proudly walk on it,
your earthborn gait.. Give me, piece of holy land,
land is, a mother and a child.",https://lyricstranslate.com/en/dolazak-hrvata-coming-croats.html,['Thompson'],https://diskografija.com/pjesma/dolazak-hrvata-5307.htm,Dolazak Hrvata,2005 - Hitomanija 1,2006 - Bilo jednom u Hrvatskoj,,,['Marko Perković Thompson'],['Marko Perković Thompson'],"['Marko Perković Thompson', 'Branimir Mihaljević']",,
16,Wm5tG4b5_1_16,Thompson,Thompson,Draga,34335,"Nocas cu opet, najdraza moja
biti sa tobom u snovima
vidjet ces nebo kad se otvori
i kad ti zelju ispuni

U ocima trepcem 
samo tvoje ime
i nek' te ljubav cuva 
najdraza moja
 
Ref.
Draga, draga
prevarit' ce riba more
nebo zvijezde koje gore
a ja tebe necu nikada

Moja draga, draga
izgubit' ce lopov zlato
ostavit' ce ptica jato
a ja tebe necu nikada

Moja draga

U ocima trepcem 
samo tvoje ime
i nek' te ljubav cuva 
najdraza moja

Ref.

Moja draga, draga
izgubit' ce lopov zlato
ostavit' ce ptica jato
a ja tebe necu nikada

Moja draga
","https://tekstovi.net/2,440,11976.html",,Draga,Darling,,"Noćas ću opet, najdraža moja,
Biti sa tobom u snovima.
Vidjet ćeš nebo kad se otvori,
I kad ti želju ispuni.. U očima trepćem samo tvoje ime.
I nek te ljubav čuva, najdraža moja.. Draga, draga.
Prevarit će riba more,
Nebo zvijezde koje gore,
A ja tebe neću nikada!. Moja draga, draga.
Izgubit će lopov zlato,
Ostavit će ptica jato,
A ja tebe neću nikada.","Tonight I will, again, my dearest
be with you in my dreams
You will see the sky when it opens up
and makes your wish come true. In my eyes I blink only your name
and may the love guard you, my dearest. Darling, darling
a fish will cheat on the sea
sky on the burning stars
but I will never cheat on you, ever!. My darling, darling
a thief will loose his gold
a bird will leave its flock
but I will never leave you, ever!",https://lyricstranslate.com/en/draga-darling.html,['Thompson'],https://diskografija.com/pjesma/draga-1540.htm,Draga,,,,,,,,,
17,Wm5tG4b5_1_17,Thompson,Thompson,Duh ratnika,83156,"Odakle si, iz koje fronte stizes
hej, ratnice, umornog koraka
odavno se ovdje boj ne bije
zasto kao duh ovuda lutas

Ja sam dusa hrvatskih ratnika
domovinu trazim i stijeg sto se vije
i mojom je krvlju ona natopljena
a dusa nema mira, trazi je
 
Pa ovo je zemlja tvoja, zar ne vidis ti
domovina koju smo svi snili
za njenu slobodu krv si svoju dao
i tisucljetni san je stvarnost postao

Ne poznajem je takvu i tuzna mi se cini
u snovima je mojim ponosna i lijepa
a gdje su joj junaci i sinovi vrli
a gdje vrednote za koje smo mrili

Hej, ratnice, te Hrvatske nema
cim propupa snasle je nevolje
podigle se na nju sile tame
udarile na krunu i prijestolje

Uvijek je bilo i uvijek ce biti
onih sto ce dusu Vragu prodati
a vi zato bdijte, jer morate bditi
domovini ponos vratiti

Ref. 2x
Sve bih dao da je vidim 
ponosnu i lijepu k'o u snovima
sve bih dao da je vidim
i opet bih spreman stao, svoj bih zivot dao

Ref. 2x

Ja sam dusa hrvatskih ratnika
domovinu trazim i stijeg sto se vije
i mojom je krvlju ona natopljena
a dusa nema mira, trazi je","https://tekstovi.net/2,440,21338.html",Marko Perkovic Thompson,Duh ratnika,Warrior's spirit,,"Odakle si, iz koje fronte stižeš
1
hej, ratniče, umornog koraka
odavno se ovdje boj ne bije
zašto kao duh ovuda lutaš. Ja sam duša hrvatskih ratnika
domovinu tražim i stijeg što se vije
i mojom je krvlju ona natopljena
a duša nema mira, traži je. Pa ovo je zemlja tvoja, zar ne vidiš ti
domovina koju smo svi snili
za njenu slobodu krv si svoju dao
i tisućljetni san je stvarnost postao. Ne poznajem je takvu i tužna mi se čini
u snovima je mojim ponosna i lijepa
a gdje su joj junaci i sinovi vrli
a gdje vrednote za koje smo mrili. Hej, ratniče, te Hrvatske nema
čim propupa snašle je nevolje
podigle se na nju sile tame
udarile na krunu i prijestolje. Uvijek je bilo i uvijek će biti
onih što će dušu Vragu prodati
a vi zato bdijte, jer morate bditi
domovini ponos vratiti. Sve bih dao da je vidim
ponosnu i lijepu k o u snovima
sve bih dao da je vidim
i opet bih spreman stao, svoj bih život dao. Ja sam duša hrvatskih ratnika
domovinu tražim i stijeg što se vije
i mojom je krvlju ona natopljena
a duša nema mira, traži je","Which front do you come from
Hey, warrior of weary steps
No battles are fought here anymore
Why do you roam around here like a ghost?. ""I am the soul of Croatian warriors
Searching for Homeland and the fluttering banner
And with my blood She is drenched
And the soul cannot rest until She's found"". But this is your country, can't you see
The Homeland of our dreams
For her liberty you gave your blood
And the millennial dream became reality. ""I don't know here like that, she seems so sad
In my dreams she is proud and beautiful
Where are her heroes and courageous sons
Where are the values we have died for?"". Hey, warrior, that Croatia is no more
As soon as she blossomed, troubles befell Her
The forces of darkness came upon Her
And struck at both the Crown and the Throne. There have always been and will always be
Those willing to sell their souls to the Devil
That's why you must be on your guard
And make your Homeland proud again. I would give everything to see Her
Proud and beautiful as in our dreams
I would give everything to see Her
And I would again stand ready, I'd give my life for Her. I am the soul of Croatian warriors
Searching for Homeland and the fluttering banner
And with my blood She is drenched
And the soul cannot rest until She's found",https://lyricstranslate.com/en/warriors-spirit-lyrics.html,['Thompson'],https://diskografija.com/pjesma/duh-ratnika-10452.htm,Duh ratnika,,,,,['Marko Perković Thompson'],['Marko Perković Thompson'],"['Marko Perković Thompson', 'Tiho Orlić', 'Damir Lipošek']",,
18,Wm5tG4b5_1_18,Thompson,Thompson,Duvanjsko polje nazimlje grudi,6367,"Brazde su moje rano uzorane
njive su moje brizno zasijane
u utrobi zemlje zrno umiralo
pa strostrukim rodom iznova radjalo

Rose evandjelja klice mu topile
vode zivodajne klasjem uskropile
u svijetlu milosti bujno je stasalo
u krilu ljubavi rujno je klasalo
 
U suzama sijano, u buri klijalo
u zanosu jedrilo, u pjesmi zrijalo
pastiri njegovi za krst umirali
za stado svoje sebe darivali

Livade moje plovile u krvi
biskup Venancije mucenik je prvi
za njim su slijedili bezbrojni junaci
smjerni glagoljasi i fratri Ujaci

Sa stadom su snosili patnje i stradanja
sa stadom su dijelili suze i klicanja

Ref. 2x
Duvanjsko polje nazimlje grudi 
usnulu povijest na zivot budi

Ispod blaga vriju vrijedna svjedocanstva
trinaest stoljeca hrvatskog krscanstva
iz mog blaga blista krunidbena slava
prvog hrvatskog kralja Tomislava

Iz njega mirise dika Sibenika
ime prvog sveca mucenika
to je blago presjajno svih mojih stoljeca
ruze rumene svih mojih proljeca

Ref. 2x

Grobom je zivotu grobka zemlja ova
al' i kolijevka koja nice snova
mnoga su ovdje razrusena gnijezda
al' je zivot iz njih iskrio k'o zvijezda

Ovdje su sutoni radjali svanuca
ovdje su smrti zore uskrsnuca
daju nam zivljena kruh zivota prije
iz njega uvijek novi zivot klije

Hvala za davna i divna bezbrojna svjedocanstva
hvala za stoljeca hrvatskog kriscanstva
ovo te potomstvo stuje i obecanje daje
pod stijegom ukrslog Krista dusom se tebi predaje

Ovaj te narastaj casti 
ovaj te narod slavi
u strucak cvjetni trobojni
crven, bijeli i plavi

Nad svim sto se zbilo
nek' se hvala vine
mi dizemo ruke k nebu
u visine

Ref. 2x","https://tekstovi.net/2,440,52657.html",,,,,,,,,,,,,,,,,,,
19,Wm5tG4b5_1_19,Thompson,Thompson,"E, moj narode",26318,"Od vremena jos od Krista
nova lica, scena ista
vrazje sile se trude
da nas ne bude

Antikristi i masoni
komunisti ovi, oni
sire sotonske fraze
da nas poraze
e, moj narode, e, moj narode
 
A mi gluhi, nijemi, slijepi
svatko u svom mraku strepi
narod biran od Boga
gusi nesloga

Iz povijesti nase slavne
a i ove ne bas davne
sve smo sto nam je vrijedno
stekli zajedno
e, moj narode, e, moj narode

Ref.
    Uzmimo u ruke sudbinu i srecu
   ni ja vise tako ne mogu ni necu
    uzmimo u ruke sudbinu i srecu
    e, moj narode, e, moj narode

Generacije junaka
i pobjednicka vojska jaka
jos se brine i gine
zbog domovine

S nebeskih tih visina
daj nam Boze opet sina
da nas vodi iz bijede
sve do pobjede, e moj narode

   Ref.","https://tekstovi.net/2,440,42648.html",,E moj narode,E moj narode,,"Od vremena još od Krista
Nova lica, scena ista
Vražje sile se trude
Da nas ne bude. Antikristi i masoni
Komunisti ovi, oni
Šire sotonske fraze
Da nas poraze
E, moj narode, e, moj narode. A mi gluhi, nijemi, slijepi
Svatko u svom mraku strepi
Narod biran od Boga
Guši nesloga. Iz povijesti naše slavne
A i ove ne baš davne
Sve smo što nam je vrijedno
Stekli zajedno
E, moj narode, e, moj narode. Uzmimo u ruke sudbinu i sreću
Ni ja više tako ne mogu ni neću
Uzmimo u ruke sudbinu i sreću
E, moj narode, e, moj narode. Generacije junaka
I pobjednička vojska jaka
Još se brine i gine
Zbog Domovine. S nebeskih tih visina
Daj nam Bože opet sina
Da nas vodi iz bijede
Sve do pobjede...e, moj narode. Uzmimo u ruke sudbinu i sreću
Ni ja više tako ne mogu ni neću
Uzmimo u ruke sudbinu i sreću
E, moj narode, e, moj narode","Ever since Christ walked on this Earth
New people come, but the scene stays the same
Forces of devil always try hard
To make us disappear. Antichrists and masons
Comunists and such
Spreading satanist phrases
To defeat us
Oh, my people! 2X. We're pretending to be deaf, silent and blind
Everyone afraid in their own darkness
People chosen by the God
Are being choked by disagreements. From our ancient history
And our latest one, too
Everything that's important to us
We earned it together
Hey, my people! 2X. Let's take control over faith and happiness
I cannot live like this anymore
Let's take control over faith and happiness
Hey, my people! 2X. Generations of heroes
And the strong army of winners
Still fight and die
For the Homeland. From distant sky
Send us, God, Your Son
To take us out of misery
To the final victory.. Hey, my people!. Let's take control over faith and happiness
I cannot live like this anymore
Let's take control over faith and happiness
Hey, my people! 2X",https://lyricstranslate.com/en/E-moj-narode-E-moj-narode.html,['Thompson'],https://diskografija.com/pjesma/e-moj-narode-1554.htm,"E, moj narode","2002 - E, moj narode",2003 - Sve najbolje 1991-2003,,,,,,,
20,Wm5tG4b5_1_20,Thompson,Thompson,"Ej, haj, pjesme nase",19434,"Pjesma ljude pobjedjuje
ako hoces, izludjuje
sa smijeskom ti lomi kosti
ko ne shvaca nek oprosti

Pjesma moze i do Boga
do ociju srca tvoga
pod kozu ti pogledati
i dusu ti dotaknuti
 
Pjesma moze da te voli
da preklinje i ne voli
samo se u pjesmi moze
mrijeti sporo, zivjet' brze, brze

Ref.
Ej, haj, pjesme nase
kroz planine i salase
kao da je pjesma stijena
ostaje za sva vremena

Ej, haj, pjesme stare
za barabe i becare
kao da je pjesma zena
vezala nas uspomena

Prijatelja ko i pjesma
nikad niko nije ima
niti more, niti sunce
niti ptice pjevalice

Ljubav moze probuditi
i samocu ispuniti
opiti se vinom brze
samo se sa pjesmom moze

Ref.
","https://tekstovi.net/2,440,19438.html",Perkovic Marko-thompson,"Ej, haj, pjesme naše","Ey, Hi, Our Songs",Vjetar s Dinare,"Heeej haaaj
1
Heeeej
Pjesma ljude pobjeđuje,
Ako hoćeš izluđuje
Sa smješkom ti lomi kostima
Ko' neshvaća nek oprosti
Pjesma može i do Boga
Do očiju srca tvoga
Pod kožu ti pogledati
I dušu ti dotaknuti
Pjesma može da te voli
Da preklinje i nevoli
Samo se u pjesmi može vrijeti sporo
Živjet' brže, brže. Ref.
Hej haj pjeme naše
Kroz planine i salaše
Kao da je pjesma stijena
Ostaje za sva vremena. Hej haj pjesme stare
Za barabe i bećare
Kao da je pjesma žena
Vezala nas uspomena. Prijatelja ko i pjesmu nikad
Niko nije ima'
Niti more niti sunce niti ptice, pjevalice
Ljubav može probuditi
I samoću ispuniti
Opiti se vinom brže
Samo se sa pjesmom može, može. Ref. (x3). Hej haj pjeme naše
Kroz planine i salaše
Kao da je pjesma stijena
Ostaje za sva vremena. Hej haj pjesme naše...","Heeey, hiiii
Heeeey
A song wins people over
Makes them crazy, if you want
It breaks your bones with a smile
Those who don't understand should forgive
A song can also reach God
Reach the eyes of your heart
It can look under your skin
And touch your soul
A song can love you
Beg you and don't love you
Only in a song can it boil slowly
Live faster, faster. Chorus:
Hey, hi, our songs
Through mountains and farmlands
As if a song was a rock
It stays forever. Hey, hi, old songs
For bastards and joyful people
As if a song was a woman
The memories bind us. Just like a song, nobody
Has ever had a friend
Not even the sea or the sun or the singing birds
Can awaken love
And fill up the loneliness
Quickly getting drunk on wine
Is only possible with a song, song. Chorus (3x). Hey, hi, our songs
Through mountains and farmlands
As if a song was a rock
It stays forever. Hey, hi, our songs...",https://lyricstranslate.com/en/ej-haj-pjesme-na%C5%A1e-ey-hi-our-songs.html,['Thompson'],https://diskografija.com/pjesma/ej-haj-pjesme-nase-1546.htm,"Ej, haj, pjesme naše",,,,,,,,,
21,Wm5tG4b5_1_21,Thompson,Thompson,Ela,2068,"Lutajuci po starom gradu
trazio sam mladi svijet
a poneka ljupka, mlada stvorenja
opijala su me

Tad nisam znao da je postojala
u snu, ljepota moja
ne samo moja
vec ljepota sviju nas
 
Ref.
Gledam tijelo, prijatelju, kreni
kreni, kreni, svidila se meni
gledam oci, tako su joj lijepe
da su moje bile bi jos ljepse

Govorimo snagom Bozje moci
i snagom ljubavi
ako zelis postojati, postoj' u meni

Koliko mladost vrijedi
toliko starost traje
zato nauci da u ljubavi nema dilema
jer ljubav je snaga u mladosti

Ref.
Gledam tijelo, prijatelju, kreni
kreni, kreni, svidila se meni
njezne usne ljubile su moje
sve je moje, bilo koje boje","https://tekstovi.net/2,440,56682.html",,,,,,,,['Thompson'],https://diskografija.com/pjesma/ela-1490.htm,Ela,,,,,,,,,
22,Wm5tG4b5_1_22,Thompson,Thompson,Geni kameni,33271,"Cvrsta ruka i postenje
sveta voda i krstenje
budi covik, to je dika
budi roda svoga slika

Ne daj na se, ne daj svoje
nemoj tudje, prokleto je
jer ko zivot tako prodje
ponosan pred Boga dodje
 
Gdje god da te zivot nosi
uvik moras znati ko si, hej

Ref.
Geni, geni kameni
vatra gori u meni
geni, geni kameni
takvi smo mi rodjeni
uzmi ili ostavi

Losa bila '45-ta
rasula nas preko svijeta
a sad nova loza raste
vratile se kuci laste

Plave krvi, bijela lica
radjaju se nova dica
na kamenu ka na svili
di oduvik mi smo bili

Ref.","https://tekstovi.net/2,440,42649.html",Perkovic Marko-thompson,Geni kameni,Genes of stone,,"Čvrsta ruka i poštenje
1
Sveta voda i krštenje
Budi čovjek to je dika
Budi roda svoga slika. Nedaj na se, nedaj svoje
Nemoj tuđe, prokleto je
Jer ko život tako prođe
Ponosan pred Boga dođe. Gdje god da te život nosi
Uvijek moraš znati tko si, hej. Refren:
Geni, geni kameni
Vatra gori u meni
Geni, geni kameni
Takvi smo mi rođeni
Geni, geni kameni
Vatra gori u meni
Geni, geni kameni
Takvi smo mi rođeni
Uzmi ili ostavi. Loša je bila četvrst peta
Rasula nas preko svijeta
A sad nova loza raste
Vratile se kuci laste. Plave krvi, bijelog lica
Rađaju se nova dica
Na kamenu ka na svili
Di oduvijek mi smo bili. Gdje god da te život nosi
Uvijek moraš znati tko si, hej. Refren","A firm hand and honesty
Holy water and baptism
Be a man, it's an honor
Be an image of your people. Don't give in, don't give up your own
Don't be someone else's, damn it
Because whoever lives life this way
Comes before God proud. Wherever life takes you
You must always know who you are, hey. Genes, genes of stone
Fire burns inside of me
Genes, genes of stone
This is the way we're born
Genes, genes of stone
Fire burns inside of me
Genes, genes of stone
This is the way we're born
Take it or leave it. '45 was a bad year
Scattered us around the world
And now new bloodlines grow
The swallows have return home. Blue of blood, white of face
New children are born
On stone as on silk
Where we have always been. Wherever life takes you
You must always know who you are, hey",https://lyricstranslate.com/en/geni-kameni-genes-stone.html,['Thompson'],https://diskografija.com/pjesma/geni-kameni-1534.htm,Geni kameni,1996 - Geni kameni,"2002 - E, moj narode - uživo",2003 - Sve najbolje 1991-2003 - uživo,,,,,,
23,Wm5tG4b5_1_23,Thompson,Thompson,Grkinja,27395,"Varala me, varala
mala grkinja
varala me, varala
srce slomila

Ref. 2x
Grkinjo znaj
svemu je kraj
zbogom i vise
se ne vracaj
 
Varala me, varala
mala grkinja
varala me, varala
dusu ranila

Ref. 2x

Varala me, varala
mala grkinja
varala me, varala
sve mi uzela

Ref. 2x","https://tekstovi.net/2,440,15342.html",,Grkinja,Greek girl,Moli mala,"Varala me, varala
mala Grkinja
varala me, varala
srce slomila. Grkinjo, znaj
svemu je kraj
zbogom i više
se ne vraćaj. Varala me, varala
mala Grkinja
varala me, varala
dušu ranila. Varala me, varala
mala Grkinja
varala me, varala
sve mi uzela","She cheated on me, she cheated on me,
little Greek girl.
She cheated on me, she cheated on me
She broke my heart.. Greek girl, you should know,
everything is over!
Goodbye and
don't come back anymore!. She cheated on me, she cheated on me,
little Greek girl.
She cheated on me, she cheated on me,
She wounded my soul.. She cheated on me, she cheated on me,
little Greek girl.
She cheated on me, she cheated on me,
She took everything away.",https://lyricstranslate.com/en/grkinja-greek-girl.html,['Thompson'],https://diskografija.com/pjesma/grkinja-1482.htm,Grkinja,1992 - Moli mala,1994 - Skalinada 4,1994 - 14 hitova Zdenka Runjića,2001 - The best of,['Zdenko Runjić'],,,,
