,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija
21,d/vUPGnO_1_21,Bijelo Dugme,Bijelo Dugme,Evo zaklecu se,179853,"E, nosite ovu pjesmu 
zadnji put, u jednu ulicu 
kraj rijeke, zauvijek zabranjenu
samo za moje korake

E, kada bi, neko granu masline
ej, na jedna vrata odnio
vrata sto sam zauvijek
davno, davno, zatvorio
 
Ref.
Evo zaklet' cu se ja pred svima
svim na svijetu i svime sto imam
da je nikad nisam htio
da je nisam volio i da ne bolujem
pred svima se zaklinjem
pred svima, al' pred Bogom ne smijem

Pjesma uvijek mirise na uspomene
recite joj tako ako pita za mene, ej

Ref.

O, pjesma, ej, uvijek
mirise na uspomene
recite joj tako ako
pita za mene

Zauvijek zabranjenu, ej
samo za moje korake
(2x)

Zauvijek zabranjenu","https://tekstovi.net/2,33,5246.html",Bregovic Goran,Evo zakleću se,I'll Swear,Ćiribiribela - 1988,"E, nosite ovu pjesmu
1
zadnji put, u jednu ulicu
kraj rijeke, zauvijek zabranjenu
samo za moje korake. E, kada bi, neko granu masline
ej, na jedna vrata odnio
vrata što sam zauvijek
davno, davno, zatvorio. Ref.
Evo zaklet' ću se ja pred svima
svim na svijetu i svime što imam
da je nikad nisam htio
da je nisam volio i da ne bolujem
pred svima se zaklinjem
pred svima, al' pred Bogom ne smijem. Pjesma uvijek miriše na uspomene
recite joj tako ako pita za mene, ej. Ref.. O, pjesma, ej, uvijek
miriše na uspomene
recite joj tako ako
pita za mene. Zauvijek zabranjenu, ej
samo za moje korake
(2x). Zauvijek zabranjenu","Hey, take this song
one last time, in a street
by the river, for ever off-limits
only for my steps. Hey, if only someone could take an olive-branch
hey, to a door, a door that I have closed for ever,
a long, long time ago. (Chorus)
Here, I'll swear in front of everyone,
everyone in the world and with everything that I've got,
That I never wanted her,
That I never loved her and that I don't suffer,
I swear in front of everyone,
Everyone, but I don't dare (to do it) in front of God.. Songs always have the fragrance of memories,
Tell her so, if she ever asks about me, hey
(Chorus). Oh, songs, hey, always
have the fragrance of memories,
Tell her so, if
she ever asks about me. For ever off-limits, hey
only for my steps
(x2). For ever off-limits...",https://lyricstranslate.com/en/evo-zaklecu-se-ill-swear.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/evo-zaklecu-se-5160.htm,Evo zakleću se,
22,d/vUPGnO_1_22,Bijelo Dugme,Bijelo Dugme,Glavni junak jedne knjige,24277,"Glavni junak jedne knjige
dosao mi da se zali
dosao mi da se zali
dosao mi da se zali

Divno bjese glavni biti
dok me nisu procitali
dok me nisu procitali
dok me nisu procitali
 
Ref.
Svijetu je svega dosta
niceg zeljan nije osim
glavnih junaka

Saznali su moje mane
moje tajne, moje tuge
moje tajne, moje tuge
moje tajne, moje tuge

Pokidali neke strane
i posli da traze druge
i posli da traze druge
zatim posli da traze druge

Ref.

Svijetu je sveg', sveg', svega dosta
on ceka svog' gosta
a dusa se trudi svaka
da ima svog junaka 
(2x)","https://tekstovi.net/2,33,17155.html","Goran Bregovic, Dusko Trifunovic",Glavni junak jedne knjige,The Main Hero of One Book,Glavni junak jedne knjige SP,"Glavni junak jedne knjige
1
došao mi da se žali
došao mi da se žali
došao mi da se žali. Divno bješe glavni biti
dok me nisu pročitali
dok me nisu pročitali
dok me nisu pročitali. Ref.
Svijetu je svega dosta
ničeg željan nije osim
glavnih junaka. Saznali su moje mane
moje tajne, moje tuge
moje tajne, moje tuge
moje tajne, moje tuge. Pokidali neke strane
i pošli da traže druge
i pošli da traže druge
zatim pošli da traže druge. Ref.. Svijetu je sveg', sveg', svega dosta
on čeka svog' gosta
a duša se trudi svaka
da ima svog junaka
(2x)","The main hero of one book
came to me to complain
came to me to complain
came to me to complain. It was wonderful to be the main one,
until they read me
until they read me
until they read me. Ref.
The world has had enough of everything
it wants nothing except
main heroes. They found out my flaws
my secrets, my sorrows
my secrets, my sorrows
my secrets, my sorrows. They cut out some pages
and went to search for others
and went to search for others
and then went to search for others. Ref.. The world has had enough of everything, everything, everything
he waits for his guest
and every soul tries
to have its own hero.
(2x)",https://lyricstranslate.com/en/glavni-junak-jedne-knjige-main-hero-one-book.html,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/glavni-junak-jedne-knjige-9569.htm,Glavni junak jedne knjige,
23,d/vUPGnO_1_23,Bijelo Dugme,Bijelo Dugme,Goodbye America,14956,"Sve ovdje mogu kupit
prijatelje, slavu, sjaj i snove
za dolar prodaje se sve

Hej, ali znam li ovdje ikog
tuga moja da mu nesto znaci
za dolar to ne mogu naci
 
Ref.
Goodbye America
goodbye America
goodbye America
srce me kuci tjera
tamo me draga ceka

Hej, America
hej, America
goodbye America
srce me kuci tjera
tamo me draga ceka ","https://tekstovi.net/2,33,17156.html",,Goodbye America,America,,"Sve ovdje mogu kupit'
prijatelje, slavu, sjaj i snove
za dolar prodaje se sve. Hej, ali znam li ovdje ikog
tuga moja da mu nešto znači
za dolar to ne mogu naći. Ref.
Goodbye America
goodbye America
goodbye America
srce me kući tjera
tamo me draga čeka. Hej, America
hej, America
goodbye America
srce me kući tjera
tamo me draga čeka","Here you can buy everything
Friends, glory, splendour and dreams
With dollar you sell everything. Hej, but I know that if my sorrow
Means something to anybody here
With dollar you can't find. Ref.
Goodbye America
Goodbye America
Goodbye America
Heart take me back home
There my dearest is waiting for me. Hej, America
Hej, America
Goodbye America
Heart take me back home
There my dearest is waiting for me",https://lyricstranslate.com/en/goodbye-america-america.html,,,,,,,,,,,,
24,d/vUPGnO_1_24,Bijelo Dugme,Bijelo Dugme,Hajdemo u planine,151766,"Hajmo, curice, hajmo, djecaci 
studenti, djaci, milicajci 
da, da, da 

Jedva cekam da se svrsi ljeto 
dosta mi je vrele klime 
zbogom, more, zbogom, more 
odoh u planine 
 
Ona voli ljeto 
jer se tada nose ljetne haljinice 
svaki dzukac 
vidi noge moje curice 

Ref.
Hajdemo u planine 
jer tamo nema zime 
oj da, da, oj, da

Opleti salove, sarene kapice 
tople dzempere i vunene rukavice 
da, da, da 
hajmo, decki, zivo, zivo 

Svako zivo bice voli sunce 
na moru kraj Save 
meni ga je licno, meni ga je licno 
dosta, preko glave 

A ona voli sunce 
jer se tada nose tanke majicice 
svaki dzukac 
vidi dude moje curice 

Ref.

Skijanje se brzo uci 
ko je blesav da sjedi kuci 
da, da, da 
hajmo, curice, zivo, zivo 

Navrh mi je glave i kupanja 
suncanja, gnjavaze 
sacuvaj me, Boze, sacuvaj me, Boze 
narocito plaze 

A ona voli plazu
jer se tada nose malene gacice 
svaki dzukac 
vidi guzu moje curice 

Ref.

Nikom nije ljepse neg' je nam 
samo da je 'vako svaki dan 

Skijanje se brzo uci 
nisi blesav da sjedis kuci","https://tekstovi.net/2,33,490.html",Bregovic Goran,Hajdemo u planine,Off to the mountains,Pljuni i zapjevaj moja Jugoslavijo - 1986,"Ajmo curice, ajmo dječaci,
1
Studenti i đaci, milicajci,
Da, da, da. Jedva čekam da se svrši ljeto,
Dosta mi je vrele klime
Zbogom more, zbogom more,
Odoh u planine
A ona voli ljeto jer se tada nose
Ljetne haljinice
Svaki džukac vidi noge moje curice. Hajdemo u planine jer tamo nema zime
Hajdemo u planine, jer tamo,
Jer tamo nema zime
Ojdada ojda ojda ojda ojda,
Ojdada ojda ojda ojda da
Oioioioioioiiiiii ojda ojda da. Opleti šalove, šarene kapice,
Tople džempere
I vunene rukavice,
Da, da, da
Ajmo dečki živo, živo. Svako živo biće voli sunce
Na moru kraj Save
Meni ga je lično, meni ga je
Lično dosta preko glave
A ona voli sunce jer se tada
Nose tanke majičice
Svaki džukac vidi dude
Moje curice. Hajdemo u planine, jer tamo nema zime.... Skijanje se brzo uči, ko je
Blesav da sjedi kući,
Da, da, da
Ajmo curice, živo, živo. Na vrh mi je glave i kupanja,
Sunčanja gnjavaže
Sačuvaj me Bože, sačuvaj me Bože,
Naročito plaže
A ona voli plažu jer se tada
Nose malene gaćice
Svaki džukac vidi guzu moje curice. Hajdemo u planine, jer tamo,
Jer tamo nema zime.... Nikom nije ljepše neg je nam,
Samo da je 'vako
Svaki dan,
Da, da, da
Nikom nije ljepše neg je nam,
Samo da je 'vako
Svaki dan
Ajmo curice, ajmo dječaci studenti
I đaci, milicajci
Da, da, da, da,
Da, da, da","Come on girls, come on boys,
students, pupils, policemen,
yes, yes, yes. I can't wait for summer to end,
I've had enough of hot climate,
So long, sea, so long, sea
I'm off to the mountains
But she likes summer because that's the time to wear
little summer dresses
All the bitches see my little girl's legs. Off to the mountains for there's no danger there
Off to the mountains for there
Because there's no danger there
Ojdada ojda ojda ojda ojda,
Ojdada ojda ojda ojda da
Oioioioioioiiiiii ojda ojda da. Put on your scarves, multicolored hats,
warm sweaters
and woolen gloves,
Yes, yes, yes
C'mon boys, move it, move it. Every living being likes the sun
by the sea, by the Sava
Personally, I've
had enough with it
But she likes the sun because that's the time to
wear thin shirts
All the bitches can see my
little girl's boobs. Let's go to the mountains cause there's no danger there.... Skiing is easy to learn, who would choose
to stay home?
Yes, yes, yes,
C'mon girls, move it, move it. I'm fed up with swimming,
sunbathing and the drag
God save me, God save me
especially from the beach
and she loves the beach because that's where she
wears tiny panties
All the bitches see my little girls bum. Let's go to the mountains cause there
Cause there's no danger there.... Nobody has a better time than we do,
If only it were like this
every day
yes, yes, yes
Nobody has a better time than we do
If only it were like this
every day
yes, yes, yes
Nobody has a better time than we do
If only it were like this
every day
Come on girls, come on boys,
students, pupils, policemen,
yes, yes, yes, yes
yes, yes, yes",https://lyricstranslate.com/en/hajdemo-u-planine-mountains.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1986 - Pljuni i zapjevaj moja Jugoslavijo,2002 - Zavrti život - Karma & Alen Islamović,2003 - Live Zagreb - uživo - 4 asa,"2004 - Nakon svih ovih godina - 4 asa
Aranžman: Rajko Dujmić / Vlado Kalember / Alen Islamović / Jurica Pađen",,,https://diskografija.com/pjesma/hajdemo-u-planine-2383.htm,Hajdemo u planine,
25,d/vUPGnO_1_25,Bijelo Dugme,Bijelo Dugme,Hej Sloveni,20648,"Hej, Sloveni joste zivi 
rijec nasih djedova 
dok za narod srce bije 
njihovih sinova 

Zivi, zivi, duh slovenski 
zivjeces vjekovma 
zalud prijeti ponor pakla
zalud vatra groma 
 
Nek' se sada i nad nama 
burom sve raznese 
stjena puca dub se lama 
Zemlja nek se trese 

Mi stojimo postojano 
kano klisurine 
proklet bio izdajica 
svoje domovine","https://tekstovi.net/2,33,489.html",,Hej Sloveni,Hey Slavs,Bijelo dugme - 1984,"Hej, Sloveni, jošte živi
Riječ naših djedova
Dok za narod srce bije
Njihovih sinova. Živi, živi, duh slovenski
Živjet ćeš vjekov'ma
Zalud prijeti ponor pakla
Zalud vatra groma. Nek' se sada i nad nama
Burom sve raznese
Stjena puca, dub se lama
Zemlja nek se trese. Mi stojimo postojano
Kano klisurine
Proklet bio izdajica
Svoje Domovine","Hey, Slavs, You're still alive
Words of our grandfathers
While for the people, beat the hearts
of their sons. It lives, it lives, the Slavic spirit
You will live for centuries
Vainly threatens the abyss of hell
Vainly the fire of the thunder. Now let everything above us
Be carried away by the bura
The boulder cracks, the oak breaks
Let the Earth shake. We stand steadily
Like cliffs
Cursed be the traitor
Of his native land",https://lyricstranslate.com/en/hej-sloveni-hey-slavs.html,,,,,,,,,,,,
26,d/vUPGnO_1_26,Bijelo Dugme,Bijelo Dugme,Himna lista Zdravo,94,"Za smijeh se brinu mladi
u svoj zarko njeni
zato ga cuvaj i gradi
po zelji i po mjeri
po zelji i po mjeri

Ref.
I reci zdravo, zdravo
zdravo reci svima
i ponasaj se tako
 
I reci zdravo, zdravo, zdravo, zdravo
zdravo reci svima
u tebi snage ima
i kad ti nije lako

I reci z-d-r-a-v-o
zdravo reci svima
i reci zdravo, zdravo, zdravo, zdravo
zdravo reci svima
u tebi snage ima
i kad ti nije lako

Ref. 3x","https://tekstovi.net/2,33,64927.html",,,,,,,,,,,,,,,,,,,
27,d/vUPGnO_1_27,Bijelo Dugme,Bijelo Dugme,Hop cup,27849,"Curo mala znaj 
ljubavi je kraj 
mala znaj 
drugu volim ja 
neka svako zna 
volim ja 
 
U sumarku kad sam 
ljubit te htio 
rekla si mala sam jos 
hej 

Hop cup poskocit cu 
drugu curu poljubit cu 
hop cup poskocit cu 
drugu curu po
 poljubit cu drugu znaj 
bas me briga haj (haj)","https://tekstovi.net/2,33,491.html",Bregovic Goran,Hop cup,Hop Cup,Šta bi dao da si na mom mjestu - 1975,"curo mala znaj
1
ljubavi je kraj
mala znaj
drugu volim ja
neka svako zna
volim ja. u sumarku kad sam
ljubit te htio
rekla si mala sam još
hej. hop cup poskočit ću
drugu curu poljubit ću
hop cup poskočit ću
drugu curu po...
poljubit ću drugu znaj
baš me briga haj (haj)","Little girl, (you have to) know
That (our) love is over
little girl, know
I'm in love with another one
Let everybody know
I'm in love. In the woods, when I wanted
to kiss you,
You said ""I'm too young""
Hey. Hop Cup, I'll jump,
I'll kiss another girl
Hop Cup, I'll jump
another girl, I'll Ki...
Kiss another girl,
I don't care, hey.",https://lyricstranslate.com/en/hop-cup-hop-cup.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1975 - Šta bi dao da si na mom mjestu,1995 - Iz sve snage,,,,,https://diskografija.com/pjesma/hop-cup-5174.htm,Hop cup,
28,d/vUPGnO_1_28,Bijelo Dugme,Bijelo Dugme,Hotel motel,17670,"Ni tvoj akcent, ni parfem, ni glas 
ni tvoje ime, nista ne znam 
odvec brzo i hotel i kljuc 
hladna soba i budjenje u osam 

Pricaj mi - reci mi bilo sta 
pricaj mi - samo sad ne cuti 
pricaj mi jer tek sam stigao 
Bosna Expressom i njena slika sa mnom 
 
Jedna slika, skoro bijela slicica 
miris caja od jasmina 
bijeli konji, ona i ja 
i maslacci gore u brdima 

Pricam ti o njoj 
pricam ti o njoj - i mada nisam htio 
pricam ti o njoj, tek sam stigao 
Bosna Expressom i njena slika sa mnom 

Hotel - ne podnosim 
hotel - motel mrzim 
hotel, motel i ovu ljubav 
hotel, motel","https://tekstovi.net/2,33,492.html",Bregovic Goran,Hotel motel,Hotel motel,Doživjeti stotu - 1980,"Ni tvoj akcent, ni parfem, ni glas
1
Ni tvoje ime, ništa ne znam
Odveć brzo i hotel i ključ
Hladna soba i buđenje u osam. Pričaj mi - reci mi bilo šta
Pričaj mi - samo sad ne ćuti
Pričaj mi jer tek sam stigao
Bosna Expressom i njena slika sa mnom. Jedna slika, skoro bijela sličica
Miris čaja od jasmina
Bijeli konji, ona i ja
I maslačci gore u brdima. Pričam ti o njoj
Pričam ti o njoj - i mada nisam htio
Pričam ti o njoj, ek sam stigao
Bosna Expressom i njena slika sa mnom. Hotel - ne podnosim
Hotel - motel mrzim
Hotel, motel i ovu ljubav
Hotel, motel","Not your accent, not you perfume, not your voice
Not your name, I don’t know nothing
I hurry, hotel and key,
Cold room, awakening in 8-Th (o’clock)
Speak to me, tell me anything
Speak to me,- Only now I don’t hear
Speak to me – right now I get
Bosnia Express , and I don’t have any more pictures. One photo soon white frame
Smells like jasmine tea
White horses, she and me
And birds in the mountains. I tell to you about her
I tell you about her- although I didn’t want to
I tell you about her- I get to
Bosnia Express , and I don’t have any more pictures. Hotel- unbearable
Hotel- motel, I hate it
Hotel motel, and your love
Hotel motel",https://lyricstranslate.com/en/hotel-motel-hotel-motel.html,,['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/hotel-motel-9562.htm,"Hotel, motel",
29,d/vUPGnO_1_29,Bijelo Dugme,Bijelo Dugme,I kad sve prodje pjevat cu i tad,39250,"Vidio sam svijet
vidio sam istok, zapad i jug
vidio sam bijedu, sjaj i glad
ipak je mir, ipak je pjesma
u mom srcu i sad

Samocu znam
bio sam voljen, ostavljen i sam
bio sam tuzan svaki dan
ipak je mir, ipak je pjesma
u mom srcu i sad
 
Pjevao sam kad za ljubav molim
pjevam zeni koju volim, volim, volim

Ko zna gdje cu biti jos
ko zna sta cu radit' jos
ko zna kog' cu voljet' jos
i kad prodje sve
al' i kad prodje sve pjevat cu i tad","https://tekstovi.net/2,33,15277.html",Goran Bregovic,"I kad prođe sve,pjevat ću i tad","And when everything passes, I'll sing even then",,"Vidio sam svijet
1
vidio sam istok, zapad i jug
vidio sam bijedu, sjaj i glad
ipak je mir, ipak je pjesma
u mom srcu i sad. Samoću znam
bio sam voljen, ostavljen i sam
bio sam tužan svaki dan
ipak je mir, ipak je pjesma
u mom srcu i sad. Pjevao sam kad za ljubav molim
pjevam ženi koju volim, volim, volim. Ko zna gdje ću biti još
ko zna šta ću radit još
ko zna kog' ću voljet još
i kad prođe sve
al' i kad prođe sve pjevat ću i tad","I've seen the world
I've seen the East, the West and the South
I've seen misery, shine and hunger
But still, peace, but still, song
Is in my heart. Loneliness is known to me
I've been loved, left and alone
I've been sad every day
But still, peace, but still, song
Is in my heart. I sang when I was begging for love
I sing to a woman which I love, love, love. Who knows where else am I going to be
Who knows what else am I going to work
Who knows who else am I going to love
And when everything passes
And when everything passes, I'll sing even then",https://lyricstranslate.com/en/i-kad-sve-prodje-pjevat-cu-i-tad-and-when-everything-passes-ill-sing-even-then.html,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/i-kad-prode-sve-pjevat-cu-i-tad-9571.htm,"I kad prođe sve, pjevat ću i tad",
30,d/vUPGnO_1_30,Bijelo Dugme,Bijelo Dugme,Ima neka tajna veza,121955,"Ima neka tajna veza 
za sve ljude zakon krut 
njome covjek sebe veze 
kada bira neki put 

Sidro koje ladju cuva 
da ne bude buri plijen 
tone skupa sa tom ladjom 
jer je ono dio nje 

Ref.
Ima neka tajna veza 
tajna veza za sve nas 
ima neka tajna veza 
tajna veza za sve nas ","https://tekstovi.net/2,33,493.html",Bregovic Goran,Ima Neka Tajna Veza,There is some secret link,,"Ima neka tajna veza
1
Za sve ljude zakon krut
Njome čovjek sebe veže
Kada bira sebi put
Sidro koje ladju čuva
Da ne bude buri plijen
Tone skupa sa tom ladjom
Jer je ono dio nje
Ima neka tajna veza
Tajna veza za sve nas
Ima neka tajna veza
Tajna veza za sve nas","There is some secret link
A rigid law for all people
Man ties himself with it
When he chooses his path
The anchor that guards the ship
So it would`t be gale`s prey
Sinks together with that ship
Because it`s part of her
There is some secret bound
Secret bound for all of us
There is some secret bound
A secret link foar all of us",https://lyricstranslate.com/en/ima-neka-tajna-veza-there-some-secret-bound.html,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/ima-neka-tajna-veza-9572.htm,Ima neka tajna veza,
31,d/vUPGnO_1_31,Bijelo Dugme,Bijelo Dugme,Ipak pozelim neko pismo,86722,"Nisam te izgleda volio mnogo 
sve je po starom 
al' vise nisam tvoj 

I nije mi vazno s kime 
nocas slusas ovu pjesmu 
i places li 
 
Ipak pozelim neko pismo 
ipak mada zajedno nismo 
pisi, pisi ko nekad 2-3 reda 
pisi, znam da je guzva 

I da neces stici 
pisi, opisi mjesta 
gdje nas dvoje skupa 
nikada necemo ici 

Ti si zadnji romantik 
na ovom svijetu 
sto se sporo krece 
i ceka raj 

Malo si samo promijenila glumce 
al' isti je komad 
isti zaplet i kraj","https://tekstovi.net/2,33,494.html",Bregovic Goran,Ipak Pozelim Neko Pismo,I still desire for some letter,Bitanga i princeza - 1979,"Nisam te izgleda volio mnogo,
1
Sve je po starom al' više nisam tvoj.
I nije mi važno s kime noćas
Slušaš ovu pjesmu i plačes li.. Ipak poželim neko pismo,
Ipak mada zajedno nismo.. Piši, piši ko nekad dva-tri reda,
Piši, znam da je gužva i da nećeš stići,
Piši, opiši mjesta gdje nas dvoje skupa
Nikada nećemo ići.. Ti si zadnji romantik na ovom svijetu
Što se sporo kreće i čeka raj.
Malo si samo promijenila glumce,
Al' isti je komad, isti zaplet i kraj.","It looks like I didnt love you much
Everything is like before, but I am not yours anymore
And I dont care with who
You are listening this song tonight and if you are crying.. I still desire for some letter
Still, although we are not together.. Write, write like you used to, two- three lines
Write, I know you are in hurry and you wont have time
Write, describe the places where
We will never go together.. You are the last romanticist on this world
Which is moving slowly and waiting for heaven.
You have just changed performers a bit,
But its the same play, same entanglement and end (finish).",https://lyricstranslate.com/en/Ipak-Pozelim-Neko-Pismo-I-still-desire-some-letter.html,,['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/ipak-pozelim-neko-pismo-9555.htm,"Ipak, poželim neko pismo",
32,d/vUPGnO_1_32,Bijelo Dugme,Bijelo Dugme,Izgledala je malo cudno,65536,"Izgledala je malo cudno 
u kaputu zutom 
krojenom bez veze 
pricala je uvijek mnogo 

Filmovi, knjige, moda 
i uvijek sve bez veze 
heeeej 
i ko zna zasto se sjecam nje 
 
Govorio sam da je glupa 
da se oblaci smijesno 
a ona je rekla 
pa sta 

Lagala je zenski lose 
klela se u Boga 
plakala ponekad 
pa nista 

Ponekad je sretnem 
cini mi se da je sama 
ne znam zasto 

Imao sam poslije 
i druge ljepse zene od nje 
sve mi se cini 
da volim je","https://tekstovi.net/2,33,495.html",Bregovic Goran,Izgledala je malo čudno,She Looked A Bit Weird,Eto! Baš hoću! - 1976,"Izgledala je malo čudno
1
u kaputu žutom krojenom bez veze
Pričala je uvijek mnogo
filmovi, knjige, moda i uvijek sve bez veze. Heeeej, i ko zna zašto se sjećam nje
Govorio sam da je glupa,
da se oblači smiješno a ona je rekla pa šta.
Lagala je ženski loše
Klela se u Boga, plakala ponekad pa ništa. Ponekad je sretnem
čini mi se da je sama
ne znam zašto.
Imao sam poslije
i druge ljepše žene od nje...
Sve mi se čini da volim je.","she looked a bit weird
in a yellow coat with a strange cut
she always talked a lot
movies, books, fashion and always everything meaningless. heyyy and who knows why I remember her
I used to call her stupid
told her that she dressed funny but she said - so what?
she was such a bad liar, like women usually are
she swore by God, cried sometimes and then nothing. sometimes I meet her
It appears as if she is alone
I don't know why
After her, I had
other more beautiful women than her
It totally seems to me that I love her",https://lyricstranslate.com/en/Izgledala-je-malo-cudno-She-Looked-Bit-Weird.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/izgledala-je-malo-cudno-u-kaputu-zutom-krojenom-bez-veze-5421.htm,Izgledala je malo čudno u kaputu žutom krojenom bez veze,
33,d/vUPGnO_1_33,Bijelo Dugme,Bijelo Dugme,Jer kad ostaris,89638,"Jer kad ostaris 
niko ne kuca na tvoja vrata 
ni potok s ribama od srebra 
ni mlado zdrijebe, vlazna oka 
ni jabuka u cvatu, niko 

Samo ja kad ostaris 
kao oblak u tvojoj kafi 
doci cu u krombi kaputu 
i cucu kad ti se moje ime omakne 
i krene, polako, sama od sebe 
posljednja suza za mene 

Ref.
Jedan za drugim
vozovi polako prolaze 
kao i obicno
stavices kacune u prozore 
cini mi se da, mjesec ramazana pocinje
pomalo je tuzno, kada ostaris","https://tekstovi.net/2,33,496.html",Bregovic Goran,Jer Kad Ostaris,But when you get older,Bijelo dugme - 1984,"Jer Kad Ostaris
1
Jer, kad ostariš
Niko ne kuca na tvoja vrata
Ni potok s ribama od srebra
Ni mlado ždrijebe vlažna oka
Ni jabuka u cvatu, niko
Samo ja. Kad ostariš
Kao oblak u tvojoj kafi
Doći ću u krombi kaputu
I ćut ću kad ti se moje ime omakne
I krene polako, sama od sebe
Poslednja suza za mene. Jedan za drugim vozovi
Polako prolaze
Kao i obično stavićeš
Kačune u prozore
Čini mi se da mjesec
Ramazana počinje
Oooo, pomalo je tužno
Kada ostariš. Samo ja
Kad ostariš
Kao oblak u tvojoj kafi
Doći ću u krombi kaputu
I ćut ću kad ti se moje ime omakne
I krene polako, sama od sebe
Poslednja suza za mene. Jedan za drugim vozovi
Polako prolaze
Kao i obično stavičeš
Kačune u prozore
Čini mi se da mjesec
Ramazana počinje
Oooo, pomalo je tužno
Kada ostariš","But,, when you get older
No one knocks on your door
Not the stream with silver fish
No young colt moist eye
No apple blossom, nobody
Only me. when you get older
Like a cloud in your coffee
I will come in a tailored coat
AndI'll hear when you let my name slip
And turning slowly, on its own
Last tear for me. One after the other trains
slowly pass on by
Like normal You'll put
Orchis in the windows
It seems to me that the month of
Ramadan is beginning
Oooo, and it's kind of sad
when you get older. Only me
when you get older
Like a cloud in your coffee
I will come in a tailored coat
AndI'll hear when you let my name slip
And turning slowly, on its own
Last tear for me. One after the other trains
slowly pass on by
Like normal gonna put
Orchis in the windows
It seems to me that the month of
Ramadan is beginning
Oooo, a little bit sad
when you get older",https://lyricstranslate.com/en/jer-kad-ostaris-when-you-get-older.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/jer-kad-ostaris-5126.htm,Jer kad ostariš,
34,d/vUPGnO_1_34,Bijelo Dugme,Bijelo Dugme,Kad bi bio bijelo dugme ,35771,"Kad bi bio bijelo dugme
mala bi se zakopcala u me
kad bi bio dugme plavo
ne bi znala da sam kraj nje spavo

Ref.
Hej mala hej
kad bi bio dugme, hej
 
Da sam djerdan sav od zlata
grlio bih malu oko vrata
diro bih je cijelog dana
ne zna selo, ne zna njena nana

Ref.

Ref.

Da sam djerdan sav od zlata
grlio bih malu oko vrata
diro bih je cijelog dana
ne zna selo, ne zna njena nana

Ref.","https://tekstovi.net/2,33,497.html",Goran Bregovic,Kad bi bio bijelo dugme,If I were a white button,Kad bi bio bijelo dugme - 1974,"Kad bi bio bijelo dugme
1
mala bi se zakopcala u me
kad bi bio dugme plavo
ne bi znala da sam kraj nje spavo. Ref.
Hej mala hej
kad bi bio dugme, hej. Da sam djerdan sav od zlata
grlio bih malu oko vrata
diro bih je cijelog dana
ne zna selo, ne zna njena nana. Ref.. Ref.. Da sam djerdan sav od zlata
grlio bih malu oko vrata
diro bih je cijelog dana
ne zna selo, ne zna njena nana. Ref.","If I were a white button
she'd button me around her
if I were a blue button
she wouldn't know that I slept beside her. Ref:
Hey girl, hey
if I were a white button, hey. If I were a necklace made of gold
I'd embrace her neck
I'd touch her the whole day
the village doesn't know about it,
her mom doesn't know about it. Ref.",https://lyricstranslate.com/en/kad-bi-bio-bijelo-dugme-if-i-were-white-button.html-0,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/kad-bi-bio-bijelo-dugme-5414.htm,Kad bi bio bijelo dugme,
