Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
22,ADDMrKZd_1_22,Doris Dragović,Doris Dragović,Kao Marija,28675,"Kada biste znali koliko vas ljubim
plakali bi od radosti 

Kao Marija da te ljubim
tvoju rijec da cuvam ja
kao Marija da je nosim
sred srca svojega
 
Ref.
Samo tebi da se klanjam
samo tebi predam se
da te ljubim srcem cijelim
kao Marija, Isuse

Kao Marija da te ljubim
tvoju bol da dijelim ja
kao Marija da te pratim
sve do kriza tvojega

Ref. 2x

Kao Marija da te ljubim
tvoj put da slijedim ja
kao Marija da ti sluzim
da ti predam zivot sav","https://tekstovi.net/2,518,19640.html",,Kao Marija,As Mary,,"Kada biste znali koliko vas ljubim
1
plakali bi od radosti. Kao Marija da te ljubim
tvoju rijec da cuvam ja
kao Marija da je nosim
sred srca svojega. Ref.
Samo tebi da se klanjam
samo tebi predam se
da te ljubim srcem cijelim
kao Marija, Isuse. Kao Marija da te ljubim
tvoju bol da dijelim ja
kao Marija da te pratim
sve do kriza tvojega. Ref. 2x. Kao Marija da te ljubim
tvoj put da slijedim ja
kao Marija da ti sluzim
da ti predam zivot sav","If you could know how much I love you
you would cry out of joy. To love you as Mary
To keep your word
To hold it as Mary
In the middle of my heart. Ref.
I'm bowing to you
I'm surrending myself to you
To love you with my whole heart
As Maria, Jesus. To love you as Mary
to share your pain
To follow you as Mary
All the way to the cross. Ref. To love you as Mary
To follow your path
To worship you as Mary
To give you all my life",https://lyricstranslate.com/en/kao-marija-mary.html-0,,,,,,,,,,,,
23,ADDMrKZd_1_23,Doris Dragović,Doris Dragović,Kao ti,21280,"Ref. 2x
Kao ti, kao ti
zivjeti necu nikada
kao zimu proljece
rasuce me poljima

Ko si ti, a ko si ti
da mi ledja okrenes
i za sobom ostavis
samo bol i kamenje
 
Ko si ti, a ko si ti
da mi sunce pokrijes
ko si ti da nosis oblake

Ref.

Kao zimu proljece
rasuce me poljima

Ref.","https://tekstovi.net/2,518,13028.html",,Kao ti,Like You,,"Kao ti, kao ti
Živjeti neću nikada
Kao zimu proljeće
Rasut će me poljima (x2). Tko si ti, a tko si ti
Da mi leđa okreneš,
I za sobom ostaviš
Samo bol i kamenje?. Tko si ti, a tko si ti
Da mi sunce pokriješ?
Tko si ti da nosiš oblake?. [Refren]
Kao ti, kao ti
Živjeti neću nikada
Kao zimu proljeće
Rasut će me poljima. Kao zimu proljeće
Rasut će me poljima. Kao ti, kao ti
Živjeti neću nikada
Kao zimu proljeće
Rasut će me poljima","Like you, like you
I will never live
I will be scattered over the fields
Like winter is by the spring [x2]. Who are you, and who are you
To turn your back on me
And leave only
Pain and rockas behind you?. Who are you, and who are you
To hide the sun from me?
Who are you to bring me clouds?. [Refrain]
Like you, like you
I will never live
I will be scattered over the fields
Like winter is by the spring. I will be scattered over the fields
Like winter is by the spring. Like you, like you
I will never live
I will be scattered over the fields
Like winter is by the spring",https://lyricstranslate.com/en/kao-ti-you.html-2,,,,Doris Dragović,Kao Ti,3:35,,Krajem Vijeka,,,,nan-Krajem Vijeka/nan-20 Godina S Ljubavlju/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2014.0-The Best Of Collection
24,ADDMrKZd_1_24,Doris Dragović,Doris Dragović,Kap veselja,6161,"Necu dar, necu nakit
nemoj htjeti sjajnim zlatom
pustim novcem
da me kupis

Ref.
Samo kap veselja trazim 
samo malo, malo smijeha
vedri pogled oka tvog
 
Ovu noc, ako zelis
tebi dajem
ja ti nudim pjesmu, igru
price, snove

A za sve
samo kap veselja trazim
samo malo, malo smijeha
ako hoces, nadji radost
mene podari sa njom

Necu laz, necu vjecnost
nemoj htjeti laznom nadom
da me kupis sjajnim zlatom

Ref.","https://tekstovi.net/2,518,48131.html",,Kap veselja,A drop of joy(a little bit of joy),Budi se dan,"Necu dar, necu nakit
1
nemoj htjeti sjajnim zlatom
pustim novcem
da me kupis. Ref.
Samo kap veselja trazim
samo malo, malo smijeha
vedri pogled oka tvog. Ovu noc, ako zelis
tebi dajem
ja ti nudim pjesmu, igru
price, snove. A za sve
samo kap veselja trazim
samo malo, malo smijeha
ako hoces, nadji radost
mene podari sa njom. Necu laz, necu vjecnost
nemoj htjeti laznom nadom
da me kupis sjajnim zlatom. Ref.","I don't want a gift, I don't want jewelry
Don't try to buy me with shiny gold
or with worhtless money. All I want is a drop of joy(a little bit of joy)
Just a little, a little bit of laughter
The bright look of your eye. I give this night to you,if you want
I offer you songs and dance
Dreams and stories. And I would trade everything ,
for just a drop of joy
just a little, a little bit of laughter
If you want find the joy
And give me that joy. I don't want a lie, I don't want an eternity
Don't sell me a false hope
Don't try to buy me with shiny gold",https://lyricstranslate.com/en/kap-veselja-drop-joya-little-bit-joy.html,,,,Doris Dragović,Kap Veselja,,Ildi Ivanji,Budi Se Dan,,Cuco Sanchez,,nan-Budi Se Dan/1990.0-Budi Se Dan/nan-Najveći Hitovi/nan-Sve Želje Moje/2002.0-Emocije/2014.0-The Best Of Collection/2019.0-Original Album Collection
25,ADDMrKZd_1_25,Doris Dragović,Doris Dragović,Kazna,17462,"Da mi je poci u ponoc leci
tu gustu tamu dok sanjam prijeci
za zrno nade sve ljudi rade
a tko sam ja, kome sudjena

Nisam ja srna ja se ne bojim
poraze nase vise ne brojim
i ko zadnja luda opet sam druga
a meni ti uvijek jedini
 
Ref. 2x
Mogla bi ja bez ikoga
na usnama, na grudima
al' ne mogu ovu nositi dusu
kazna mi je to sto te volim beskrajno

Nisam ja srna ja se ne bojim
poraze nase vise ne brojim
i ko zadnja luda opet sam druga
a meni ti uvijek jedini

Ref. 2x","https://tekstovi.net/2,518,21018.html",,Kazna,Punishment,,"Da mi je poći u ponoć leći
tu gustu tamu dok sanjam prijeći
za zrno nade sve ljudi rade
a tko sam ja, kome suđena. Nisam ja srna ja se ne bojim
poraze naše više ne brojim
i ko zadnja luda opet sam druga
a meni ti uvijek jedini. Ref. 2x
Mogla bi ja bez ikoga
na usnama, na grudima
al' ne mogu ovu nositi dušu
kazna mi je to što te volim beskrajno. Nisam ja srna ja se ne bojim
poraze naše više ne brojim
i ko zadnja luda opet sam druga
a meni ti uvijek jedini. Ref. 2x","I wish I could go to sleep at midnight
As I dream of going over that dense darkness
People would do anything for a drop of hope
And who am I? Who am I destined to?. I am not a doe deer, I am not afraid
I don't count our defeats any more
And like an ultimate fool, I am the second one again
And you are always my only one. [Refrain]
I could do without anyone
On my lips, on my chest
But I cannot have this soul
My punishment is that I love you endlessly. I am not a doe deer, I am not afraid
I don't count our defeats any more
And like an ultimate fool, I am the second one again
And you are always my only one. [Refrain]",https://lyricstranslate.com/en/kazna-punishment.html-1,,,,Doris Dragović,Kazna,3:22,Nenad Ninčević,Malo Mi Za Sriću Triba,,Nenad Ninčević,,nan-Malo Mi Za Sriću Triba/2019.0-Original Album Collection
26,ADDMrKZd_1_26,Doris Dragović,Doris Dragović,Kralj,15434,"Da sam jaka, da sam jaka
slazem sebi svaki put kad si u pitanju
u po noci, u po mraka
tvoje ime nosim prema prvom svitanju
a vedro je nebo mozda prosetam 
misli okolo ako sretnem te
bit' ce napeto
 
Ja ne spavam, kada spavam
pokrivena samo zeljom da te poljubim
ja ne hodam, kada hodam
samo cekam te da korak s tobom produzim

A vedro je nebo mozda prosetam 
misli okolo ako sretnem te
bit' ce to kao, bit' ce kao da

Ref.
K'o da udari me grom
rastavi sa zemljom i sa tlom
ja se slomim sama pred sobom
priznam da si kralj
u zivotu mom u zivotu mom 

K'o da udari me grom
rastavi sa zemljom i sa tlom
ja se slomim sama pred sobom
priznam da si kralj, kralj, kralj 
u zivotu mom

Ja ne spavam, kada spavam
pokrivena samo zeljom da te poljubim
ja ne hodam, kada hodam
samo cekam te da korak s tobom produzim

A vedro je nebo mozda prosetam 
misli okolo ako sretnem te
bit' ce to kao, bit' ce kao da

Ref.

Ref.","https://tekstovi.net/2,518,15704.html",,Kralj,The King,Lice,"Da sam jaka, da sam jaka
slazem sebi svaki put kad si u pitanju
u po noci, u po mraka
tvoje ime nosim prema prvom svitanju
a vedro je nebo mozda prosetam
misli okolo ako sretnem te
bit' ce napeto. Ja ne spavam, kada spavam
pokrivena samo zeljom da te poljubim
ja ne hodam, kada hodam
samo cekam te da korak s tobom produzim. A vedro je nebo mozda prosetam
misli okolo ako sretnem te
bit' ce to kao, bit' ce kao da. Ref.
K'o da udari me grom
rastavi sa zemljom i sa tlom
ja se slomim sama pred sobom
priznam da si kralj
u zivotu mom u zivotu mom. K'o da udari me grom
rastavi sa zemljom i sa tlom
ja se slomim sama pred sobom
priznam da si kralj, kralj, kralj
u zivotu mom. Ja ne spavam, kada spavam
pokrivena samo zeljom da te poljubim
ja ne hodam, kada hodam
samo cekam te da korak s tobom produzim. A vedro je nebo mozda prosetam
misli okolo ako sretnem te
bit' ce to kao, bit' ce kao da. Ref.. Ref.","That I'm strong, that I'm strong
I lie to myself every time when it's about you
In the middle of the night, amidst the dark
Your name I carry towards a new dawn
And it's a clear sky, I might stretch
My thoughts around, if I meet you
It will be tense. I don't sleep, and when I do
I cover myself with a desire to kiss you
I don't walk, but when I do
I only wait to lengthen my steps with you. And it's a clear sky, I might stretch
My thoughts around, if I meet you
It will be as, it will be as though. [Chorus]
As though lightning had struck me
Rips me apart with the earth and the soil
In front of myself I break
Admit that you're the king
In my life, in my life. As though lightning had struck me
Rips me apart with the earth and the soil
In front of myself I break
Admit that you're the king, the king, the king
In my life. I don't sleep, and when I do
I cover myself with a desire to kiss you
I don't walk, but when I do
I only wait to lengthen my steps with you. And it's a clear sky, I might stretch
My thoughts around, if I meet you
It will be as, it will be as though. [Chorus] x2",https://lyricstranslate.com/en/kralj-king.html-4,"Da sam jaka, da sam jaka
Slažem sebi svaki put
Kad si u pitanju

U po noći, u po mraka
Tvoje ime nosim
Prema prvom svitanju
A vedro je nebo
Možda prošetam misli okolo
Ako sretnem te
Bit će napeto

Ja ne spavam kada spavam
Pokrivena samo željom da te poljubim
Ja ne hodam kada hodam
Samo čekam te da korak s tobom produžim
A vedro je nebo
Možda prošetam misli okolo
Ako sretnem te, bit će to kao
Bit će kao da, ko'da udari me grom
Rastavi sa zemljom i sa tlom
Ja se slomim sama pred sobom
Priznam da si kralj u životu mom
U životu mom",Kralj,https://cuspajz.com//tekstovi-pjesama/pjesma/doris-dragovic/kralj.html,Doris Dragović,Kralj,3:53,,Lice,,,,nan-Lice
27,ADDMrKZd_1_27,Doris Dragović,Doris Dragović,Krivi ljudi,113794,"Kapi srice s nase svice
sad se ka i vosak lade
nemam vise svitla za te
nemam vise kapi snage

Dani dodju, dani prodju
srce pusta na sve strane
dignu pozdrav, bace psovku
neki bivsi dragi na me
 
Ref.
Umorna sam da se meni sudi
a moju ljubav uzeli
 i potrosili krivi ljudi

I sta je zivot samo djir
 malo ti malo svitla posudi
a moju ljubav uzeli 
i potrosili krivi ljudi

Tko si da mi tvoje price
ovo malo duse cide
sve u ladni vitar ode
malo tvoje rici vride

Ref.

Umorna sam da se meni sudi
a moju ljubav uzeli 
i potrosili krivi ljudi","https://tekstovi.net/2,518,21019.html",,Krivi ljudi,Wrong People,Malo Mi Za Sriću Triba,"Kapi sriće s naše sviće
1
Sad se ka i vosak lade
Nemam više svitla za te
Nemam više kapi snage. Dani dođu, dani prođu
Srce pušta na sve strane
Dignu pozdrav, bace psovku
Neki bivši dragi na me. Umorna sam da se meni sudi
A moju ljubav uzeli i potrošili krivi ljudi
I šta je život - samo đir
Malo ti malo svitla posudi
A moju ljubav uzeli i potrošili krivi ljudi. Tko si da mi tvoje priče
Ovo malo duše cide
Sve u ladni vitar ode
Malo tvoje riči vride. Umorna sam da se meni sudi
A moju ljubav uzeli i potrošili krivi ljudi
I šta je život samo đir
Malo ti malo svitla posudi
A moju ljubav uzeli i potrošili krivi ljudi. Umorna sam da se meni sudi
A moju ljubav uzeli i potrošili krivi ljudi
A moju ljubav uzeli i potrošili krivi ljudi","Drops of happiness dripping from our candle
now cooling down like wax
I don't have any light for you anymore
I don't have any drops of strength left. Days come and days go by
the heart is leaking on every side
Some of my exes either say a praise or throw a curse word at me. I'm tired of being judged
my love was taken and spent by the wrong people
and what is life but a short stroll
that lends you a little bit of light
my love was taken and spent by the wrong people. Who are you that your stories
squeeze that small piece of soul I have left
all is gone with the cold wind
very little are your words worth. I'm tired of being judged
my love was taken and spent by the wrong people
and what is life but a short stroll
that lends you a little bit of light
my love was taken and spent by the wrong people. I'm tired of being judged
my love was taken and spent by the wrong people
my love was taken and spent by the wrong people",https://lyricstranslate.com/en/krivi-ljudi-wrong-people.html,"Kapi sriće s naše sviće
Sad se ka i vosak lade;
Nemam više svitla za te
Nemam više kapi snage.

Dani dođu, dani prođu,
Srce pušta na sve strane;
Dignu pozdrav, bace psovku
Neki bivši dragi na me.

REF.
Uuuuu umorna sam da se meni sudi,
A moju jubav uzeli i potrošili krivi ljudi.
I šta je život samo đir, malo ti malo svitla posudi, 
A moju jubav uzeli i potrošili krivi ljudi.

Tko si da mi tvoje priče
Ovo malo duše cide;
Sve u ladni vitar ode
Malo tvoje riči vride.

REF.
Uuuuu umorna sam da se meni sudi,
A moju jubav uzeli i potrošili krivi ljudi;
I šta je život samo đir,malo ti malo svitla posudi, 
A moju jubav uzeli i potrošili krivi ljudi.

Uuuuu umorna sam da se meni sudi,
A moju jubav uzeli i potrošili krivi ljudi;
A moju jubav uzeli i potrošili krivi ljudi.",Krivi ljudi,https://cuspajz.com//tekstovi-pjesama/pjesma/doris-dragovic/krivi-ljudi.html,Doris Dragović,Krivi Ljudi,4:02,,Malo Mi Za Sriću Triba,,,,nan-Malo Mi Za Sriću Triba/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2014.0-Koncert U Lisinskom/2014.0-The Best Of Collection/2016.0-Live Spaladium Arena/2019.0-Original Album Collection
28,ADDMrKZd_1_28,Doris Dragović,Doris Dragović,"Leti, leti lastavice",4040,"Laj, laj, laj, lastavice plava
idi tamo gdje on s drugom spava
daj, daj, daj, daj mu ove suze
ko je ta sto mi ga uze

Ref.
Leti, leti lastavice, sestrice
leti, leti, vrati mi ga, pticice
saljem mu ovaj pramen svoj
 
Sjeti ga da je bio moj
sjeti ga kada prilazi njoj
o lastavice
leti, leti lastavice, sestrice

Znaj, znaj, znaj tajnu mi je krio
lagao me i nevjeran bio
lastavice, upitaj ga sama
sto se to desilo s nama

Ref. 2x","https://tekstovi.net/2,518,46033.html",,leti leti lastavice,"Fly, fly swallow",Željo moja,"Laj, laj, laj, lastavice plava
idi tamo gdje on s drugom spava
daj, daj, daj, daj mu ove suze
ko je ta sto mi ga uze. Ref.
Leti, leti lastavice, sestrice
leti, leti, vrati mi ga, pticice
saljem mu ovaj pramen svoj. Sjeti ga da je bio moj
sjeti ga kada prilazi njoj
o lastavice
leti, leti lastavice, sestrice. Znaj, znaj, znaj tajnu mi je krio
lagao me i nevjeran bio
lastavice, upitaj ga sama
sto se to desilo s nama. Ref. 2x","Lay, lay, lay, blue swallow
Go where he sleeps with another woman
Give, give, give, give him these tears
Who is that woman that took him from me. Chorus
Fly, fly swallow, dear sister
Fly, fly, bring him back, little bird
I'll sending him my lock of hair. Remind him that he was mine
Remind him when he approaches her
Oh swallow
Fly, fly swallow, dear sister. Know, know, know he kept a secret from me
He lied and was unfaithful
Swallow, ask him yourself
Just what happened between us. Chorus 2x",https://lyricstranslate.com/en/leti-leti-lastavice-fly-fly-swallow.html,,,,Doris Dragović,"Leti, Leti Lastavice",,,Sve Želje Moje,,,,nan-Sve Želje Moje/2002.0-Emocije
29,ADDMrKZd_1_29,Doris Dragović,Doris Dragović,Lice,12931,"Ko je da je necu je u blizini
otela se kontroli i sudbini
dalje, dalje od mene sa njom

Namjere joj nisu ni bile ciste
takve zene imaju oci iste
dalje, dalje od mene sa njom
 
Ref.
Lice te izdajice
gleda me ocima otrovnice
sada od mene oprostaj trazi
sve sto je bilo vise ne vazi

Lice te izdajice 
gleda me ocima otrovnice
sada od mene oprostaj moli
ona je dokaz sve moje boli

Ko je da je necu je u blizini
otela se kontroli i sudbini
dalje, dalje od mene sa njom

Namjere joj nisu ni bile ciste
takve zene imaju oci iste
dalje, dalje od mene sa njom

Ref.","https://tekstovi.net/2,518,16277.html",,Lice,Face,Lice,"Tko je da je, neću je u blizini
otela se kontroli i sudbini
dalje, dalje od mene sa njom. Namjere joj nisu ni bile čiste
takve žene imaju oči iste
dalje, dalje od mene sa njom. (Refren)
Lice te izdajice
gleda me očima otrovnice
sada od mene oproštaj traži
sve što je bilo više ne važi
Lice te izdajice
gleda me očima otrovnice
sada od mene oproštaj moli
ona je dokaz sve moje boli. Tko je da je, neću je u blizini
otela se kontroli i sudbini
dalje, dalje od mene sa njom. Namjere joj nisu ni bile čiste
takve žene imaju oči iste
dalje, dalje od mene sa njom. (Refren)","Who ever she may be, I don't want her near
She got out of control and form destiny
Further, get her further from me. Her intentions were never pure
Such women all have the same eyes
Further, get her further from me. (Chorus)
The face of that traitor
Looks at me with the eyes of a poisonous snake
Now she asks me for forgiveness
All that was before, doesn't count any more. The face of that traitor
Looks at me with the eyes of a poisonous snake
Now she begs me for forgiveness
She is the proof of all my pain. Who ever she may be, I don't want her near
She got out of control and form destiny
Further, get her further from me. Her intentions were never pure
Such women all have the same eyes
Further, get her further from me. (Chorus)",https://lyricstranslate.com/en/lice-face.html,,,,Doris Dragović,Lice,3:18,,Lice,,,,nan-Lice
30,ADDMrKZd_1_30,Doris Dragović,Doris Dragović,Majko,1193,"Jos ne svice dan
a tvoje oci sad vidim u tami
sa mnom si kad tugujem
i kada placem, kad se radujem

Dom, pust je moj dom
jer, svi ti ljudi me ne poznaju
nema nikoga tu
andjeli s neba te dozivaju
 
Ref.
Majko, uvijek si tu
kad mi ne ide, i kad me slome
placem tiho u snu
moje srce je u srcu tvome

Majko, cujes li me
plasi me sad ova tama
kao nekad u snu
cuvaj me, cuvaj me, mama

Ref. 2x","https://tekstovi.net/2,518,63114.html",,,,,,,,,,,Doris Dragović,Majko,,,Tvoja U Duši,,,,nan-Tvoja U Duši/nan-Najveći Hitovi/nan-Sve Želje Moje/2002.0-Emocije/2007.0-The Platinum Collection
31,ADDMrKZd_1_31,Doris Dragović,Doris Dragović,Malo mi za sricu triba,172472,"Lipi grozdi srca moga
puni vina njegovoga
a, on nece doc' u jematvu

Bokun mora, bokun neba
kamen cvita kad ga gleda
a di necu ja, di necu ja
na me stavi kap ljubavi
 
Ref.
Malo mi za sricu triba
da me zove moja lipa
da mi kazu zlato moje
lipe usne te njegove

Vilo moja dalmatinska
zelja se u tilu stiska
bez njega je dusa suva
ka' i maslina bez uja

U traversi nebo ima
modre zvizde di ce s njima
stavlja ih u oci njegove

Ref.

Malo mi za sricu triba
da me zove moja lipa
bez njega je dusa suva
ka' i maslina bez uja","https://tekstovi.net/2,518,10759.html","Inconnu Compositeur Auteur, Remi Kazinoti",Malo mi za sriću triba,I Don't Need Much For Happiness,,"Lipi grozdi srca moga
1
puni vina njegovoga
a on neće doć u jematvu. Bokun mora, bokun neba
Kamen cvita kad ga gleda,
A di neću ja, di neću ja?. Na me stavi kap ljubavi. [Refren]
Malo mi za sriću triba -
Da me zove moja lipa,
Da mi kažu zlato moje
Lipe usne te njegove.
Vilo moja dalmatinska
Žeja se u tilu stiska
Bez njega je duša suva
Ka i maslina bez uja
Bez njega je duša suva
Ka i maslina bez uja. U traverši nebo ima
Modre zvizde - di će s njima?
Stavlja ih u oči njegove. Bokun mora, bokun neba
Kamen cvita kad ga gleda,
A di neću ja, di neću ja?. Na me stavi kap ljubavi. [Refren]","Beautiful grape clusters of my heart are
Full of his vine
And he is not coming to the harvest. A bit of sea, a bit of the sky
A rock blooms when he looks at it,
How could I not too, how could I not?. Put a drop of love on me. [Refrain]
I don't need much for happiness -
For him to call me - 'my beauty',
To be told 'my precious'
By those beautiful lips of his.
My dalmatian fairy,
Desire is cramped inside the body.
The soul is dry without him
Like an olive without the oil
The soul is dry without him
Like an olive without the oil. The sky has blue stars
Inside its apron - where is it gonna put them?
It puts them inside his eyes. A bit of sea, a bit of the sky
A rock blooms when he looks at it,
How could I not too, how could I not?. Put a drop of love on me. [Refrain]",https://lyricstranslate.com/en/malo-mi-za-sri%C4%87u-triba-i-dont-need-much-happi.html,"Lipi grozdi srca moga
Puni vina njegovoga,
A on neće doć' u jematvu.

Bokun mora, bokun neba;
Kamen cvita kad ga gleda,
A di neću ja, di neću ja;
Na me stavi kap jubavi.

Malo mi za sriću triba
Da me zove moja lipa,
Da mi kažu zlato moje
Lipe usne te njegove.

Vilo moja dalmatinska
Žeja se u tilu stiska.
Brez njega je duša suva
Ka' i maslina bez uja.

U traverši nebo ima,
Modre zvizde di će s njima;
Stavja ih u oči njegove.

Malo mi za sriću triba
Da me zove moja lipa
Bez njega je dusa suva
Ka' i maslina bez uja.",Malo mi za sriću triba,https://cuspajz.com//tekstovi-pjesama/pjesma/doris-dragovic/malo-mi-za-sricu-triba.html,Doris Dragović,Malo Mi Za Sriću Triba,4:05,,Malo Mi Za Sriću Triba,,,,nan-Malo Mi Za Sriću Triba/nan-Gold Collection Volume 03 - 18 Zlatnih Hitova/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2014.0-Koncert U Lisinskom/2014.0-The Best Of Collection/2016.0-Live Spaladium Arena/2019.0-Original Album Collection/2019.0-Original Album Collection
32,ADDMrKZd_1_32,Doris Dragović,Doris Dragović,Marija Magdalena,55513,"Jer tvoja ljubav 
me razapela
odrijesila me je 
mojih grijeha

Ref.
Svjedok mi Bog
srca mi mog
ova zena zna 
da ti pripadam sva
Marija Magdalena
 
Vodila me noc 
svud po svijetu 
i rekla sam joj stoj 
ja dalje necu

Ref.","https://tekstovi.net/2,518,5990.html",,Marija Magdalena,Maria Magdalena,Krajem Vijeka,"Jer tvoja ljubav me, razapela
1
Odriješila me je, mojih grijeha
Svjedok mi Bog, srca mi mog
Ova žena zna, da ti pripada, sva. Marija Magdalena... Marija Magdalena...
Ah... Marija Magdalena... ah.... Vodila me noć, svud po svijetu
I rekla sam joj: ""Stoj!"" ah... ""dalje neću""
Svjedok mi Bog, srca mi mog
Ova žena zna, da ti pripada, sva. Marija Magdalena... Marija Magdalena...
Ah... Marija Magdalena... ah.... Svjedok mi Bog, srca mi mog
Ova žena zna, da ti pripada, sva. Marija Magdalena... Marija Magdalena...
Ah... Marija Magdalena... ah...","Because your love crucified me
Absolved me from my sins
God is my witness, of my heart
This woman knows, that she whole belongs to you. Maria Magdalena, Maria Magdalena...
Ah, Maria Magdalena, ah.... Night was leading me around the whole world
And i told her (night): ""stop"", ""i won't anymore""
God is my witness, of my heart
This woman knows, that she whole belongs to you. Maria Magdalena, Maria Magdalena...
Ah, Maria Magdalena, ah.... God is my witness, of my heart
This woman knows, that she whole belongs to you. Maria Magdalena, Maria Magdalena...
Ah, Maria Magdalena, ah...",https://lyricstranslate.com/en/maria-magdalena-maria-magdalena.html,"Jer tvoja ljubav
me razapela
odrijesila me je
mojih grijeha

Svjedok mi Bog
srca mi mog
ova zena zna
da ti pripadam sva
Marija Magdalena

Vodila me noc
svud po svijetu
i rekla sam joj stoj
ja dalje necu",Marija Magdalena,https://cuspajz.com//tekstovi-pjesama/pjesma/doris-dragovic/marija-magdalena.html,Doris Dragović,Marija Magdalena,3:00,,Krajem Vijeka,,,,nan-Krajem Vijeka/2007.0-The Platinum Collection/2014.0-Koncert U Lisinskom/2014.0-The Best Of Collection/2016.0-Live Spaladium Arena
33,ADDMrKZd_1_33,Doris Dragović,Doris Dragović,Mjesecina,11054,"Zvona zvone, duso, tebe nema
ide iz daljine, noc se sprema
sta ce meni slika tvoja
kada vene mladost moja

Ref.
Mjesecina s neba pala
pa me budila, a dragog nema
a dragog nema da me uspava
da me uspava bas ko nekada
 
Ko te nocas ljubi, ko te gleda
i da meni dodjes ko ti ne da
sta ce meni slika tvoja
kada vene mladost moja

Ref.","https://tekstovi.net/2,518,9880.html",,Mjesečina,Moonlight,Dajem ti srce,"Zvona zvone, dušo, tebe nema
ide iz daljine, noć se sprema
šta će meni slika tvoja
kada vene mladost moja. Ref.
Mjesečina s neba pala
pa me budila, a dragog nema
a dragog nema da me uspava
da me uspava baš ko nekada. Ko te noćas ljubi, ko te gleda
i da meni dođeš ko ti ne da
šta će meni slika tvoja
kada vene mladost moja. Ref.","The bells are ringing, my dear, you're not here
it's coming from afar, the night is getting ready
what do I need your picture for
when my youth is fading. Chorus.
The moonlight had fallen from the skies
and woke me up, but my darling isn't here
my darling isn't here to help me sleep
to help me sleep like before. Who's kissing you tonight, who's looking at you
who's not letting you come to me
what do I need your picture for
when my youth is fading",https://lyricstranslate.com/en/mjesecina-moonlight.html-1,"Zvona zvone, duso, tebe nema
ide iz daljine, noc se sprema
sta ce meni slika tvoja
kada vene mladost moja

Mjesecina s neba pala
pa me budila, a dragog nema
a dragog nema da me uspava
da me uspava bas ko nekada

Ko te nocas ljubi, ko te gleda
i da meni dodjes ko ti ne da
sta ce meni slika tvoja
kada vene mladost moja",Mjesečina,https://cuspajz.com//tekstovi-pjesama/pjesma/doris-dragovic/mjesecina.html,Doris Dragović,Mjesečina,,Nenad Ninčević,Dajem Ti Srce,,Zrinko Tutić,,nan-Dajem Ti Srce/2010.0-Najljepše Ljubavne Pjesme/2019.0-Original Album Collection
