Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Album_11_diskografija,Album_12_diskografija,Album_13_diskografija,Album_14_diskografija,Album_15_diskografija,Album_16_diskografija,Album_17_diskografija,Album_18_diskografija,Album_19_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Featuring_discogs,All_albums_discogs
zT3Xu5sD_1_62,Mišo Kovač,Mate Mišo Kovač,Nek' sute svi,2525,"Ja imam oci samo nju da gledam
ja imam srce samo njoj da ga predam
i necu pjesme, nek' me vino truje
sta ce mi pjesme ako ona me ne cuje

Ref. 2x
Nek' sute svi, samo sjecanja mi kvare
nisam za drustvo i za pjesme stare
jos te volim i nakon svega
lakse ce srce iz mene
nego ti iz njega
 
Ne bira srce koga ludo voli
za koga suze teku kao rijeka
uvijek ima netko tko nas jace voli
uvijek ima netko koga se vise ceka

Ref. 

Ref.

Lakse ce srce iz mene
nego ti iz njega","https://tekstovi.net/2,692,52922.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Nek' Šute Svi,3:10,Fayo,,"Dobra Večer, Prijatelji Moji...",2016.0,,"2016.0-Dobra Večer, Prijatelji Moji..."
zT3Xu5sD_1_63,Mišo Kovač,Mate Mišo Kovač,Nema mi do tebe nikoga (duet Ivana Kovac),34631,"Slatko je vino dalmacije
al' prema tebi gorko je
lijepo je nebo nad Zagrebom 
al' nek se skrije pred tobom

Dobrih je ljudi posvuda
al' boljeg od tebe ne znam ja
lijepe su pjesme pjevane 
al' tvoje su meni najljepse
 
Ref.
Nema mi do tebe nikoga
ni za sto te ne dam ja 
s tobom je sunce toplije 
i dusu ogrije

Nema mi do tebe nikoga 
sa tobom zelim biti ja
s tobom se dani pozlatili 
i srecu mi vratili

Slatke su tresnje iz zavicaja
sladji je dodir tvog zagrljaja
lijepo je cvijece, lijepo je 
al' kao ti ne mirise

Bio si uvijek kraj mene 
kad mi je bilo najteze
da lijepu rijec mi uputic
i da mi dusu otvoris

Ref. 2x
","https://tekstovi.net/2,692,18356.html",,,,,,,,['Željko Pavičić'],['Željko Pavičić'],['Branimir Mihaljević'],['Mate Mišo Kovač'],2006 - Ja sam kovač svoje sreće,2006 - The platinum collection,https://diskografija.com/pjesma/nema-mi-do-tebe-nikoga-9039.htm,Nema mi do tebe nikoga,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Nema Mi Do Tebe Nikoga ,,,,Ja Sam Kovač Svoje Sreće,,Ivana Kovač,nan-Ja Sam Kovač Svoje Sreće
zT3Xu5sD_1_64,Mišo Kovač,Mate Mišo Kovač,Nije lako biti sam,316,"Na moj prozor spustile se kise
u mojoj noci ti si bila zora
ni kratak susret ne vraca se vise
kada radost prodje, tuga doci mora

Ref.
Nije lako biti sam
dok oko nas liju kise
prvi susret, prva ljubav
ne vraca se nikad vise
 
Nije lako biti sam
dok oko nas vatre gore
moje oci, moje ruke
trazit' ce te sve do zore

Na moj prozor vratile se zime
sve su tezi ovi pusti sati
place vjetar, cujem tvoje ime
nista vise ne mogu ti dati

Ref.","https://tekstovi.net/2,692,64039.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Nije Lako Biti Sam,,Željko Sabol,,Zagreb 77,,,nan-Zagreb 77
zT3Xu5sD_1_65,Mišo Kovač,Mate Mišo Kovač,Nikad ti necu reci zbogom,580,"Od tebe mi osta bezbroj sitnica
ljubavi prazna sjena nas prati
dok nebom leti zakasnjela ptica
shvacam da vise nemam ti sto dati

U zaklon bjezimo i oboje smo mokri
kao nekada setamo, dok kisa lije
kao lisce pute nase, zaborav sad pokri
proslost se vratila, a ljubav nije
a ljubav nije
 
Ref. 2x 
Nikad ti necu reci zbogom
jer rastanci su tuzni, dok padaju kise
mi jedno drugom nismo nista duzni
hodamo polako, a volim te sve vise

Nikad za nista tako kasno nije
kao za ljubav, kad jednom ode
nije nam vise, nije kao prije
mi ladje smo dvije, sto nikud ne brode

Ref. 2x","https://tekstovi.net/2,692,63128.html",,,,,,,,,,['Slobodan M. Kovačević'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/nikad-ti-necu-reci-zbogom-11663.htm,Nikad ti neću reći zbogom,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Nikad Ti Neću Reći Zbogom,4:12,,,Jači Od Vjetra,,,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_66,Mišo Kovač,Mate Mišo Kovač,Nikog nisam volio tako,83659,"Koga ja to lazem, kome pricam basne
kome ja to zelim da zatvori oci
kad su mnoge stvari odavno mi jasne
kad se isto pice vec danima toci

I nocas je ovdje, vise nego prije
vise nego kad je priznala da voli
a to sto se kunem da mi vazna nije
to uzalud trazim nacin da prebolim
 
Ref. 2x
Nikoga nisam volio tako
dusom i tijelom beskrajno lako
kao tebe, nikog kao tebe

I nocas je ovdje, vise nego prije
vise nego kad je priznala da voli
a to sto se kunem da mi vazna nije
to uzalud trazim nacin da prebolim

Ref. 2x","https://tekstovi.net/2,692,18645.html",,Nikoga nisam volio tako,I Loved No One That Way,,"Koga ja to lažem? Kome pričam basne?
1
Kome ja to želim da zatvorim oči -
Kad su mnoge stvari odavno mi jasne,
Kad se isto piće već danima toči?. I noćas je ovdje, više nego prije,
Više nego kad je priznala da voli...
A to što se kunem da mi važna nije -
To uzalud tražim način da prebolim.. (Pripjev)
Nikoga nisam volio tako -
Dušom i tijelom, beskrajno lako...
Kao tebe! Nikog kao tebe!. I noćas je ovdje, više nego prije,
Više nego kad je priznala da voli...
A to što se kunem da mi važna nije -
To uzalud tražim način da prebolim.. (Pripjev)","Whom am I lying to? Whom am I telling tales to?
Whose eyes do I want to close -
When many things are clear to me since long ago,
When same drink is being pourred for days?. She's here tonght too, more than before,
More than when she admitted of loving...
And the fact I swear she's not important to me anymore -
That's me looking for a way to get over her in vain.... (Chorus)
I loved no one that way -
Body and soul, infinitely easy...
Like you! No one like you!. She's here tonght too, more than before,
More than when she admitted of loving...
And the fact I swear she's not important to me anymore -
That's me looking for a way to get over her in vain.... (Chorus)",https://lyricstranslate.com/en/nikoga-nisam-volio-tako-i-loved-no-one-way.html,['Đorđe Novković'],['Saša Eraković'],['Slobodan M. Kovačević'],['Mate Mišo Kovač'],1981 - Jači od vjetra,2002 - Zvuk osamdesetih Zabavna i Pop 1980 - 1981,https://diskografija.com/pjesma/nikoga-nisam-volio-tako-7901.htm,Nikoga nisam volio tako,2003 - Najdraže pjesme Miše Kovača,2004 - Zabavni megamix,"2004 - Nakon svih ovih godina - 4 asa
Aranžman: Rajko Dujmić / Vlado Kalember / Alen Islamović / Jurica Pađen",2006 - The platinum collection,2007 - Đorđe Novković - Gold collection,,,,,,,,,,,,,"Koga ja to lažem, kome pričam basne?
Kome ja to želim da zatvori oči?
Kad su mnoge stvari odavno mi jasne.
Kad se isto piće već danima toči.

I noćas je ovdje više nego prije;
više nego kad je priznala da voli.
A to isto se kunem da mi važna nije,
to uzalud tražim način da prebolim.

Nikog nisam volio tako
dušom i tijelom beskrajno lako,
kao tebe, nikog kao tebe.

I noćas je ovdje, više nego prije.
Više nego kad je priznala da voli.
A to što se kune da mi važna nije
to uzalud tražim način da prebolim.",Nikoga nisam volio tako,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/nikoga-nisam-volio-tako.html,Mišo Kovač,Nikog Nisam Volio Tako,3:40,,,Najdraže Pjesme Miše Kovača,,,nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection
zT3Xu5sD_1_67,Mišo Kovač,Mate Mišo Kovač,Noc ti dira kose crne,1174,"Noc ti dira kose crne
sve dok nebo ne razgrne
a kad zora dan odskrine
ti si jos u srcu mom 

Tko nam moze vise dati
zar ti mogu vise reci
ti ces mojim bilom teci
ja cu kucati u tvom
 
Kad te budim, kad te ljubim
kad se cari s tobom bude
vrele usne ljubav nude
noc ti dira kose crne  

Grad polako svijetla trne
gore samo oci crne
crne oci, dan u noci
ti si jos u krilu mom  

Pa te budim, pa te ljubim
pa se cari s tobom bude
vrele usne ljubav nude
noc ti dira kose crne","https://tekstovi.net/2,692,60168.html",,,,,,,https://lyricstranslate.com/tr/translations/16?page=13,['Dušan Šarac'],['Drago Britvić'],,['Mate Mišo Kovač'],1976 - Najveći uspjesi 2,"1999 - Pjevaj, legendo
Aranžman: Stipica Kalogjera",https://diskografija.com/pjesma/noc-ti-dira-kose-crne-5455.htm,Noć ti dira kose crne,"2004 - Najveći hitovi br.2
Aranžman: Stipica Kalogjera",,,,,,,,,,,,,,,,,,,,Mišo Kovač,Noć Ti Dira Kose Crne,,,,Noć Ti Dira Kose Crne,,,"nan-Noć Ti Dira Kose Crne/1978.0-Najveći Uspjesi 2./nan-Najveći Uspjesi Četvorice Najvećih/nan-Mišo Kovač/1987.0-Najljepše Pjesme 2/nan-Najljepše Pjesme/1997.0-Najbolje/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2004.0-Najveći Hitovi Br. 2"
zT3Xu5sD_1_68,Mišo Kovač,Mate Mišo Kovač,Nocas cemo zemlji k'o materi reci (feat. Klapa Maslina),9626,"Skupit cemo nocas, prijatelji moji
i drace i cvice iz naseg djardina
tisuce sinova, razbacani skoji
i tisuce kceri gromaca i stina

Nocas cemo zemlji k'o materi reci
nosimo ti s grozjem srce u kaseti
iz svake ce loze krv rumena teci
a pisma ce sama poci po kaleti
 
Ref.
Rasti zemljo, pukni stino
kucaj srce materino
sumi more, suzo slana
trajna-nina-nina-nana
trajna-nina-nina-nana

Dalmacijo, zemljo, maslinova grano
Dalmacijo, zemljo kamena i smilja
pozlati mi veslo, kad ustanem rano
obala je tvoja o suncanih milja

Do ramena zemlji narasti ce plima
sinovi i kceri, ribari tezaci
a za one drage, kojih vise nima
donit cemo vjenac, da u more baci

Ref.","https://tekstovi.net/2,692,44359.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skupit cemo nocas, prijatelji moji
i drace i svice iz naseg dardina
tisucu sinova, razbacani skoji
i tisuce kceri gromaca i stina

Nocas cemo zemlji ko materi reci
nosimo iz grozjem srce u kaseti
i za svake ce loze, krv rumena teci
a pisma ce sama poci po kaleti

Rasti zemljo, pukni stino,
Kucaj srce materino
Sumi more, suzo slana,
Trajnaninaninanaanaaa

Dalmacijo zemljo, maslinova grano
Dalmacijo zemljo, kamena i smilja
O zlati mi veslo, kad ustanem rano
Obala je tvoja o suncanih milja

Do kamena zemlji, narasti ce plima
Sinovi i kceri ribari tezaci
A za one drage, kojih vise nima
Donit cemo vjenac pa u more bacit",Noćas ćemo zemlji ko materi reći,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/nocas-cemo-zemlji-ko-materi-reci.html,Mišo Kovač,Noćas Ćemo Zemlji K'o Materi Reći ,3:07,,,Jedan Dan Života - Live Collection,2009.0,,2009.0-Jedan Dan Života - Live Collection
zT3Xu5sD_1_69,Mišo Kovač,Mate Mišo Kovač,Obala mojih snova,957,"Plovi brod niz plavi put
mnogih mora zna on cud
ali ga zelja jedna prati
da se rodnom kraju vrati

Plovi brod niz plavi put
svih mornara on je drug
i u dahu maestrala
i u bijesu burnih vala
 
Ref.
Daleko je sunce vjecno sto sja
daleko je more za ljubav sto zna
daleko je obala mojih snova
daleko je, draga, ljubav tvoja

Ref.","https://tekstovi.net/2,692,60167.html",,,,,,,,['Dušan Šarac'],['Dušan Šarac'],,['Mate Mišo Kovač'],1975 - Najveći uspjesi 1,"2003 - Najveći hitovi
Aranžman: Đorđe Novković",https://diskografija.com/pjesma/obala-mojih-snova-5440.htm,Obala mojih snova,,,,,,,,,,,,,,,,,,"Plovi brod niz plavi put,
Mnogih mora zna on ćud
Al' ga jedna želja prati,
Da se rodnom kraju vrati.

Plovi brod niz plavi put,
Svih mornara on je drug
I u dahu maestrala,
I u bijesu burnih vala.

Daleko je sunce nježno što sja,
Daleko je more za ljubav što zna,
Daleko je obala mojih snova,
Daleko je draga ljubav tvoja.

Daleko je obala mojih snova,
Daleko je draga ljubav tvoja.",Obala mojih snova,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/obala-mojih-snova.html,Mišo Kovač,Obala Mojih Snova,,Dušan Šarac,Dušan Šarac,Obala Mojih Snova / Najljepše Su Oči Moje Majke,,,nan-Obala Mojih Snova / Najljepše Su Oči Moje Majke/nan-Najveći Uspjesi 1./nan-Najveći Uspjesi Četvorice Najvećih/1987.0-Najljepše Pjesme 1/nan-Najljepše Pjesme/2003.0-Najveći Hitovi
zT3Xu5sD_1_70,Mišo Kovač,Mate Mišo Kovač,Oci tvoje plave,327,"Bila si jedino sunce minulih dana
cekala dugo na moja obecanja
usne su tvoje tiho saptale same
da je ljubav vjecna kad ti srce kaze

Ref. 2x
Oci tvoje plave
k'o treptave zvijezde sjaje
oci tvoje plave
svijetlo su mojima dale
 
Oci tvoje plave
samo su za ljubav znale
oci tvoje plave
dugo su plakale same

Prosle su noci lutanja bez tebe
dosta je bilo dana, nas bez srece
usne su tvoje tiho saptale same
da je ljubav vjecna kad ti srce kaze

Ref. 2x","https://tekstovi.net/2,692,64031.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bila si jedino sunce minulih dana
Čekala dugo na moja obećanja
Usne su tvoje šaptale tiho same
Da je ljubav vječna kad ti srce kaže

Oči tvoje plave ko treptave zvijezde sjaje
Oči tvoje plave svjetlost su mojima dale
Oči tvoje plave samo su za ljubav znale
Oči tvoje plave dugo su plakale same

Oči tvoje plave ko treptave zvijezde sjaje
Oči tvoje plave svjetlost su mojima dale
Oči tvoje plave samo su za ljubav znale
Oči tvoje plave dugo su plakale same

Prošle su noći, lutanja bez tebe
Dosta je bilo dana lažne sreće
Usne su tvoje šaptale tiho same
Da je ljubav vječna kad ti srce kaže

Oči tvoje plave ko treptave zvijezde sjaje
Oči tvoje plave svjetlost su mojima dale
Oči tvoje plave samo su za ljubav znale
Oči tvoje plave dugo su plakale same",Oči tvoje plave,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/oci-tvoje-plave.html,Mišo Kovač,Oči Tvoje Plave,4:12,Dušan Šarac,Dušan Šarac,Ostala Si Uvijek Ista,1975.0,,1975.0-Ostala Si Uvijek Ista
zT3Xu5sD_1_71,Mišo Kovač,Mate Mišo Kovač,Od kavane do kavane,15857,"Pomozite, prijatelji
da pronadjem dusu mi
da sa vama proslavim
nesudjeni njezin pir

Ref. 2x
Od kavane do kavane
lijecim srca svoga rane
oprosti mi, majko sveta
zbog zivota mi prokleta
 
To sto ona nije s nama
na srcu mi osta rana
dusa mi je otrovana
od ljubavi i kavana 

Ref. 2x","https://tekstovi.net/2,692,17398.html",,Od kavane do kavane,From a tavern to a tavern,,"Pomozite, prijatelji
Da pronađem dušu mi
Da sa vama proslavim
Nesuđeni njezin pir. Od kavane do kavane
Liječim srca svoga rane
Oprosti mi, majko sveta
Zbog života mi prokleta. To što ona nije s nama
Na srcu mi osta rana
Duša mi je otrovana
Od ljubavi i kavana","Help me, my friends
To find my soul
To celebrate with you
Her spelled which wasn't meant to be. From a tavern to a tavern
I've been healing my heart's wounds
Forgive me, Holy Mother
For living a cursed life. She isn't with us
That's why I have a wound on my heart
My son is poisoned
By love and taverns",https://lyricstranslate.com/en/od-kavane-do-kavane-tavern-tavern.html,['Petar Crljen'],['Petar Crljen'],['Branko Glavan'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/od-kavane-do-kavane-11876.htm,Od kavane do kavane,,,,,,,,,,,,,,,,,,"Pomozite prijatelji
Da pronađem dušu mi
Da sa vama proslavim
Nesuđeni njezin pir

Od kavane do kavane
Liječim srca svoga rane
Oprosti mi, majko sveta
Zbog života mi prokleta

To što ona nije s nama
Na srcu mi osta rana
Duša mi je otrovana
Od ljubavi i kavana",Od kavane do kavane,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/od-kavane-do-kavane.html,Mišo Kovač,Od Kavane Do Kavane,,,,Mojoj Vjernoj Publici,,,nan-Mojoj Vjernoj Publici
zT3Xu5sD_1_72,Mišo Kovač,Mate Mišo Kovač,Od svega te volim vise,407,"Volim te suncem
kad u trenu bljesne
od koga lice
zarumeni cijelo

Volim te ludo
svakim stihom pjesme
dodirom usne
koji budi tijelo
 
Volim te rosom
jutarnjom, sto blista
ljubavi moja
nevidljiva tajno

Volim te njeznim
drvecem sto lista
volim te, duso
volim te beskrajno

Ref.2x
Od svega te volim jace
moje srce s tobom dise
od svega si meni draza
od svega te volim vise

Volim te srcem
prepunim srece
sto, samo za nas
sniva nove pute

Volim te divlje
kad spusti se vece
pa, ruke same
traze te i slute

Volim te suzom
ranom punom boli
kad se, bez tebe
k´o more zapjeni

O, volim te
toliko te volim
da zauvijek ces
ostati u meni

Ref. 2x","https://tekstovi.net/2,692,64087.html",,,,,,,https://lyricstranslate.com/nl/translations/16?page=8,['Slobodan M. Kovačević'],['Bratislav Zlatanović'],['Slobodan M. Kovačević'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/od-svega-te-volim-vise-11659.htm,Od svega te volim više,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Od Svega Te Volim Više,4:27,,,Čovjek Bez Adrese,,,nan-Čovjek Bez Adrese/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_73,Mišo Kovač,Mate Mišo Kovač,Od zivota digao sam ruke,2263,"Ja sam prosao svoje
zivota dotako dno
vise nema se kamo
al' koga tice se to

Nisam isao cestom 
kao i drugi svi
ciji sam, gdje mi je mjesto
moj Boze reci mi
 
Ref.
Od zivota digao sam ruke
nista vise ne vidim u njemu
nadati se nemam kome
radovat se nemam cemu

Ja sam prosao svoje
zadnji svoj platio dug
vise nama se kamo 
vise nema se kud

Nisam isao cestom 
kao i drugi svi
ciji sam, gdje mi je mjesto
moj Boze reci mi

Ref.","https://tekstovi.net/2,692,50294.html",,,,,,,,['Dražen Zečić'],['Bratislav Zlatanović'],['Nikša Bratoš'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/od-zivota-digao-sam-ruke-11856.htm,Od života digao sam ruke,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Od Života Digao Sam Ruke,,,,Mate Mišo Kovač,,,nan-Mate Mišo Kovač
zT3Xu5sD_1_74,Mišo Kovač,Mate Mišo Kovač,Odavno vise ne placem zbog tebe,10781,"Padale su lude kise
onog ljeta kada sam te snio
padale su dugo, dugo
onog ljeta kad sam te ljubio

Ref. 2x
Odavno vise ne placem
zbog tebe, ne placem
sad se dusa smiruje
sto je bilo, bilo je
 
Sijalo je gorko sunce
i gorcinom opilo nam tijela
sijalo je dugo, dugo
onog ljeta kada me nisi htjela

Ref. 4x","https://tekstovi.net/2,692,43585.html",,,,,,,,['Đorđe Novković'],['Marina Tucaković'],['Mato Došen'],['Mate Mišo Kovač'],1986 - Ti si pjesma moje duše,1988 - Koncert - uživo,https://diskografija.com/pjesma/odavno-vise-ne-placem-zbog-tebe-7905.htm,Odavno više ne plačem zbog tebe,2003 - Najdraže pjesme Miše Kovača,2004 - Zabavni megamix,2005 - Mišo u Šibeniku - uživo,2006 - The platinum collection,2007 - Live collection - uživo,,,,,,,,,,,,,"Padale su lude kiše
Onog ljeta kada sam te sreo
Padale su dugo, dugo
Onog ljeta kad sam te ljubio

Odavno više ne plačem zbog tebe, ne plačem
Sad se duša smiruje, što je bilo, bilo je
Odavno više ne plačem zbog tebe, ne plačem
Sad se duša smiruje, što je bilo, bilo je

Sijalo je gorko sunce i gorčinom opilo nam tijela
Sijalo je dugo, dugo, onog ljeta kada me nisi htjela

Odavno više ne plačem zbog tebe, ne plačem
Sad se duša smiruje, što je bilo, bilo je
Odavno više ne plačem zbog tebe, ne plačem
Sad se duša smiruje, što je bilo, bilo je",Odavno više ne plačem zbog tebe,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/odavno-vise-ne-placem-zbog-tebe.html,Mišo Kovač,Odavno Više Ne Plačem Zbog Tebe,3:14,,,Ti Si Pjesma Moje Duše,,,nan-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2009.0-Jedan Dan Života - Live Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
zT3Xu5sD_1_75,Mišo Kovač,Mate Mišo Kovač,Odlazi jos jedno ljeto,343,"Opet more divlja
na pjescanoj plazi
k´o da zeli nase 
tragove da zbrise

Uzalud nas zove
uzalud nas trazi
ne volim te vise
ne volis me vise
 
Njezan sapat lisca
dalek glas u noci
umorni krik ptice
sto tisinu reze

Tvoje sretno lice
uzarene oci
niceg vise nema 
nista nas ne veze

Ref.
Odlazi jos jedno ljeto
i odnosi sto je dalo
ostaje nam uspomena
uspomena, tako malo

Odlazi jos jedno ljeto
vec nam prijete prve kise
ostaje nam uspomena
uspomena i nista vise

Kap usnule kise
svijetlo kasnog broda
porobljene zvijezde
razapete mreze

Sve je samo vjetar
sve je samo voda
niceg vise nema
nista nas ne veze

Njezan sapat lisca
dalek glas u noci
umorni krik ptice
sto tisinu reze

Tvoje sretno lice
uzarene oci
niceg vise nema
nista nas ne veze

Ref. 2x","https://tekstovi.net/2,692,64060.html",,,,,,,,,,['Slobodan M. Kovačević'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/odlazi-jos-jedno-ljeto-11668.htm,Odlazi još jedno ljeto,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Odlazi Još Jedno Ljeto,4:10,,,Jači Od Vjetra,,,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_76,Mišo Kovač,Mate Mišo Kovač,Odvest cu te na vjencanje,1596,"Neka nam postelja bude
lezaj od kamena skoja
tamo ces nevjesta biti
tamo ces postati moja

Neka ti haljina bude
samo ta cipka od pjene
u njoj ces nevjesta biti
u njoj ces voljeti mene
 
Ref.
Odvest cu te na vjencanje
ljubavi moja
zivjeti ces samo za me
ljubavi moja

Odvest cu te na vjencanje
ovoga ljeta
ruze ce za tebe rasti
kamen ce za tebe cvasti
tamo daleko od svijeta
imat ces dom

Sunce nek' po nama lije
tamo daleko od ljudi
slusat cu kako se smijes
gledat cu kako se budis

Neka nas tamo odnesu
brodovi sudbine lude
dalje od ovog zivota
jer nam zbog ljubavi sude

Ref.","https://tekstovi.net/2,692,60163.html",,Odvest ću te na vjenčanje,I ll wed you (lit. I ll take you to the wedding),,"Neka nam postelja bude ležaj od kamena školja
Tamo ćeš nevjesta biti, tamo ćeš postati moja
Neka ti haljina bude, bude samo ta čipka od pjene
U njoj ćeš nevjesta biti, u njoj ćeš voljeti mene. Odvest ću te na vjenčanje, ljubavi moja
živjeti ćeš samo za me, ljubavi moja
Odvest ću te na vjenčanje, ovoga lijeta
Ruže će za tebe rasti
Kamen će za tebe cvasti
Tamo daleko od svijeta imat ćeš dom. Sunce nek po nama lije, tamo daleko od ljudi
Slušat ću kako se smiješ, gledat ću kako se budiš
Neka nas tamo odnesu brodovi sudbine lude
Dalje od ovog života jer nam zbog ljubavi sude. Refr.","Our bed can be a seat of stone shells
There you shall become a daughter-in-law, there you will become mine
Your dress can be of laced foam
In it you shall become a daughter in law, in it you shall love me. Refr:
I ll wed you , my love
You ll live only for me, my love
I ll wed you, this summer
Roses will grow for you
Rock will bloom for you
There, far away from this world, you ll find a home. Let the sun poor out our over us, far away from everyone
I ll listen to you laughing, I ll watch you waking up
Let the boats of crazy destiny take us there
Far away from this life where they judge us for our love.... Refr:",https://lyricstranslate.com/en/odvest-cu-te-na-vjencanje-i-ll-wed-you-lit-i-ll-take-you-wedding.html,['Stjepan Mihaljinec'],['Drago Britvić'],,['Mate Mišo Kovač'],1973 - Portret,"2004 - Najveći hitovi br.2
Aranžman: Stjepan Mihaljinec",https://diskografija.com/pjesma/odvest-cu-te-na-vjencanje-5447.htm,Odvest ću te na vjenčanje,"2010 - Sve najbolje, originalne snimke",,,,,,,,,,,,,,,,,"Neka nam postelja bude
Ležaj od kamena škoja
Tamo ćeš nevjesta biti
Tamo ćeš postati moja

Neka ti haljina bude
Samo ta čipka od pjene
U njoj ćeš nevjesta biti
U njoj ćeš voljeti mene

Odvest ću te na vjenčanje ljubavi moja
Živjeti ćeš samo za me ljubavi moja
Odvest ću te na vjenčanje ovoga ljeta
Ruže će za tebe rasti, kamen će za tebe cvasti
Tamo daleko od svijeta imat ćeš dom

*

Sunce nek po nama lije
Tamo daleko od ljudi
Slušat ću kako se smiješ
Gledat ću kako se budiš

Neka nas tamo odnesu
Brodovi sudbine lude
Dalje od ovog života
Gdje nam zbog ljubavi sude

Odvest ću te na vjenčanje ljubavi moja
Živjeti ćeš samo za me ljubavi moja
Odvest ću te na vjenčanje ovoga ljeta
Ruže će za tebe rasti, kamen će za tebe cvasti
Tamo daleko od svijeta imat ćeš dom",Odvest ću te na vjenčanje,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/odvest-cu-te-na-vjencanje.html,Mišo Kovač,Odvest Ću Te Na Vjenčanje,,,Stjepan Mihaljinec,Odvest Ću Te Na Vjenčanje / Ponoćna Serenada,1972.0,,1972.0-Odvest Ću Te Na Vjenčanje / Ponoćna Serenada/nan-Portret/1987.0-Najljepše Pjesme 2/nan-Najljepše Pjesme/1997.0-Najbolje/2004.0-Najveći Hitovi Br. 2/2010.0-Sve Najbolje/2010.0-Najljepše Ljubavne Pjesme
zT3Xu5sD_1_77,Mišo Kovač,Mate Mišo Kovač,"Oprosti, ne mogu doci",498,"Oprosti, ne mogu doci
to si mi javila ti
onoga jutra, kad na put
htjeli smo krenuti mi

Oprosti, ne mogu doci
cudan je bio tvoj glas
koliko dana i noci
sad stoji izmedju nas
 
Ref.
I tko zna kamo si posla
tko te poveo tad
u sume prepune sunca
u polja, gdje prestaje grad

I tko zna kamo si posla
kome sad poklanjas sve
zar ljubav tvoja je prosla
o, sto cu, sto cu bez nje

Oprosti, ne mogu doci
dosta za suze i bol
ja ne znam kamo cu poci
opet je prazan nas stol

Oprosti, ne mogu doci
cudan je bio tvoj glas
koliko dana i noci
sad stoji izmedju nas

Ref. 2x","https://tekstovi.net/2,692,63918.html",,,,,,,,['Dušan Šarac'],['Željko Sabol'],['Stipica Kalogjera'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/oprosti-ne-mogu-doci-11632.htm,"Oprosti, ne mogu doći",,,,,,,,,,,,,,,,,,,,,Mišo Kovač,"Oprosti, Ne Mogu Doći",2:55,,,Ovo Je Naša Noć,,,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
