Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_3_diskografija
YdU8F5rG_1_10,Jelena Rozga,Jelena Rozga,Jubit cu te kako Bog zapovida (ft. Klapa Iskon),17102,"Di si da me razveselis
kad sve potone
kad ne vridim nikome

Di si konce da odropas
sve za jude je
grisilo je i grisit ce se
 
Sva se srica popila
i na kruhu cukar se istopija

Vraticu se jer znam di si
iz srca me makla nisi

Ref. 2x
Ostavicu svitlo da mi vidis doc
mozda neces tit, mozda neces moc
tamo iza vrata di je postelja
ljubicu te kako bog zapovida

Uvik sam u tudjoj kuci
i u gostima
doma mene niko ne ceka

Moj je zivot crkavica
isto volim ga
uvijek mislim doces do sutra

Ref. 2x","https://tekstovi.net/2,1156,36567.html",,,,,,,,,,,,,,,,
YdU8F5rG_1_11,Jelena Rozga,Jelena Rozga,Karantena,101725,"Ostavio si me samu jutros
jos jedna u nizu tvoja ludost
ovo ti nije premijera
vec repriza dosadna, cesta
opet trazis pet minuta pljeska

A, nekad bio si dusa od covjeka
 
Ref.
Ako te jos uvijek zanima
samo u parfemu spavam ja
po navici, prazan krevet
kao karantena
tebe ko i srece ima-nema

Vrati se jos nocas, ne budali
i ostatak svijeta zanemari
ti si nesto vise od igre
provuc cu kroz usicu igle
tvoju ljubav vrijednu svake brige

A, nekad bio si dusa od covjeka

Ref. 3x

Kao karantena
a tebe
tebe ima-nema","https://tekstovi.net/2,1156,29167.html",,Karantena,Quarantine,Bižuterija (2011),"Ostavio si me samu jutros
1
još jedna u nizu tvoja ludost
ovo ti nije premijera
već repriza dosadna, česta
opet tražiš pet minuta pljeska. A nekad bio si duša od čovjeka. Ref.
Ako te još uvijek zanima
samo u parfemu spavam ja
po navici, prazan krevet
kao karantena
tebe k'o i sreće ima - nema. Vrati se još noćas, ne budali
i ostatak svijeta zanemari
ti si nešto više od igre
provuć ću kroz ušicu igle
tvoju ljubav vrijednu svake brige. A nekad bio si duša od čovjeka. Ref. 3x","You left me alone this morning
yet another stupidity you did
this isn't your first time
it's a boring, frequent reprise
you want your five minutes of applause again. And you used to be a very nice man. Chorus:
If you still want to know,
I sleep wearing just perfume
It's my habit, bed is empty
like a quarantine
You are here and you're not here just like luck. Come back tonight, don't be a fool
Ignore the rest of the world
You are something more than a game
I'll slip your love through the eye of a needle
your love worth every care. And you used to be a very nice man. Chorus 3x",https://lyricstranslate.com/en/karantena-quarantine.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/karantena-14696.htm,Karantena,,
YdU8F5rG_1_12,Jelena Rozga,Jelena Rozga,Kraljica,16350,"Ej, postoje znaci, sigurni podaci
to da su muskarci isti svi
sad iz prve ruke vidim te trenutke
kad izadju vani sami

Idem nocas s tobom da si pod kontrolom
kao zandar, kako god da okrenem
ovo nije odnos, da li je na ponos
bolje da od nevolje se maknem
 
Ref. 2x
Ej, majstore
ranjen si od pica svake subote
pravi primitivac
siris ruke, svakoj se nabacujes

Ej, dragi, dragi
dama dobro vidi situaciju
pjevaj, a ja odoh
pa ti pricaj da ja glumim kraljicu

Milovanja nasa sada sve su rjedja
nisi vise onaj sto mi cuva ledja
izvlacis iz pete pusta opravdanja
ti si krivac za ovakva stanja

Ref. 2x","https://tekstovi.net/2,1156,49331.html",,Kraljica,Queen,,"Ej postoje znaci, sigurni podaci,
1
To da su muškarci, isti svi.
Sad iz prve ruke,
Vidim te trenutke,
Kad izađu vani sami!. Idem noćas s tobom,
Da si pod kontrolom,
Kao žandar, kako god da okrenem.
Ovo nije odnos,
Da mi je na ponos,
Bolje da od nevolje se maknem!. Ej majstore,
Ranjen si od pića svake subote.
Pravi primitivac,
Širiš ruke, svakoj se nabacuješ.
Ej, dragi, dragi,
Dama dobro vidi situaciju.
Pjevaj, a ja odoh,
Pa ti pričaj da ja glumim kraljicu!. Milovanja naša, sada sve su rjeđa,
Nisi više onaj što mi čuva leđa.
Izvlačiš iz pete, pusta opravdanja,
Ti si krivac za ovakva stanja!","Hey, there are signs, certain informations
that men are all the same.
Now at firsthand
I see those moments
when they come out by themselves!. I'm going with you tonight,
that you're under control,
like knave whichever way you look.
This isn't relationship
that I'm proud of it,
it's better me to move away from the trouble!. Hey, dude,
you're wounded by drink every Saturday.
Such a primitive,
spreading arms, hitting on every girl.
Hey, honey, honey,
Lady sees the situation well.
Sing, but I'm leaving
and talk that I'm behaving like a queen!. Our cuddles are rarer and rarer now,
you're not the one keeping my back.
You dragging empty excuses from your heel,
You're the guilt for conditions like this!",https://lyricstranslate.com/en/kraljica-queen.html-1,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/kraljica-25403.htm,Kraljica,,
YdU8F5rG_1_13,Jelena Rozga,Jelena Rozga,Lijepa samo za tebe,47689,"Mozda me razotkrivas
prvi se put ne opirem
jos me minut ne diraj
da se malo pretvaram

Da sam nedodirljiva
k'o bijela vucica
 
Ref.
Lijepa da sam ja
samo za tebe
a ti da si tu
samo zbog mene

Noc se sulja sapama
da me svu skine do gola
rekla bih ti svasta ja
sutra bih se ugrizla

Da sam nedodirljiva
k'o bijela vucica

Ref.

Sutra moze bit' sve 
cudno i drukcije
ti ovdje si da noc ovu zapamtim
samo za tebe

A ti da si tu
samo zbog mene

Da sam nedodirljiva
k'o bijela vucica

Ref.

Lijepa da sam ja samo za tebe","https://tekstovi.net/2,1156,19973.html",,Lijepa samo za tebe,Beautiful only for you,Oprosti mala,"Možda me razotkrivaš
1
prvi se put ne opirem
još me minut ne diraj
da se malo pretvaram. Da sam nedodirljiva
k'o bijela vučica. Ref.
Lijepa da sam ja
samo za tebe
a ti da si tu
samo zbog mene. Noć se sulja sapama
da me svu skine do gola
rekla bih ti svašta ja
sutra bih se ugrizla. Da sam nedodirljiva
k'o bijela vučica. Ref.. Sutra može bit' sve
ćudno i drukcije
ti ovdje si da noć ovu zapamtim
samo za tebe. A ti da si tu
samo zbog mene. Da sam nedodirljiva
k'o bijela vučica. Ref.. Lijepa da sam ja samo za tebe","Maybe you´re revealing me
for the first time I don´t resist
don´t touch me just for a minute
let me to pretend a little. That I´m untouchable
like white wolf. Chorus:
That I´m beautiful
only for you
and that you´re here
only for me. The night is sneaking on paws
to get me all naked
I´d like to tell you everything
tomorrow I´ll reproach myself. That I´m untouchable
like white wolf. Chorus:. Tomorrow everything can be
strange and different
you´re here to remember this night
only for you. And you´re here
only for me. That I´m untouchable
like white wolf. Chorus:. Beautiful only for you",https://lyricstranslate.com/en/lijepa-samo-za-tebe-beautiful-only-you.html,['Keith Thomas'],['Vjekoslava Huljić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/lijepa-samo-za-tebe-9896.htm,Lijepa samo za tebe,['Remi Kazinoti'],
YdU8F5rG_1_14,Jelena Rozga,Jelena Rozga,Moderna zena,7582,"Tu i tamo ja jos zazmirim
al' kojesta ja jos vidim
nisam gluha, ni slijepa
i svima sam lijepa

Ja sam pristala da se provedes
tu i tamo da neku zavedes
kao moderna zena
znam to muskarcu treba
 
Diplomirala sam probleme
izbjegavala svadje i scene
jer prezivi zena
samo kada je sebi vjerna

Ref.
Ti bi mijenjao me za neku mladju
takve k'o ja, rijetko se nadju
al' necu, necu ne
da me jadnice zale

Ja sam igrala fer, fer i posteno
tebi je sve, sve dopusteno
al' to je, to je, to je
nasljedna crta

Al' da ispadnem zrtva
necu ziva, ni mrtva
zena k'o ja se snadje
jos umije i zna da zavede mladje

Izvana lijep, iznutra sirovina
krivotvorila te sudbina
k'o lijep si eksponat
ne diraj, bjezi odmah

Jos bih presla i preko toga
sto si joj dao pola moga
al' zivot bas cijeli
zar sa njom da dijelim

Ref. 2x","https://tekstovi.net/2,1156,53412.html",,Moderna Žena,A Modern Woman,,"Tu i tamo ja još zažmirim
1
Al’ koješta ja još vidim
Nisam gluha, ni slijepa
I svima sam lijepa.. Ja sam pristala da se provedeš
Tu i tamo da neku zavedeš
Kao moderna žena
Znam to muškarcu treba.. Diplomirala sam probleme
Izbjegavala svađe i scene
Jer preživi žena,
Samo kada sebi je vjerna.. Ti bi mijenjao me za neku mlađu
Takve k’o ja, rijetko se nađu
Al, neću, neću ne
Da me jadnice žale.. Ja sam igrala fer, fer i pošteno
Tebi je sve, sve dopušteno
Al’ to je, to je, to je
Nasljedna crta.. Al' da ispadnem žrtva
Neću živa, ni mrtva
Žena k’o ja se snađe
Još umije i zna da zavede mlađe.. Izvana lijep, iznutra sirovina
Krivotvorila te sudbina.
K’o lijep si eksponat
Ne diraj, bježi odmah.
Još bih prešla i preko toga
Što si joj dao pola moga
Al’ život baš cijeli
Zar sa njom da dijelim?. Diplomirala sam probleme
Izbjegavala svađe i scene
Jer preživi žena,
Samo kada sebi je vjerna.. Ti bi mijenjao me za neku mlađu
Takve k’o ja, rijetko se nađu
Al, neću, neću ne
Da me jadnice žale.. Ja sam igrala fer, fer i pošteno
Tebi je sve, sve dopušteno
Al’ to je, to je, to je
Nasljedna crta.. Pa da ispadnem žrtva
Neću živa, ni mrtva
Žena k’o ja se snađe
Još umije i zna da zavede mlađe.. Ti bi mijenjao me za neku mlađu
Takve k’o ja, rijetko se nađu
Al, neću, neću ne
Da me jadnice žale.. Ja sam igrala fer, fer i pošteno
Tebi je sve, sve dopušteno
Al’ to je, to je, to je
Nasljedna crta.. Al' da ispadnem žrtva
Neću živa, ni mrtva
Žena k’o ja se snađe
Još umije i zna da zavede mlađe.","Now and then I still close my eyes
but I still see many things
I'm not deaf nor blind
and I'm beautiful to everyone. I agreed on you having fun
and seducing another one now and then
Like a modern woman
I know a man needs that. I've graduated on problems
avoided arguments and scenes (fights)
Because a woman survives
only when she's loyal to herself. You would trade me for a younger one
but the ones like me are hard to find
But, I don't, don't want
some miserable women pitying me. I played fair and square
and to you everything is alllowed
But that's, that's, that's
a heritable line. But to look like a victim
I don't want to, neither dead nor alive
A woman like me can find her own way
still knows how to seduce younger men. Pretty on the outside, raw on the inside
Destiny adulterated you
You're like a pretty showpiece
Don't touch but run away immediately
I would get over the fact
that you gave her half of what's mine
but do I have to share
my whole life with her?. I've graduated on problems
avoided arguments and scenes (fights)
Because a woman survives
only when she's loyal to herself. You would trade me for a younger one
but the ones like me are hard to find
But, I don't, don't want
some miserable women pitying me. I played fair and square
and to you everything is alllowed
But that's, that's, that's
a heritable line. But to look like a victim
I don't want to, neither dead nor alive
A woman like me can find her own way
still knows how to seduce younger men. You would trade me for a younger one
but the ones like me are hard to find
But, I don't, don't want
some miserable women pitying me. I played fair and square
and to you everything is alllowed
But that's, that's, that's
a heritable line. But to look like a victim
I don't want to, neither dead nor alive
A woman like me can find her own way
still knows how to seduce younger men",https://lyricstranslate.com/en/moderna-%C5%BEena-modern-woman.html,,,,,,,,,
YdU8F5rG_1_15,Jelena Rozga,Jelena Rozga,Moje proljece,15478,"Mirise na bolje sutra
i proljece
sad idi dragi od mene
 i ne vracaj se

Do mene je
samo da ti oprostim
sve tvoje grijehe pokupim
da ozdravim
 
Ti nemas mjeru
a ja u suprotnom sam smjeru
od andjela
odavno sam odmakla

Ref.
A-a-a, na prvog na kog naletim
sve cu da mu dozvolim
i jednom da se prevarim
da se osjetim k'o ti

U sebi da te ubijem
i da se svima zareknem
da sam iz blata ustala
medju zive opet zgazila

Mirise na novu ljubav
i poljupce
sad idi dragi od mene
ne gledaj me

Do mene je
samo da te ispratim
i kao sebi pozelim
zaboravi

Ref.

Ref.","https://tekstovi.net/2,1156,57798.html",,Moje Proljeće,My spring,,"Miriše, na bolje sutra i proljeće
1
Sad idi dragi od mene i ne vraćaj se
Do mene, je samo da ti oprostim
Sve tvoje grijehe pokupim, da ozdravim. Ti, nemaš mjeru
A ja u suprotnom sam smjeru
Od anđela, odavno sam odmakla. Chorus-Refrain
A, na prvog na kog naletim
Sve ću da mu dozvolim
I jednom da se prevarim
Da se osjetim k’o ti. U sebi da te ubijem
I da se svima zareknem
Da sam iz blata ustala
Među žive opet zgazila. Miriše, na novu ljubav i poljupce
Sad idi dragi od mene, ne gledaj me
Do mene, je samo da te ispratim
I kao sebi poželim, zaboravi. Ti, nemaš mjeru
A ja u suprotnom sam smjeru
Od anđela, odavno sam odmakla. Chorus-Refrain x2
A, na prvog na kog naletim
Sve ću da mu dozvolim
I jednom da se prevarim
Da se osjetim k’o ti. U sebi da te ubijem
I da se svima zareknem
Da sam iz blata ustala
Među žive opet zgazila","Smells, of better tomorrow and spring
Now dear, go away from me and don't come back
The only thing up to me is to forgive you
To take all your sins, to heal myself. You don't have measure
And I'm in the opposite direction
I am not angel anymore. Chorus
And, the first one I encounter
I'll allow him everything
And once to deceive myself
To feel like you. To kill you in myself
And I swear to everyone
That I rose from the ashes
Once again I'm among the living. Smells, of new love and kisses
Now dear, go away from me, don't look at me
The only thing up to me is to walk you out
And like I wish to myself, forget it. You don't have measure
And I'm in the opposite direction
I am not angel anymore. Chorus x2
And, the first one I encounter
I'll allow him everything
And once to deceive myself
To feel like you. To kill you in myself
And I swear to everyone
That I rose from the ashes
Once again I'm among the living",https://lyricstranslate.com/en/moje-prolje%C4%87e-my-spring.html,,,,,,,,,
YdU8F5rG_1_16,Jelena Rozga,Jelena Rozga,Najbolji dan,4769,"Rekla sam ti, hej
idi ako Boga znas
a u sebi molila
da me jos jednom pogledas

I rekla sam ti, hej
nemoj se okrenuti
mogla bih ti reci laz
a presutjet istinu
kad tako dobro izgledas
 
I rekla sam ti, hej
nosim medalju za bol
al' neces gledati taj film
i vidjet ono sto
u sebi prolazim

I rekla sam ti, hej
prva je stvar na popisu
da te smjesta prekrizim
da jos danas poradim
na svom ponosu

Ref.
Idi, ne diraj moje lice nevino
idi, ne pucaj u moje srce naivno
vise ne igra da me kupis rijecima
nisi igrac kao ja, ostajes sam i nikakav
ovo je moj najbolji dan
ovo je moj najbolji dan

Ref. 2x","https://tekstovi.net/2,1156,56041.html",,Najbolji Dan,The best day,,"Rekla sam ti hej
1
idi ako Boga znaš
a u sebi molila
da me još jednom pogledaš. I rekla sam ti hej
nemoj se okrenuti
mogla bih ti reći laž
a prešutjet istinu
kad tako dobro izgledaš. I rekla sam ti hej
nosim medalju za bol
al’ nećeš gledati taj film
i vidjet ono što
u sebi prolazim. I rekla sam ti hej
prva je stvar na popisu
da te smjesta prekrižim
da još danas poradim
na svom ponosu. [Refren]
Idi ne diraj
moje lice nevino
idi ne pucaj
u moje srce naivno. više ne igra
da me kupiš riječima
nisi igrač kao ja
ostaješ sam i nikakav. Ovo je moj najbolji dan
ovo je moj najbolji dan. I rekla sam ti hej
prva je stvar na popisu
da te smjesta prekrižim
da još danas poradim
na svom ponosu. [Refren]. I rekla sam ti hej
prva je stvar na popisu
da te smjesta prekrižim
da još danas poradim
na svom ponosu. [Refren]. Ovo je moj najbolji dan
ovo je moj najbolji dan. I rekla sam ti hej
prva je stvar na popisu
da te smjesta prekrižim
da još danas poradim
na svom ponosu","I told you hey
for God's sake, go away
and I prayed in myself
that you look at me one more time. And I told you hey
don´t turn around
I could tell you a lie
and shut up the truth
because you look so good. And I told you hey
I wear a medal for the pain
but you won´t see that movie
and see what
it happens inside me. And I told you hey
the first thing on the list is
crose you off right now
i need from today to work
on my pride. Chorus:
Go away, don´t touch
my inocent face
go away, don´t shoot
in my naive heart. You no longer fail
buying me with words
you´re not a player like me
you´re staying alone and poor. This is my best day
this is my best day. And I told you hey
the first thing on the list is
crose you off right now
i need from today to work
on my pride. Chorus:. And I told you hey
the first thing on the list is
crose you off right now
i need from today to work
on my pride. Chorus:. This is my best day
this is my best day. And I told you hey
the first thing on the list is
crose you off right now
i need from today to work
on my pride",https://lyricstranslate.com/en/najbolji-dan-best-day.html,,,,,,,,,
YdU8F5rG_1_17,Jelena Rozga,Jelena Rozga,Nasljednik,3988,"Ne moli, ne zovi
ne moli, ne zovi

Znas me, ja sam alfa zena
i ubija me dosada
veza prosla mjesec dana
vec mi treba promjena
 
Hajde reci ne
reci mi da ne
neces radit' scene
iza ledja glasine

Hajde reci da
reci, reci da
da razumijes
sama sebi sam najbitnija

Ref.
Ne moli, ne zovi
vise nisi glavni lik
bira ti se nasljednik

Idi, brisi
i po obicaju ti
samo tiho nestani

Ti si bio samo igra
i za ljubav imitacija
ja za ljubav nemam dara
ja sam, duso, svjetska prevara

Ref.

Ref.","https://tekstovi.net/2,1156,52356.html",,Nasljednik,Heritor,,"Ne moli, ne zovi
1. Znaš me ja sam alfa žena,
I ubija me dosada
Veza prošla mjesec dana,
Već mi treba promjena.... Hajde reci ne, reci mi da ne,
Nećes radit scene iza leđa glasine
Hajde reci da, reci, reci da,
Da razumiješ sama sebi sam najbitnija... Refren
Ne moli, ne zovi,
Više nisi glavni lik, bira ti se nasljednik..
Idi, briši,
I po običaju ti, samo tiho nestani...
Ti si bio samo igra i za ljubav imitacija...
Ja za ljubav nemam dara,
Ja sam dušo svjetska prevara.... Hajde reci ne, reci mi da ne,
Nećes radit scene iza leđa glasine
Hajde reci da, reci, reci da,
Da razumiješ sama sebi sam najbitnija... Refren 2x
Ne moli, ne zovi,
Više nisi glavni lik, bira ti se nasljednik..
Idi, briši,
I po običaju ti, samo tiho nestani...","Don't beg, don't call. You know me, I'm alfa female
and the boredom is killing me
The relationship has passed one month
and I already need a change. C'mon, say no, say that you will not
makes scenes behind rumours tonight
C'mon, say yes, say yes
that you understand that I'm the most important to myself. Refrain
Don't beg, don't call
You are no longer a main character, heritor is being chosen
Go, buzz off,
And as usual, just silently disappear..
You were just a game, and imitation for love
I don't 'have a gift' in love
I'm, baby, a world's scam. C'mon, say no, say that you will not
makes scenes behind rumours tonight
C'mon, say yes, say yes
that you understand that I'm the most important to myself. Refrain 2x
Don't beg, don't call
You are no longer a main character, heritor is being chosed
Go, buzz off,
And as usual, just silently disappear..",https://lyricstranslate.com/en/nasljednik-heritor.html,,,,,,,,,
YdU8F5rG_1_18,Jelena Rozga,Jelena Rozga,"Ne pijem, ne pusim, ne psujem",11394,"Memorija srca puna je
sve je tvoje, drugo nestane
i u retrovizor ja vise ne gledam
samo snove naprijed poredam

Pogodi me kad te spomenu
kazem, neka pricu okrenu
hocu da se vrati u normalu sve
kako bilo je to ranije
 
Ref.
Ne pijem, ne pusim, ne psujem
jedan jedini porok si mi ti
a ljubav k’o zemlja napukla
hajde vrati se i ne glumi mangupa

Ne pijem, ne pusim, ne psujem
jedan jedini porok si mi ti
sto me iz svog srca tjeras van
kad ja ne bih jos ako ne moram

Moderno je praviti se jak
i govorit’ da te nije strah
al' iz mojih usta klizi istina
znas da zbog tebe sam ranjena

Ne pijem, ne pusim, ne psujem
jedan jedini porok si mi ti
a ljubav k’o zemlja napukla
hajde, vrati se i ne glumi mangupa

K’o lavica u kavezu bez lava
bez tebe mi nista ne valja
sto to ima lijepo u samoci
kad te nemam, meni nema pomoci

Ref.","https://tekstovi.net/2,1156,54399.html",,"Ne pijem, ne pušim",I don't drink I don't smoke,,"Memorija srca puna je
1
sve je tvoje drugo ne stane,
i u retrovizor ja više ne gledam
samo snove naprijed poredam. Pogodi me kad te spomenu
kažem neka priču okrenu
hoću da se vrati u normalu sve
kako bilo je to ranije. [Refren]
Ne pijem, ne pušim, ne psujem
Jedan jedini porok si mi ti
A ljubav ko zemlja napukla
Hajde vrati se i ne glumi mangupa.. Ne pijem, ne pušim, ne psujem
jedan jedini porok si mi ti.
Što me iz svog srca tjeraš van
Kad ja ne bi još ako ne moram.. Moderno je praviti se jak
i govorit da te nije strah
al' iz mojih usta klizi istina
znaš da zbog tebe sam ranjen.. [Refren]
Ne pijem, ne pušim, ne psujem
Jedan jedini porok si mi ti
A ljubav ko zemlja napukla
Hajde vrati se i ne glumi mangupa.. Ko' lavica u kavezu bez lava
bez tebe mi ništa ne valja
što to ima lijepo u samoći?
kad te nema, meni nema pomoći.","My heart's memory is full
Everything is yours the rest doesn't fit
And in the rear view mirror I don' look anymore
I only sort the dreams ahead. It hurts me when they mention you
I tell them to change the topic
I want everything to go back to normal
Like it used to be before. Chorus:
I don't drink I don't smoke I don't swear
My only vice is you
And the love is like the cracked earth
Cmon come back and don't act badass. I don't drink I don't smoke I don't swear
My only vice is you.
Why are you pushing me away from your heart
When I don't want to if I still don't have to.. It is modern to act stromg
And say you're not afraid
But the truth slides from my mouth
You know I'm wounded cause of you. Chorus:
I don't drink I don't smoke I don't swear
My only vice is you
And the love is like the cracked earth
Cmon come back and don't act badass. Like a lioness in a cage without the lion
Nothing is good without you
What is it that is nice in the loneliness
When you're gone I'm helpless.",https://lyricstranslate.com/en/ne-pijem-ne-pusim-i-dont-drink-i-dont-smoke.html,,,,,,,,,
YdU8F5rG_1_19,Jelena Rozga,Jelena Rozga,Ne zovi me Marija,32533,"Evo noc, kasni sat
sve je dobro al' me strah
da je njena sjena
tu kraj nas

Sad si moj, sad si moj
al' u krivom trenu tom
ti me zoves njenim imenom
i druge sve na mom mjestu bi otisle
 
Ref.
Ne zovi me Marija
dok pjesma nasa svira
davno je tu ona bila
ne zovi me Marija
jer nocas krivu biras
al' malo me jos dana imas

Evo noc, kasni sat
sve je dobro al' me strah
da je njena sjena
tu kraj nas

Sav si moj, sav si moj
al' u krivom trenu tom
ti me zoves njenim imenom
i druge sve na mom mjestu bi otisle

Ref. 2x","https://tekstovi.net/2,1156,15398.html",,Ne zovi me Marija,Don´t call me Mary,Oprosti mala,"Evo noć, kasni sat
1
sve je dobro al' me strah
da je njena sjena
tu kraj nas. Sav si moj, sav si moj
al' u krivom trenu tom
ti me zovež njenim imenom
i druge sve na mom mjestu bi otišle. Ref.
Ne zovi me Marija
dok pjesma naša svira
davno je tu ona bila
ne zovi me Marija
jer noćas krivu biraš
al' malo me još dana imaš. Evo noć, kasni sat
sve je dobro al' me strah
da je njena sjena
tu kraj nas. Sav si moj, sav si moj
al' u krivom trenu tom
ti me zoveš njenim imenom
i druge sve na mom mjestu bi otišle. Ref. 2x","The night came, it´s late
everything´s good but I´m afraid
that her shadow is
here near to us. You´re all mine, you´re all mine
but in that wrong moment
you call me by her name
and every other girl at my place would go away. Chorus:
Don´t call me Mary
while our song is playing
long ago she was there
don´t call me Mary
because tonight you choose the wrong one
but you have me a few more days. The night came, it´s late
everything´s good but I´m afraid
that her shadow is
here near to us. You´re all mine, you´re all mine
but in that wrong moment
you call me by her name
and every other girl at my place would go away. Chorus:",https://lyricstranslate.com/en/ne-zovi-me-marija-don%C2%B4t-call-me-mary.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Jelena Rozga'],2006 - Dora 2006,2006 - Oprosti mala,https://diskografija.com/pjesma/ne-zovi-me-marija-9119.htm,Ne zovi me Marija,['Remi Kazinoti'],"2006 - Oprosti mala - remix
Aranžman: Dalibor Paurić / Vedran Paurić"
YdU8F5rG_1_20,Jelena Rozga,Jelena Rozga,Nemam,42107,"Jelen mora bjezati
kamen mora stajati
a ja tebe moja ljube
moram ljubiti

Ref.
Nemam, nemam
nemam, nemam nikoga
mila, mila da me zove jutrima
 
Nemam, nemam
nemam neba plavoga
ni ti, ni ja ne mozemo u njega

Dan je tamu skinuo
trn za ruzu brinuo
samo mene moja ljube
ti napustio

Ref.

Nemam, nemam
nemam, nemam nikoga
mila, mila da me zove jedina","https://tekstovi.net/2,1156,21972.html",,Nemam,I don´t have,Oprosti mala,"Jelen mora bjezati
1
kamen mora stajati
a ja tebe moja ljube
moram ljubiti. Ref.
Nemam, nemam
nemam, nemam nikoga
mila, mila da me zove jutrima. Nemam, nemam
nemam neba plavoga
ni ti, ni ja ne mozemo u njega. Dan je tamu skinuo
trn za ruzu brinuo
samo mene moja ljube
ti napustio. Ref.. Nemam, nemam
nemam, nemam nikoga
mila, mila da me zove jedina","The deer has to run away
the stone has to stand
and I, my love, I need
to kiss you. Coro:
I don´t have, I don´t have
I don´t have, I don´t have anyone
to call me my dear, my dear in the morning. I don´t have, I don´t have
I don´t have a blues sky
neither you nor I can enter inside. The day has taken away the darkness
the thorn took care of the rose
just you, my love
you left me. Coro:. I don´t have, I don´t have
I don´t have, I don´t have anyone
to call me my dear, my dear in the morning",https://lyricstranslate.com/en/nemam-i-don%C2%B4t-have.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/nemam-10680.htm,Nemam,['Remi Kazinoti'],
YdU8F5rG_1_21,Jelena Rozga,Jelena Rozga,Nevjeran do groba,80121,"Kao u Boga gledas me
cemu ova ispovjest
zao mi je
sa tobom ne suosjecam

Pognute glave mi dolazis
pa moju radost previdis
jer ti volis da grijesis
a ja da kaznjavam
 
Hajde, pridji mi
za kaznu me poljubi
pobjednik je taj sto sretan gubi

Ref.
Nevjeran do groba si
necu tol'ko zivjeti
pa mi ova dusa pozeli
da odreknem se ljubavi

Ovo nebo voli te
pa mi kaze ne moze
nisi dosta patila
i ljubavi uzvratila

Gledaj me u oci, to bar znas
dok u ledja noz mi zabadas

Kao cimet na jabuci
kao noc na prozoru
jos me trikovi tvoji
mogu zavesti

Tvoja slabost lijeci me
a tijelo luci otrove
jer taj lijek mi je gori
od ove bolesti

Ref.

Neka te ne plasi
sto te se ne plasim
sto se hvalim
s cim se ne ponosim
pomahnitala sam ja 
da nisam s tobom ostala

Ref.","https://tekstovi.net/2,1156,27892.html",,Nevjeran do groba,Unfaithful 'til grave,Miligram (2009),"Kao u Boga gledaš me
1
čemu ova ispovijest
žao mi je, sa tobom
ne suosjećam. Pognute glave mi dolaziš
pa moju radost previdiš
jer ti voliš da griješiš
a ja da kažnjavam. Hajde, priđi mi
za kaznu me poljubi
pobjednik je taj
što sretan gubi. REF.
Nevjeran do groba si
neću to doživjeti
pa mi ova duša poželi
da odreknem se ljubavi. Ovo nebo voli te
pa mi kaže ne može
nisi dosta patila
i ljubavi uzvratila. Gledaj me u oči
to bar znaš
dok u leđa nož mi zabadaš. Kao cimet na jabuci
kao noć na prozori
još me trikovi tvoji
mogu zavesti. Tvoja slabost liječi me
a tijelo luči otrove
i taj lijek mi je gori
od ovih bolesti. Hajde, priđi mi
za kaznu me poljubi
pobjednik je taj
što sretan gubi. REF.. Sad se vadi tako kako znaš
u oči gledaj me
dok nož mi zabadaš. Neka te ne plaši
što te se ne plašim
što se hvalim
s čim se ne ponosim
pomahnitala sam ja
da nisam s tobom ostala. REF.. Gledaj me u oči
to bar znaš
dok u leđa nož mi zabadaš","You're looking at me like I'm God
I don't neeed this confession
I'm sorry, but I don't
Empathize with you. You're coming to with your head bowed
And you overlook my joy
'Cause you like to make mistakes
And I like to punish you. C'mon, come to me
Kiss me, that's your punishment
The winner is the one
Who loses with happiness. Chorus:
You're unfaithful 'til grave
I won't live 'til that
So this soul wants
To give up the love. This sky loves you
So it tells me: ""No!
You haven't suffered enough
You haven't requited enough love!"". Look at me in the eyes
That's at least you know
While you're sticking a knife in my back. Like a cinnamon on the apple
Like a night on the window
Your tricks can
Still fool me. Your weakness is healing me
And your body is secreting poisons
And that medicine is worse
Than my diseases. C'mon, come to me
Kiss me, that's your punishment
The winner is the one
Who loses with happiness. Chorus:. Now, say what you wanna say
Look at me in the eyes
While you're sticking a knife in my back. Don't be scared
Of me not being scared of you
Of me boasting with things
That I'm not proud of
I went crazy
Why did I stay with you?. Chorus:. Look at me in the eyes
That's at least you know
While you're sticking a knife in my back",https://lyricstranslate.com/en/nevjeran-do-groba-unfaithful-til-grave.html,,,,,,,,,
